gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	age	age_coef	age_exp.coef.	age_se.coef.	age_z	age_Pr...z..	gender	gender_coef	gender_exp.coef.	gender_se.coef.	gender_z	gender_Pr...z..
ENSG00000167578.15	-0.00269258700748475	0.997311034753547	0.029012636203178	-0.0928073887746131	0.926056580955363	age	0.0161054380892075	1.01623582972152	0.0083149834077108	1.93691764607399	0.052755411043891	gender	-0.196693004712639	0.82144277366808	0.163655949690992	-1.20186895181034	0.229414305444921
ENSG00000078237.5	0.0240953886883943	1.02438802826074	0.0295158442847754	0.816354377530814	0.414297481962436	age	0.0168991866442832	1.01704278566066	0.00833978774460853	2.02633294297065	0.0427306775773562	gender	-0.177567390567536	0.837304571004166	0.165484738387912	-1.07301369478134	0.28326497166608
ENSG00000146083.10	0.00771865270905272	1.00774851830013	0.0108517438801355	0.711282241297825	0.476909354030034	age	0.0160972957851549	1.01622755525409	0.00829314645024914	1.94103599661758	0.052253911323723	gender	-0.199781920989279	0.81890932054086	0.163780972190105	-1.21981154659032	0.222536323217233
ENSG00000198242.12	-0.00168264220752718	0.998318772641199	0.00125019837379379	-1.34590017296304	0.178334713054368	age	0.014200087882382	1.01430138805282	0.00835853784700091	1.69887223606664	0.0893432592649143	gender	-0.20562079888542	0.814141741211873	0.163751602321357	-1.25568724806672	0.209229384372876
ENSG00000134108.11	-0.00223844262627091	0.997764060818137	0.00539398595862553	-0.414988589781443	0.678150256015723	age	0.015953883311084	1.01608182599612	0.00830221986472481	1.92164066611513	0.0546509879048667	gender	-0.202352204031547	0.816807194487875	0.164240582308092	-1.23204753166281	0.217931329186539
ENSG00000172137.17	0.000659858013970783	1.00066007576816	0.00331027909241512	0.199336066702872	0.84199986809033	age	0.016098144391073	1.01622841763117	0.00830148140629709	1.93918935707809	0.0524782850857537	gender	-0.194708355047932	0.823074668627662	0.163981054474959	-1.18738323565095	0.23507648954556
ENSG00000167700.7	0.0141427396949081	1.01424322137456	0.0104968441684668	1.34733253803974	0.177873157156249	age	0.0160344890197912	1.01616373129278	0.00833790041417689	1.92308473635975	0.0544694089325705	gender	-0.206602134615662	0.813343186720853	0.163874885914662	-1.26073091348024	0.20740581221373
ENSG00000060642.9	0.0126372630187527	1.01271745065512	0.0387661820757254	0.325986783894973	0.744434354367548	age	0.0163759326527066	1.01651075316967	0.00834741863420077	1.96179601986315	0.0497862372660817	gender	-0.194573099925776	0.823186001221492	0.163792331783021	-1.18792557507229	0.234862732685068
ENSG00000182141.8	0.0779790880457324	1.08110005051888	0.0837678978226561	0.930894651442977	0.351908061493173	age	0.0155701747308403	1.01569202147171	0.00830316617550208	1.8752093360216	0.060763930291204	gender	-0.212443010693813	0.808606396925929	0.164805713158925	-1.28905125084438	0.197380269683024
ENSG00000070087.12	-0.00202867016270166	0.997973386197819	0.00109040162413305	-1.86047976984131	0.0628176780267202	age	0.0170660647637465	1.0172125220104	0.00824389001661649	2.07014707005406	0.0384385741362715	gender	-0.19073380804082	0.82635252727509	0.163692098858788	-1.16519862211163	0.243938603261292
ENSG00000153561.11	-0.024958325781171	0.975350558153975	0.0124477047678832	-2.00505444550444	0.0449572267942787	age	0.014673536759474	1.01478172160374	0.00828856048378554	1.77033596945804	0.0766711894314537	gender	-0.201170322689417	0.817773134371881	0.163613502115698	-1.22954597321168	0.21886717211955
ENSG00000179262.8	-0.00341654559925567	0.996589284151567	0.00316781371930203	-1.07851846793834	0.2808024446189	age	0.014910887555039	1.01502260943902	0.00834324775030209	1.7871802445875	0.0739083612127417	gender	-0.205458927001967	0.814273538535774	0.163829494853325	-1.25410218218589	0.209804867313567
ENSG00000127511.8	0.02022740934599	1.02043336972813	0.0239418605249109	0.844855366396606	0.398191597357848	age	0.0163575774626132	1.0164920950928	0.00831247345380768	1.96783515201728	0.0490870081619476	gender	-0.181589363143608	0.833943718141293	0.164712309111464	-1.1024638299541	0.27026007493344
ENSG00000064601.15	0.00533633732737784	1.00535060093594	0.00378397208182021	1.41024754199849	0.158466602201408	age	0.0151608713075846	1.01527638031782	0.0083284556213289	1.82037006582086	0.0687026678210947	gender	-0.187229974303061	0.829253007572404	0.163812203889795	-1.14295498050329	0.25305728324402
ENSG00000227766.1	0.00893883046639358	1.00897890111738	0.0083509715946053	1.07039406913658	0.284441967758601	age	0.0153274065104794	1.01544547365542	0.0082867242195649	1.84963395720248	0.0643663251136848	gender	-0.200487029328889	0.81833210427348	0.163669107710515	-1.22495339611367	0.220592780242993
ENSG00000008517.15	3.52419354133806e-05	1.00003524255642	0.00268332057027716	0.013133702996113	0.989521122411619	age	0.0160684938678206	1.01619828637355	0.00844862550388751	1.90190627581101	0.0571834085925191	gender	-0.19679701964509	0.821357335796948	0.163868637669526	-1.200943770839	0.229773013701998
ENSG00000088179.7	-0.129945054102081	0.878143679988004	0.129198717515332	-1.00577665630977	0.314523018897463	age	0.0153520156749418	1.01547046322757	0.00835028447057435	1.83850211678907	0.0659884502258684	gender	-0.202442720517257	0.816733263317172	0.163735663095111	-1.23639967427049	0.216310037147025
ENSG00000070081.14	0.0111531525299983	1.01121558081052	0.0165955653388421	0.672056197079003	0.501547920847	age	0.0152245010416915	1.01534098413929	0.00839176005223951	1.8142202525951	0.0696438233614269	gender	-0.199476125374557	0.819159777712337	0.163688456338651	-1.21863282137542	0.222983585916321
