gene frequency 
ENSG00000151553.13 2
ENSG00000151532.12 2
ENSG00000151445.14 2
ENSG00000151422.11 2
ENSG00000151414.13 2
ENSG00000151332.17 2
ENSG00000151233.9 2
ENSG00000150867.12 2
ENSG00000150760.11 2
ENSG00000150455.12 2
ENSG00000150433.8 2
ENSG00000149679.10 2
ENSG00000149639.13 2
ENSG00000149346.13 2
ENSG00000149328.13 2
ENSG00000149313.9 2
ENSG00000149308.15 2
ENSG00000149292.15 2
ENSG00000149091.14 2
ENSG00000149089.11 2
ENSG00000148925.9 2
ENSG00000148835.10 2
ENSG00000148444.14 2
ENSG00000148337.18 2
ENSG00000148225.14 2
ENSG00000148143.11 2
ENSG00000148110.14 2
ENSG00000148057.14 2
ENSG00000147874.9 2
ENSG00000147862.13 2
ENSG00000147601.12 2
ENSG00000147202.16 2
ENSG00000147144.11 2
ENSG00000147133.14 2
ENSG00000147124.11 2
ENSG00000147044.19 2
ENSG00000146963.16 2
ENSG00000146859.6 2
ENSG00000146842.15 2
ENSG00000146776.13 2
ENSG00000146757.12 2
ENSG00000146676.6 2
ENSG00000146281.5 2
ENSG00000146094.12 2
ENSG00000145945.5 2
ENSG00000145916.17 2
ENSG00000145819.14 2
ENSG00000145817.15 2
ENSG00000145740.17 2
ENSG00000145725.18 2
ENSG00000145675.13 2
ENSG00000145604.14 2
ENSG00000145569.5 2
ENSG00000145375.7 2
ENSG00000145332.12 2
ENSG00000145246.12 2
ENSG00000145241.9 2
ENSG00000145041.14 2
ENSG00000145020.13 2
ENSG00000144959.8 2
ENSG00000144843.10 2
ENSG00000144580.12 2
ENSG00000144535.18 2
ENSG00000144524.16 2
ENSG00000144357.15 2
ENSG00000144283.20 2
ENSG00000144233.8 2
ENSG00000143995.18 2
ENSG00000143970.15 2
ENSG00000143889.14 2
ENSG00000143702.14 2
ENSG00000143622.9 2
ENSG00000143614.7 2
ENSG00000143515.15 2
ENSG00000143486.14 2
ENSG00000143479.14 2
ENSG00000143458.10 2
ENSG00000143457.9 2
ENSG00000143442.20 2
ENSG00000143379.11 2
ENSG00000143373.16 2
ENSG00000143190.20 2
ENSG00000142875.18 2
ENSG00000142856.15 2
ENSG00000142686.7 2
ENSG00000142512.13 2
ENSG00000142396.9 2
ENSG00000141867.16 2
ENSG00000141699.9 2
ENSG00000141664.8 2
ENSG00000141646.12 2
ENSG00000141644.16 2
ENSG00000141576.13 2
ENSG00000141570.9 2
ENSG00000141569.9 2
ENSG00000141556.19 2
ENSG00000141452.8 2
ENSG00000141446.9 2
ENSG00000141425.16 2
ENSG00000141385.8 2
ENSG00000141376.19 2
ENSG00000141298.16 2
ENSG00000141252.18 2
ENSG00000141040.13 2
ENSG00000141034.8 2
ENSG00000141026.5 2
ENSG00000140992.17 2
ENSG00000140859.14 2
ENSG00000140836.13 2
ENSG00000140563.13 2
ENSG00000140525.16 2
ENSG00000140455.15 2
ENSG00000140396.11 2
ENSG00000140386.11 2
ENSG00000140382.13 2
ENSG00000140326.11 2
ENSG00000140265.11 2
ENSG00000140044.11 2
ENSG00000139977.12 2
ENSG00000139974.14 2
ENSG00000139926.14 2
ENSG00000139746.14 2
ENSG00000139718.9 2
ENSG00000139645.9 2
ENSG00000139517.7 2
ENSG00000139496.14 2
ENSG00000139437.16 2
ENSG00000139436.19 2
ENSG00000139372.13 2
ENSG00000139350.10 2
ENSG00000139218.16 2
ENSG00000139163.14 2
ENSG00000139131.11 2
ENSG00000139116.16 2
ENSG00000138780.13 2
ENSG00000138777.18 2
ENSG00000138764.12 2
ENSG00000138750.13 2
ENSG00000138639.16 2
ENSG00000138617.13 2
ENSG00000138463.8 2
ENSG00000138443.14 2
ENSG00000138442.8 2
ENSG00000138399.16 2
ENSG00000138246.14 2
ENSG00000138185.15 2
ENSG00000138182.13 2
ENSG00000138172.9 2
ENSG00000138101.17 2
ENSG00000138092.9 2
ENSG00000138050.13 2
ENSG00000138018.16 2
ENSG00000138002.13 2
ENSG00000137942.15 2
ENSG00000137936.15 2
ENSG00000137871.18 2
ENSG00000137842.5 2
ENSG00000137831.13 2
ENSG00000137822.11 2
ENSG00000137817.15 2
ENSG00000137815.13 2
ENSG00000137812.18 2
ENSG00000137776.15 2
ENSG00000137767.12 2
ENSG00000137601.14 2
ENSG00000137337.13 2
ENSG00000137221.13 2
ENSG00000137185.10 2
ENSG00000137171.13 2
ENSG00000137040.9 2
ENSG00000136982.5 2
ENSG00000136932.12 2
ENSG00000136925.13 2
ENSG00000136891.12 2
ENSG00000136875.11 2
ENSG00000136874.9 2
ENSG00000136870.9 2
ENSG00000136840.17 2
ENSG00000136824.17 2
ENSG00000136819.13 2
ENSG00000136816.14 2
ENSG00000136783.9 2
ENSG00000136710.8 2
ENSG00000136699.18 2
ENSG00000136643.10 2
ENSG00000136451.7 2
ENSG00000136169.15 2
ENSG00000136144.10 2
ENSG00000136141.13 2
ENSG00000136111.11 2
ENSG00000136104.17 2
ENSG00000136100.11 2
ENSG00000136048.12 2
ENSG00000136040.7 2
ENSG00000135999.10 2
ENSG00000135953.9 2
ENSG00000135945.8 2
ENSG00000135823.12 2
ENSG00000135776.4 2
ENSG00000135749.17 2
ENSG00000135503.11 2
ENSG00000135476.10 2
ENSG00000135451.11 2
ENSG00000135365.14 2
ENSG00000135362.12 2
ENSG00000135297.14 2
ENSG00000135108.13 2
ENSG00000135049.14 2
ENSG00000135045.6 2
ENSG00000134897.12 2
ENSG00000134851.11 2
ENSG00000134748.12 2
ENSG00000134744.12 2
ENSG00000134490.12 2
ENSG00000134444.12 2
ENSG00000134369.14 2
ENSG00000134283.16 2
ENSG00000134265.11 2
ENSG00000134262.11 2
ENSG00000134186.10 2
ENSG00000134030.12 2
ENSG00000134001.11 2
ENSG00000133997.10 2
ENSG00000133943.19 2
ENSG00000133818.11 2
ENSG00000133731.8 2
ENSG00000133121.19 2
ENSG00000133119.11 2
ENSG00000133111.3 2
ENSG00000133065.9 2
ENSG00000133059.15 2
ENSG00000132953.15 2
ENSG00000132846.5 2
ENSG00000132842.12 2
ENSG00000132792.17 2
ENSG00000132694.17 2
ENSG00000132549.17 2
ENSG00000132405.17 2
ENSG00000132376.18 2
ENSG00000132357.12 2
ENSG00000132313.13 2
ENSG00000132128.15 2
ENSG00000131979.17 2
ENSG00000131899.9 2
ENSG00000131849.10 2
ENSG00000131845.13 2
ENSG00000131732.10 2
ENSG00000131437.14 2
ENSG00000131370.14 2
ENSG00000131351.13 2
ENSG00000131323.13 2
ENSG00000131242.14 2
ENSG00000131127.12 2
ENSG00000131043.10 2
ENSG00000130921.6 2
ENSG00000130749.8 2
ENSG00000130734.8 2
ENSG00000130714.14 2
ENSG00000130695.12 2
ENSG00000130584.9 2
ENSG00000130449.5 2
ENSG00000130363.10 2
ENSG00000130338.11 2
ENSG00000130311.9 2
ENSG00000130119.14 2
ENSG00000129696.11 2
ENSG00000129691.14 2
ENSG00000129675.14 2
ENSG00000129484.12 2
ENSG00000129355.6 2
ENSG00000129315.8 2
ENSG00000128944.12 2
ENSG00000128928.7 2
ENSG00000128915.10 2
ENSG00000128881.15 2
ENSG00000128731.14 2
ENSG00000128191.12 2
ENSG00000128000.14 2
ENSG00000127993.13 2
ENSG00000127989.12 2
ENSG00000127946.15 2
ENSG00000127922.8 2
ENSG00000127838.12 2
ENSG00000127445.12 2
ENSG00000126860.10 2
ENSG00000126858.15 2
ENSG00000126822.14 2
ENSG00000126814.6 2
ENSG00000126777.16 2
ENSG00000126775.8 2
ENSG00000126773.11 2
ENSG00000126749.13 2
ENSG00000126746.16 2
ENSG00000126351.11 2
ENSG00000126091.18 2
ENSG00000126003.6 2
ENSG00000125962.13 2
ENSG00000125944.17 2
ENSG00000125898.11 2
ENSG00000125871.12 2
ENSG00000125863.16 2
ENSG00000125846.14 2
ENSG00000125834.11 2
ENSG00000125741.4 2
ENSG00000125676.18 2
ENSG00000125484.10 2
ENSG00000125375.13 2
ENSG00000125247.14 2
ENSG00000125149.10 2
ENSG00000125122.13 2
ENSG00000124641.13 2
ENSG00000124574.13 2
ENSG00000124508.15 2
ENSG00000124459.10 2
ENSG00000124217.4 2
ENSG00000124201.13 2
ENSG00000124171.7 2
ENSG00000124164.14 2
ENSG00000123700.4 2
ENSG00000123684.11 2
ENSG00000123607.13 2
ENSG00000123485.10 2
ENSG00000123473.14 2
ENSG00000123472.11 2
ENSG00000123200.15 2
ENSG00000123130.15 2
ENSG00000123066.6 2
ENSG00000122783.15 2
ENSG00000122696.11 2
ENSG00000122692.8 2
ENSG00000122674.10 2
ENSG00000122643.17 2
ENSG00000122482.19 2
ENSG00000122376.10 2
ENSG00000122299.10 2
ENSG00000122257.17 2
ENSG00000122035.6 2
ENSG00000122008.14 2
ENSG00000121940.14 2
ENSG00000121892.13 2
ENSG00000121644.17 2
ENSG00000121417.12 2
ENSG00000121390.16 2
ENSG00000121210.14 2
ENSG00000120948.14 2
ENSG00000120910.13 2
ENSG00000120832.8 2
ENSG00000120709.9 2
ENSG00000120696.8 2
ENSG00000120616.14 2
ENSG00000120539.13 2
ENSG00000120327.6 2
ENSG00000120314.17 2
ENSG00000120278.13 2
ENSG00000120253.12 2
ENSG00000120162.9 2
ENSG00000120008.14 2
ENSG00000119977.19 2
ENSG00000119929.11 2
ENSG00000119912.14 2
ENSG00000119906.10 2
ENSG00000119772.15 2
ENSG00000119707.12 2
ENSG00000119688.19 2
ENSG00000119685.18 2
ENSG00000119684.14 2
ENSG00000119682.15 2
ENSG00000119640.7 2
ENSG00000119596.16 2
ENSG00000119509.11 2
ENSG00000119487.15 2
ENSG00000119397.15 2
ENSG00000119392.13 2
ENSG00000119328.10 2
ENSG00000119321.7 2
ENSG00000119004.13 2
ENSG00000118961.13 2
ENSG00000118620.11 2
ENSG00000118482.10 2
ENSG00000118454.11 2
ENSG00000118193.10 2
ENSG00000118162.12 2
ENSG00000117724.11 2
ENSG00000117682.15 2
ENSG00000117650.11 2
ENSG00000117505.11 2
ENSG00000117479.11 2
ENSG00000117155.15 2
ENSG00000117139.15 2
ENSG00000117036.10 2
ENSG00000117000.8 2
ENSG00000116977.17 2
ENSG00000116922.13 2
ENSG00000116747.11 2
ENSG00000116731.21 2
ENSG00000116704.7 2
ENSG00000116580.17 2
ENSG00000116406.17 2
ENSG00000116199.10 2
ENSG00000116128.8 2
ENSG00000116127.16 2
ENSG00000116017.9 2
ENSG00000115993.10 2
ENSG00000115840.12 2
ENSG00000115657.11 2
ENSG00000115652.13 2
ENSG00000115568.14 2
ENSG00000115561.13 2
ENSG00000115548.15 2
ENSG00000115526.9 2
ENSG00000115446.10 2
ENSG00000115425.12 2
ENSG00000115361.6 2
ENSG00000115317.10 2
ENSG00000115271.9 2
ENSG00000115207.12 2
ENSG00000114857.16 2
ENSG00000114805.15 2
ENSG00000114541.13 2
ENSG00000114473.12 2
ENSG00000114439.17 2
ENSG00000114423.17 2
ENSG00000114209.13 2
ENSG00000114062.16 2
ENSG00000114030.11 2
ENSG00000113761.10 2
ENSG00000113742.11 2
ENSG00000113716.11 2
ENSG00000113658.15 2
ENSG00000113648.15 2
ENSG00000113593.10 2
ENSG00000113569.14 2
ENSG00000113558.17 2
ENSG00000113522.12 2
ENSG00000113318.9 2
ENSG00000113300.10 2
ENSG00000113273.14 2
ENSG00000113194.11 2
ENSG00000113048.15 2
ENSG00000112996.8 2
ENSG00000112981.4 2
ENSG00000112893.8 2
ENSG00000112877.7 2
ENSG00000112874.8 2
ENSG00000112763.14 2
ENSG00000112739.15 2
ENSG00000112584.12 2
ENSG00000112343.10 2
ENSG00000112305.13 2
ENSG00000112290.11 2
ENSG00000112039.3 2
ENSG00000112031.14 2
ENSG00000112029.8 2
ENSG00000111906.16 2
ENSG00000111880.14 2
ENSG00000111875.7 2
ENSG00000111832.11 2
ENSG00000111796.3 2
ENSG00000111785.17 2
ENSG00000111731.11 2
ENSG00000111729.11 2
ENSG00000111671.8 2
ENSG00000111670.13 2
ENSG00000111602.10 2
ENSG00000111581.8 2
ENSG00000111450.12 2
ENSG00000111445.12 2
ENSG00000111358.12 2
ENSG00000111261.12 2
ENSG00000111224.12 2
ENSG00000110987.7 2
ENSG00000110925.5 2
ENSG00000110848.7 2
ENSG00000110801.12 2
ENSG00000110756.16 2
ENSG00000110442.10 2
ENSG00000110344.8 2
ENSG00000110171.17 2
ENSG00000110066.13 2
ENSG00000109911.16 2
ENSG00000109756.7 2
ENSG00000109685.16 2
ENSG00000109674.3 2
ENSG00000109618.10 2
ENSG00000109576.12 2
ENSG00000109270.11 2
ENSG00000109184.13 2
ENSG00000109118.12 2
ENSG00000109111.13 2
ENSG00000109083.12 2
ENSG00000108799.11 2
ENSG00000108599.13 2
ENSG00000108587.13 2
ENSG00000108506.10 2
ENSG00000108423.13 2
ENSG00000108312.13 2
ENSG00000108010.10 2
ENSG00000107959.14 2
ENSG00000107819.12 2
ENSG00000107771.14 2
ENSG00000107669.16 2
ENSG00000107566.12 2
ENSG00000107362.12 2
ENSG00000107290.12 2
ENSG00000107262.15 2
ENSG00000107186.15 2
ENSG00000107164.15 2
ENSG00000107104.17 2
ENSG00000107036.10 2
ENSG00000107021.14 2
ENSG00000106780.8 2
ENSG00000106733.19 2
ENSG00000106617.12 2
ENSG00000106479.9 2
ENSG00000106459.13 2
ENSG00000106443.13 2
ENSG00000106344.7 2
ENSG00000106144.18 2
ENSG00000106069.19 2
ENSG00000105939.11 2
ENSG00000105879.10 2
ENSG00000105738.9 2
ENSG00000105726.15 2
ENSG00000105499.12 2
ENSG00000105379.8 2
ENSG00000105245.8 2
ENSG00000105229.5 2
ENSG00000105186.13 2
ENSG00000105127.7 2
ENSG00000105085.9 2
ENSG00000104835.13 2
ENSG00000104490.16 2
ENSG00000104381.11 2
ENSG00000104356.9 2
ENSG00000104219.11 2
ENSG00000104177.16 2
ENSG00000103365.14 2
ENSG00000103353.14 2
ENSG00000103319.10 2
ENSG00000103199.12 2
ENSG00000103196.10 2
ENSG00000103121.7 2
ENSG00000103111.13 2
ENSG00000103066.11 2
ENSG00000103018.15 2
ENSG00000102901.11 2
ENSG00000102900.11 2
ENSG00000102893.14 2
ENSG00000102796.9 2
ENSG00000102781.12 2
ENSG00000102606.16 2
ENSG00000102384.12 2
ENSG00000102302.7 2
ENSG00000102225.14 2
ENSG00000101974.13 2
ENSG00000101752.10 2
ENSG00000101751.9 2
ENSG00000101745.14 2
ENSG00000101654.16 2
ENSG00000101558.12 2
ENSG00000101407.11 2
ENSG00000101391.19 2
ENSG00000101246.18 2
ENSG00000101236.15 2
ENSG00000101216.9 2
ENSG00000101191.15 2
ENSG00000101189.6 2
ENSG00000101138.10 2
ENSG00000101096.18 2
ENSG00000101004.13 2
ENSG00000100949.13 2
ENSG00000100865.13 2
ENSG00000100811.9 2
ENSG00000100749.6 2
ENSG00000100697.13 2
ENSG00000100596.5 2
ENSG00000100580.7 2
ENSG00000100554.10 2
ENSG00000100532.10 2
ENSG00000100523.13 2
ENSG00000100461.16 2
ENSG00000100425.17 2
ENSG00000100393.9 2
ENSG00000100379.16 2
ENSG00000100376.10 2
ENSG00000100372.13 2
ENSG00000100225.16 2
ENSG00000100150.15 2
ENSG00000100109.15 2
ENSG00000100106.18 2
ENSG00000100105.16 2
ENSG00000100058.11 2
ENSG00000100014.18 2
ENSG00000099999.13 2
ENSG00000099991.15 2
ENSG00000099968.16 2
ENSG00000099910.15 2
ENSG00000099377.12 2
ENSG00000099337.4 2
ENSG00000099331.12 2
ENSG00000097033.13 2
ENSG00000095787.20 2
ENSG00000095564.12 2
ENSG00000095539.14 2
ENSG00000095370.18 2
ENSG00000095209.10 2
ENSG00000095015.5 2
ENSG00000094916.12 2
ENSG00000094914.11 2
ENSG00000092201.8 2
ENSG00000091073.18 2
ENSG00000091039.15 2
ENSG00000091009.7 2
ENSG00000090989.16 2
ENSG00000090857.12 2
ENSG00000090615.11 2
ENSG00000090316.14 2
ENSG00000090097.19 2
ENSG00000090061.16 2
ENSG00000090020.9 2
ENSG00000089916.16 2
ENSG00000089902.9 2
ENSG00000089177.16 2
ENSG00000089094.15 2
ENSG00000089048.13 2
ENSG00000088812.16 2
ENSG00000088808.15 2
ENSG00000088727.11 2
ENSG00000088038.16 2
ENSG00000088035.14 2
ENSG00000087338.4 2
ENSG00000087111.19 2
ENSG00000087095.11 2
ENSG00000087053.17 2
ENSG00000086730.15 2
ENSG00000086589.10 2
ENSG00000086200.15 2
ENSG00000086102.17 2
ENSG00000085999.10 2
ENSG00000085788.12 2
ENSG00000085276.16 2
ENSG00000085224.19 2
ENSG00000084112.13 2
ENSG00000084092.6 2
ENSG00000083642.17 2
ENSG00000083635.7 2
ENSG00000083097.13 2
ENSG00000082438.14 2
ENSG00000082269.15 2
ENSG00000082258.11 2
ENSG00000082212.10 2
ENSG00000081913.12 2
ENSG00000081760.15 2
ENSG00000081307.11 2
ENSG00000081177.17 2
ENSG00000081026.17 2
ENSG00000081019.12 2
ENSG00000081014.9 2
ENSG00000080986.11 2
ENSG00000080839.10 2
ENSG00000080815.17 2
ENSG00000080603.15 2
ENSG00000080546.12 2
ENSG00000079950.12 2
ENSG00000079819.15 2
ENSG00000079277.18 2
ENSG00000079134.10 2
ENSG00000078177.12 2
ENSG00000078043.14 2
ENSG00000077254.13 2
ENSG00000077157.19 2
ENSG00000077063.9 2
ENSG00000076382.15 2
ENSG00000076356.6 2
ENSG00000075336.10 2
ENSG00000075303.11 2
ENSG00000075292.17 2
ENSG00000075218.17 2
ENSG00000075131.8 2
ENSG00000074603.17 2
ENSG00000074054.16 2
ENSG00000073969.17 2
ENSG00000072803.16 2
ENSG00000072364.11 2
ENSG00000072062.12 2
ENSG00000071626.15 2
ENSG00000071243.14 2
ENSG00000071242.10 2
ENSG00000070778.11 2
ENSG00000070759.15 2
ENSG00000070718.10 2
ENSG00000070367.14 2
ENSG00000070269.12 2
ENSG00000070010.17 2
ENSG00000068885.13 2
ENSG00000068784.11 2
ENSG00000067992.11 2
ENSG00000067900.6 2
ENSG00000067836.11 2
ENSG00000067369.12 2
ENSG00000066933.14 2
ENSG00000066926.9 2
ENSG00000066777.7 2
ENSG00000066739.10 2
ENSG00000066651.16 2
ENSG00000066185.11 2
ENSG00000066136.18 2
ENSG00000066135.11 2
ENSG00000066044.12 2
ENSG00000065970.7 2
ENSG00000065328.15 2
ENSG00000065243.17 2
ENSG00000065060.15 2
ENSG00000064933.15 2
ENSG00000064703.10 2
ENSG00000064652.9 2
ENSG00000064651.12 2
ENSG00000064199.5 2
ENSG00000063978.14 2
ENSG00000063761.14 2
ENSG00000063601.15 2
ENSG00000061987.13 2
ENSG00000061936.8 2
ENSG00000060339.12 2
ENSG00000058729.9 2
ENSG00000058063.14 2
ENSG00000054267.19 2
ENSG00000051620.9 2
ENSG00000050748.16 2
ENSG00000050130.16 2
ENSG00000049618.20 2
ENSG00000049167.12 2
ENSG00000048342.14 2
ENSG00000048140.16 2
ENSG00000047648.20 2
ENSG00000047644.16 2
ENSG00000047621.10 2
ENSG00000047188.14 2
ENSG00000043355.9 2
ENSG00000042088.12 2
ENSG00000041988.14 2
ENSG00000041802.9 2
ENSG00000040933.14 2
ENSG00000040341.16 2
ENSG00000038219.11 2
ENSG00000038210.12 2
ENSG00000035928.13 2
ENSG00000035681.6 2
ENSG00000034533.10 2
ENSG00000032389.11 2
ENSG00000032219.17 2
ENSG00000031823.13 2
ENSG00000031081.9 2
ENSG00000029725.15 2
ENSG00000028310.16 2
ENSG00000028116.15 2
ENSG00000026652.12 2
ENSG00000025796.12 2
ENSG00000025293.14 2
ENSG00000025156.11 2
ENSG00000024048.9 2
ENSG00000021776.9 2
ENSG00000021574.10 2
ENSG00000018699.10 2
ENSG00000013561.16 2
ENSG00000013523.8 2
ENSG00000012963.12 2
ENSG00000012061.14 2
ENSG00000011523.12 2
ENSG00000011485.13 2
ENSG00000011405.12 2
ENSG00000011295.14 2
ENSG00000011258.14 2
ENSG00000011114.13 2
ENSG00000010319.5 2
ENSG00000009413.14 2
ENSG00000008853.15 2
ENSG00000008083.12 2
ENSG00000007384.14 2
ENSG00000006757.10 2
ENSG00000006695.9 2
ENSG00000006576.15 2
ENSG00000006534.14 2
ENSG00000006530.14 2
ENSG00000005700.13 2
ENSG00000005175.8 2
ENSG00000004975.10 2
ENSG00000004866.17 2
ENSG00000004139.12 2
ENSG00000003393.13 2
ENSG00000003249.12 2
ENSG00000003096.12 2
ENSG00000001631.13 2
ENSG00000281912.1 1
ENSG00000281896.1 1
ENSG00000281584.1 1
ENSG00000281555.1 1
ENSG00000281490.1 1
ENSG00000281404.1 1
ENSG00000281332.1 1
ENSG00000280916.1 1
ENSG00000280816.1 1
ENSG00000280746.1 1
ENSG00000280649.1 1
ENSG00000280550.1 1
ENSG00000280527.1 1
ENSG00000280339.1 1
ENSG00000280332.1 1
ENSG00000280306.1 1
ENSG00000280254.1 1
ENSG00000280128.1 1
ENSG00000280088.1 1
ENSG00000280071.2 1
ENSG00000279970.1 1
ENSG00000279812.1 1
ENSG00000279673.1 1
ENSG00000279672.1 1
ENSG00000279528.1 1
ENSG00000279457.2 1
ENSG00000279382.1 1
ENSG00000279259.1 1
ENSG00000279207.1 1
ENSG00000279117.1 1
ENSG00000279041.1 1
ENSG00000278978.1 1
ENSG00000278922.1 1
ENSG00000278864.1 1
ENSG00000278834.1 1
ENSG00000278820.1 1
ENSG00000278768.1 1
ENSG00000278765.1 1
ENSG00000278730.1 1
ENSG00000278611.1 1
ENSG00000278376.1 1
ENSG00000278311.3 1
ENSG00000278259.3 1
ENSG00000278107.1 1
ENSG00000278035.1 1
ENSG00000277476.1 1
ENSG00000277363.3 1
ENSG00000277310.1 1
ENSG00000277147.3 1
ENSG00000276846.1 1
ENSG00000276698.1 1
ENSG00000276529.1 1
ENSG00000276381.1 1
ENSG00000276293.3 1
ENSG00000275964.1 1
ENSG00000275835.3 1
ENSG00000275645.1 1
ENSG00000275580.1 1
ENSG00000275494.1 1
ENSG00000275479.1 1
ENSG00000275342.3 1
ENSG00000275111.3 1
ENSG00000275074.1 1
ENSG00000275025.1 1
ENSG00000274828.1 1
ENSG00000274471.1 1
ENSG00000274213.1 1
ENSG00000274211.3 1
ENSG00000274070.1 1
ENSG00000274029.1 1
ENSG00000274020.1 1
ENSG00000273893.1 1
ENSG00000273837.1 1
ENSG00000273796.1 1
ENSG00000273680.1 1
ENSG00000273619.1 1
ENSG00000273611.3 1
ENSG00000273559.3 1
ENSG00000273492.4 1
ENSG00000273437.1 1
ENSG00000273373.1 1
ENSG00000273366.1 1
ENSG00000273344.1 1
ENSG00000273257.1 1
ENSG00000273226.1 1
ENSG00000273142.1 1
ENSG00000273058.2 1
ENSG00000273055.1 1
ENSG00000273033.2 1
ENSG00000273027.1 1
ENSG00000273015.2 1
ENSG00000273014.1 1
ENSG00000273001.1 1
ENSG00000272990.1 1
ENSG00000272986.1 1
ENSG00000272927.1 1
ENSG00000272894.4 1
ENSG00000272888.4 1
ENSG00000272849.1 1
ENSG00000272779.1 1
ENSG00000272734.1 1
ENSG00000272660.1 1
ENSG00000272644.1 1
ENSG00000272619.1 1
ENSG00000272602.4 1
ENSG00000272523.1 1
ENSG00000272518.1 1
ENSG00000272462.2 1
ENSG00000272440.1 1
ENSG00000272430.1 1
ENSG00000272402.1 1
ENSG00000272391.4 1
ENSG00000272369.1 1
ENSG00000272368.2 1
ENSG00000272341.1 1
ENSG00000272325.1 1
ENSG00000272323.1 1
ENSG00000272308.1 1
ENSG00000272288.4 1
ENSG00000272221.1 1
ENSG00000272172.1 1
ENSG00000272143.1 1
ENSG00000272106.1 1
ENSG00000272086.1 1
ENSG00000272077.1 1
ENSG00000272031.2 1
ENSG00000272027.2 1
ENSG00000272024.1 1
ENSG00000272010.1 1
ENSG00000271976.1 1
ENSG00000271971.1 1
ENSG00000271870.1 1
ENSG00000271869.1 1
ENSG00000271780.1 1
ENSG00000271643.1 1
ENSG00000271601.3 1
ENSG00000271533.1 1
ENSG00000271452.1 1
ENSG00000271430.1 1
ENSG00000271420.1 1
ENSG00000271344.1 1
ENSG00000271335.4 1
ENSG00000271133.4 1
ENSG00000270964.1 1
ENSG00000270959.1 1
ENSG00000270804.1 1
ENSG00000270728.1 1
ENSG00000270587.1 1
ENSG00000270362.1 1
ENSG00000270231.3 1
ENSG00000270223.1 1
ENSG00000270194.1 1
ENSG00000270179.1 1
ENSG00000270091.1 1
ENSG00000270084.1 1
ENSG00000270055.1 1
ENSG00000270015.1 1
ENSG00000270010.1 1
ENSG00000270006.2 1
ENSG00000269994.1 1
ENSG00000269985.1 1
ENSG00000269947.1 1
ENSG00000269940.1 1
ENSG00000269910.1 1
ENSG00000269899.1 1
ENSG00000269896.2 1
ENSG00000269867.1 1
ENSG00000269713.6 1
ENSG00000269707.1 1
ENSG00000269640.4 1
ENSG00000269556.6 1
ENSG00000269386.4 1
ENSG00000269352.1 1
ENSG00000269335.4 1
ENSG00000269293.2 1
ENSG00000269194.1 1
ENSG00000269176.2 1
ENSG00000269131.1 1
ENSG00000269028.3 1
ENSG00000268568.1 1
ENSG00000268555.1 1
ENSG00000268412.2 1
ENSG00000268357.1 1
ENSG00000268230.4 1
ENSG00000268225.1 1
ENSG00000268205.1 1
ENSG00000268043.6 1
ENSG00000267855.4 1
ENSG00000267796.6 1
ENSG00000267595.1 1
ENSG00000267565.1 1
ENSG00000267534.2 1
ENSG00000267475.1 1
ENSG00000267422.1 1
ENSG00000267419.1 1
ENSG00000267372.2 1
ENSG00000267254.4 1
ENSG00000267249.1 1
ENSG00000267221.1 1
ENSG00000267194.1 1
ENSG00000267128.1 1
ENSG00000267049.1 1
ENSG00000267045.1 1
ENSG00000267002.1 1
ENSG00000266931.1 1
ENSG00000266904.4 1
ENSG00000266865.5 1
ENSG00000266469.1 1
ENSG00000266392.1 1
ENSG00000266173.4 1
ENSG00000266053.2 1
ENSG00000266036.1 1
ENSG00000265808.3 1
ENSG00000265688.1 1
ENSG00000265458.1 1
ENSG00000265452.1 1
ENSG00000265415.1 1
ENSG00000264577.1 1
ENSG00000264575.1 1
ENSG00000264538.5 1
ENSG00000264350.1 1
ENSG00000264278.1 1
ENSG00000264219.1 1
ENSG00000264049.1 1
ENSG00000263956.4 1
ENSG00000263597.1 1
ENSG00000263563.4 1
ENSG00000263528.6 1
ENSG00000263470.1 1
ENSG00000263465.3 1
ENSG00000263422.1 1
ENSG00000263400.5 1
ENSG00000263345.1 1
ENSG00000263335.1 1
ENSG00000263272.1 1
ENSG00000263142.4 1
ENSG00000263011.1 1
ENSG00000263004.1 1
ENSG00000262919.6 1
ENSG00000262890.1 1
ENSG00000262879.4 1
ENSG00000262766.1 1
ENSG00000262692.1 1
ENSG00000262558.1 1
ENSG00000262454.1 1
ENSG00000262294.1 1
ENSG00000262246.4 1
ENSG00000262227.1 1
ENSG00000262165.1 1
ENSG00000262050.1 1
ENSG00000261879.4 1
ENSG00000261662.1 1
ENSG00000261643.1 1
ENSG00000261612.1 1
ENSG00000261373.1 1
ENSG00000261305.1 1
ENSG00000261221.3 1
ENSG00000261189.1 1
ENSG00000261188.1 1
ENSG00000261175.4 1
ENSG00000261167.1 1
ENSG00000261087.1 1
ENSG00000260916.4 1
ENSG00000260912.1 1
ENSG00000260884.1 1
ENSG00000260805.2 1
ENSG00000260804.3 1
ENSG00000260793.2 1
ENSG00000260552.1 1
ENSG00000260541.1 1
ENSG00000260418.1 1
ENSG00000260317.1 1
ENSG00000260314.2 1
ENSG00000260296.1 1
ENSG00000260285.1 1
ENSG00000260279.2 1
ENSG00000260259.1 1
ENSG00000260257.2 1
ENSG00000260244.1 1
ENSG00000260231.1 1
ENSG00000260219.2 1
ENSG00000260196.1 1
ENSG00000260136.4 1
