gene frequency
ENSG00000184983.8 2
ENSG00000184979.9 2
ENSG00000184922.12 2
ENSG00000184903.8 2
ENSG00000184857.7 2
ENSG00000184677.15 2
ENSG00000184661.12 2
ENSG00000184602.5 2
ENSG00000184508.9 2
ENSG00000184384.12 2
ENSG00000184232.7 2
ENSG00000184209.14 2
ENSG00000184164.13 2
ENSG00000184076.12 2
ENSG00000184056.13 2
ENSG00000183978.7 2
ENSG00000183963.17 2
ENSG00000183853.16 2
ENSG00000183826.15 2
ENSG00000183814.14 2
ENSG00000183735.8 2
ENSG00000183665.5 2
ENSG00000183605.15 2
ENSG00000183431.10 2
ENSG00000183354.10 2
ENSG00000183346.6 2
ENSG00000183340.6 2
ENSG00000183309.10 2
ENSG00000183291.14 2
ENSG00000183255.10 2
ENSG00000183161.4 2
ENSG00000183049.11 2
ENSG00000183020.12 2
ENSG00000182973.17 2
ENSG00000182952.4 2
ENSG00000182903.14 2
ENSG00000182872.14 2
ENSG00000182871.13 2
ENSG00000182853.10 2
ENSG00000182774.9 2
ENSG00000182732.15 2
ENSG00000182700.4 2
ENSG00000182578.12 2
ENSG00000182541.16 2
ENSG00000182484.13 2
ENSG00000182359.13 2
ENSG00000182158.13 2
ENSG00000182118.5 2
ENSG00000182117.5 2
ENSG00000182095.13 2
ENSG00000182013.16 2
ENSG00000181982.16 2
ENSG00000181904.8 2
ENSG00000181830.8 2
ENSG00000181817.5 2
ENSG00000181804.13 2
ENSG00000181754.6 2
ENSG00000181481.12 2
ENSG00000181381.12 2
ENSG00000181350.10 2
ENSG00000181274.6 2
ENSG00000181220.14 2
ENSG00000181004.8 2
ENSG00000180901.9 2
ENSG00000180891.11 2
ENSG00000180667.9 2
ENSG00000180628.13 2
ENSG00000180611.6 2
ENSG00000180543.4 2
ENSG00000180370.9 2
ENSG00000180353.9 2
ENSG00000180104.14 2
ENSG00000179981.9 2
ENSG00000179979.8 2
ENSG00000179912.18 2
ENSG00000179761.10 2
ENSG00000179743.3 2
ENSG00000179715.11 2
ENSG00000179627.9 2
ENSG00000179409.9 2
ENSG00000179364.12 2
ENSG00000179335.17 2
ENSG00000179242.14 2
ENSG00000179222.16 2
ENSG00000179195.14 2
ENSG00000179152.17 2
ENSG00000179151.10 2
ENSG00000179051.12 2
ENSG00000179044.14 2
ENSG00000179010.13 2
ENSG00000178982.8 2
ENSG00000178977.3 2
ENSG00000178974.8 2
ENSG00000178921.12 2
ENSG00000178802.16 2
ENSG00000178761.13 2
ENSG00000178718.6 2
ENSG00000178694.8 2
ENSG00000178537.8 2
ENSG00000178381.10 2
ENSG00000178307.8 2
ENSG00000178229.7 2
ENSG00000178209.13 2
ENSG00000178163.6 2
ENSG00000178127.11 2
ENSG00000177990.10 2
ENSG00000177853.13 2
ENSG00000177733.6 2
ENSG00000177732.7 2
ENSG00000177700.5 2
ENSG00000177628.14 2
ENSG00000177565.14 2
ENSG00000177485.6 2
ENSG00000177337.6 2
ENSG00000177105.9 2
ENSG00000177042.13 2
ENSG00000176994.10 2
ENSG00000176915.13 2
ENSG00000176890.14 2
ENSG00000176845.11 2
ENSG00000176783.13 2
ENSG00000176624.10 2
ENSG00000176422.12 2
ENSG00000176387.6 2
ENSG00000176209.10 2
ENSG00000176182.5 2
ENSG00000176095.10 2
ENSG00000176058.10 2
ENSG00000176046.8 2
ENSG00000175931.11 2
ENSG00000175928.5 2
ENSG00000175893.10 2
ENSG00000175793.11 2
ENSG00000175701.9 2
ENSG00000175662.16 2
ENSG00000175606.9 2
ENSG00000175470.17 2
ENSG00000175455.13 2
ENSG00000175395.14 2
ENSG00000175283.7 2
ENSG00000175279.20 2
ENSG00000175274.17 2
ENSG00000175220.10 2
ENSG00000175215.8 2
ENSG00000175087.8 2
ENSG00000175048.15 2
ENSG00000175029.15 2
ENSG00000174989.11 2
ENSG00000174851.13 2
ENSG00000174839.11 2
ENSG00000174744.12 2
ENSG00000174738.11 2
ENSG00000174721.9 2
ENSG00000174705.10 2
ENSG00000174579.3 2
ENSG00000174282.10 2
ENSG00000174233.10 2
ENSG00000174231.15 2
ENSG00000174197.15 2
ENSG00000174013.7 2
ENSG00000174004.5 2
ENSG00000173846.11 2
ENSG00000173660.10 2
ENSG00000173653.6 2
ENSG00000173638.17 2
ENSG00000173614.12 2
ENSG00000173542.7 2
ENSG00000173540.11 2
ENSG00000173456.4 2
ENSG00000173451.5 2
ENSG00000173409.12 2
ENSG00000173334.3 2
ENSG00000173320.8 2
ENSG00000173264.12 2
ENSG00000173218.13 2
ENSG00000173210.18 2
ENSG00000173193.12 2
ENSG00000173120.13 2
ENSG00000173113.5 2
ENSG00000173011.11 2
ENSG00000172936.11 2
ENSG00000172819.15 2
ENSG00000172795.14 2
ENSG00000172765.15 2
ENSG00000172590.17 2
ENSG00000172586.7 2
ENSG00000172534.12 2
ENSG00000172531.13 2
ENSG00000172466.14 2
ENSG00000172432.17 2
ENSG00000172428.9 2
ENSG00000172409.5 2
ENSG00000172269.15 2
ENSG00000172216.5 2
ENSG00000172183.13 2
ENSG00000172172.6 2
ENSG00000172171.9 2
ENSG00000172059.9 2
ENSG00000172057.8 2
ENSG00000171940.12 2
ENSG00000171858.16 2
ENSG00000171729.12 2
ENSG00000171649.10 2
ENSG00000171634.15 2
ENSG00000171566.10 2
ENSG00000171497.4 2
ENSG00000171475.12 2
ENSG00000171467.14 2
ENSG00000171448.8 2
ENSG00000171408.12 2
ENSG00000171208.8 2
ENSG00000171202.5 2
ENSG00000171169.8 2
ENSG00000171155.7 2
ENSG00000171135.12 2
ENSG00000170906.14 2
ENSG00000170889.12 2
ENSG00000170871.10 2
ENSG00000170759.10 2
ENSG00000170629.13 2
ENSG00000170558.7 2
ENSG00000170469.9 2
ENSG00000170456.13 2
ENSG00000170325.13 2
ENSG00000170322.13 2
ENSG00000170315.12 2
ENSG00000170310.13 2
ENSG00000170248.12 2
ENSG00000170144.17 2
ENSG00000170113.14 2
ENSG00000170089.14 2
ENSG00000170043.10 2
ENSG00000170027.6 2
ENSG00000170017.11 2
ENSG00000169925.15 2
ENSG00000169908.9 2
ENSG00000169762.15 2
ENSG00000169696.14 2
ENSG00000169689.13 2
ENSG00000169641.12 2
ENSG00000169607.11 2
ENSG00000169570.8 2
ENSG00000169499.13 2
ENSG00000169490.15 2
ENSG00000169442.7 2
ENSG00000169413.2 2
ENSG00000169410.8 2
ENSG00000169398.18 2
ENSG00000169359.12 2
ENSG00000169282.16 2
ENSG00000169242.10 2
ENSG00000169230.8 2
ENSG00000169084.11 2
ENSG00000169045.16 2
ENSG00000169021.5 2
ENSG00000168958.18 2
ENSG00000168944.14 2
ENSG00000168936.9 2
ENSG00000168818.8 2
ENSG00000168806.7 2
ENSG00000168792.4 2
ENSG00000168778.10 2
ENSG00000168701.17 2
ENSG00000168661.13 2
ENSG00000168653.9 2
ENSG00000168615.10 2
ENSG00000168610.13 2
ENSG00000168569.7 2
ENSG00000168502.16 2
ENSG00000168496.3 2
ENSG00000168438.13 2
ENSG00000168385.16 2
ENSG00000168268.9 2
ENSG00000168259.13 2
ENSG00000168234.11 2
ENSG00000168092.12 2
ENSG00000168067.10 2
ENSG00000168028.12 2
ENSG00000168016.12 2
ENSG00000168000.13 2
ENSG00000167981.5 2
ENSG00000167920.7 2
ENSG00000167861.14 2
ENSG00000167767.12 2
ENSG00000167705.10 2
ENSG00000167699.12 2
ENSG00000167695.13 2
ENSG00000167670.14 2
ENSG00000167645.15 2
ENSG00000167644.10 2
ENSG00000167553.13 2
ENSG00000167515.9 2
ENSG00000167508.9 2
ENSG00000167491.16 2
ENSG00000167447.11 2
ENSG00000167397.13 2
ENSG00000167395.10 2
ENSG00000167378.7 2
ENSG00000167363.12 2
ENSG00000167333.11 2
ENSG00000167280.15 2
ENSG00000167264.16 2
ENSG00000167191.10 2
ENSG00000167110.15 2
ENSG00000166965.11 2
ENSG00000166946.12 2
ENSG00000166920.9 2
ENSG00000166912.15 2
ENSG00000166734.17 2
ENSG00000166716.8 2
ENSG00000166578.8 2
ENSG00000166529.13 2
ENSG00000166508.16 2
ENSG00000166503.7 2
ENSG00000166479.8 2
ENSG00000166477.11 2
ENSG00000166454.8 2
ENSG00000166402.7 2
ENSG00000166398.11 2
ENSG00000166348.16 2
ENSG00000166347.17 2
ENSG00000166341.7 2
ENSG00000166340.13 2
ENSG00000166333.12 2
ENSG00000166295.7 2
ENSG00000166275.14 2
ENSG00000166233.11 2
ENSG00000166226.11 2
ENSG00000166199.11 2
ENSG00000166171.11 2
ENSG00000166165.11 2
ENSG00000166135.12 2
ENSG00000166037.9 2
ENSG00000166024.12 2
ENSG00000166002.5 2
ENSG00000165934.11 2
ENSG00000165914.13 2
ENSG00000165895.16 2
ENSG00000165891.14 2
ENSG00000165861.12 2
ENSG00000165819.10 2
ENSG00000165806.18 2
ENSG00000165804.14 2
ENSG00000165801.8 2
ENSG00000165757.8 2
ENSG00000165733.7 2
ENSG00000165699.12 2
ENSG00000165698.14 2
ENSG00000165695.8 2
ENSG00000165675.15 2
ENSG00000165644.9 2
ENSG00000165512.4 2
ENSG00000165507.8 2
ENSG00000165502.6 2
ENSG00000165494.9 2
ENSG00000165490.11 2
ENSG00000165392.8 2
ENSG00000165275.8 2
ENSG00000165269.11 2
ENSG00000165264.9 2
ENSG00000165240.16 2
ENSG00000165168.7 2
ENSG00000165006.12 2
ENSG00000164975.14 2
ENSG00000164951.14 2
ENSG00000164949.6 2
ENSG00000164938.12 2
ENSG00000164855.14 2
ENSG00000164758.6 2
ENSG00000164754.11 2
ENSG00000164741.13 2
ENSG00000164684.12 2
ENSG00000164649.18 2
ENSG00000164647.7 2
ENSG00000164597.12 2
ENSG00000164574.14 2
ENSG00000164548.9 2
ENSG00000164543.5 2
ENSG00000164535.13 2
ENSG00000164494.10 2
ENSG00000164465.17 2
ENSG00000164463.11 2
ENSG00000164323.11 2
ENSG00000164308.15 2
ENSG00000164307.11 2
ENSG00000164306.9 2
ENSG00000164300.14 2
ENSG00000164258.10 2
ENSG00000164244.19 2
ENSG00000164221.11 2
ENSG00000164181.12 2
ENSG00000164176.11 2
ENSG00000164171.9 2
ENSG00000164164.14 2
ENSG00000164125.14 2
ENSG00000164118.11 2
ENSG00000164117.11 2
ENSG00000164091.10 2
ENSG00000164073.8 2
ENSG00000164054.14 2
ENSG00000164048.12 2
ENSG00000164039.13 2
ENSG00000164011.16 2
ENSG00000164002.10 2
ENSG00000163961.4 2
ENSG00000163939.17 2
ENSG00000163848.17 2
ENSG00000163815.5 2
ENSG00000163788.12 2
ENSG00000163785.11 2
ENSG00000163754.16 2
ENSG00000163683.10 2
ENSG00000163608.13 2
ENSG00000163563.7 2
ENSG00000163539.14 2
ENSG00000163535.16 2
ENSG00000163521.14 2
ENSG00000163510.12 2
ENSG00000163507.12 2
ENSG00000163472.17 2
ENSG00000163399.14 2
ENSG00000163359.14 2
ENSG00000163349.20 2
ENSG00000163347.5 2
ENSG00000163320.9 2
ENSG00000163312.9 2
ENSG00000163281.10 2
ENSG00000163251.3 2
ENSG00000163249.8 2
ENSG00000163220.10 2
ENSG00000163191.5 2
ENSG00000163110.13 2
ENSG00000163069.11 2
ENSG00000163026.10 2
ENSG00000162946.19 2
ENSG00000162923.13 2
ENSG00000162889.9 2
ENSG00000162878.11 2
ENSG00000162852.12 2
ENSG00000162840.4 2
ENSG00000162772.15 2
ENSG00000162711.15 2
ENSG00000162704.14 2
ENSG00000162702.7 2
ENSG00000162695.10 2
ENSG00000162623.14 2
ENSG00000162604.11 2
ENSG00000162585.15 2
ENSG00000162511.7 2
ENSG00000162458.11 2
ENSG00000162434.10 2
ENSG00000162378.11 2
ENSG00000162373.11 2
ENSG00000162337.10 2
ENSG00000162244.9 2
ENSG00000162144.8 2
ENSG00000162104.8 2
ENSG00000161921.13 2
ENSG00000161847.12 2
ENSG00000161692.16 2
ENSG00000161542.15 2
ENSG00000161381.12 2
ENSG00000161281.9 2
ENSG00000160949.15 2
ENSG00000160948.12 2
ENSG00000160799.10 2
ENSG00000160796.15 2
ENSG00000160746.11 2
ENSG00000160588.8 2
ENSG00000160439.14 2
ENSG00000160352.14 2
ENSG00000160345.11 2
ENSG00000160310.15 2
ENSG00000160305.16 2
ENSG00000160293.15 2
ENSG00000160256.11 2
ENSG00000160226.14 2
ENSG00000160213.5 2
ENSG00000160211.14 2
ENSG00000160199.13 2
ENSG00000160190.12 2
ENSG00000160051.10 2
ENSG00000160007.16 2
ENSG00000159899.13 2
ENSG00000159692.14 2
ENSG00000159348.11 2
ENSG00000159216.17 2
ENSG00000159202.16 2
ENSG00000159200.16 2
ENSG00000159199.12 2
ENSG00000159110.18 2
ENSG00000159069.12 2
ENSG00000158985.12 2
ENSG00000158792.14 2
ENSG00000158711.12 2
ENSG00000158636.15 2
ENSG00000158526.7 2
ENSG00000158483.14 2
ENSG00000158470.5 2
ENSG00000158352.14 2
ENSG00000158301.17 2
ENSG00000158195.9 2
ENSG00000158186.11 2
ENSG00000158158.10 2
ENSG00000158079.13 2
ENSG00000157985.16 2
ENSG00000157837.14 2
ENSG00000157827.18 2
ENSG00000157823.15 2
ENSG00000157800.16 2
ENSG00000157778.7 2
ENSG00000157741.13 2
ENSG00000157693.13 2
ENSG00000157570.10 2
ENSG00000157557.10 2
ENSG00000157540.18 2
ENSG00000157510.12 2
ENSG00000157500.9 2
ENSG00000157456.6 2
ENSG00000157045.7 2
ENSG00000157020.16 2
ENSG00000156970.11 2
ENSG00000156931.14 2
ENSG00000156875.12 2
ENSG00000156804.6 2
ENSG00000156802.11 2
ENSG00000156671.11 2
ENSG00000156650.11 2
ENSG00000156603.13 2
ENSG00000156531.15 2
ENSG00000156136.8 2
ENSG00000156052.9 2
ENSG00000156026.13 2
ENSG00000155962.11 2
ENSG00000155959.9 2
ENSG00000155906.15 2
ENSG00000155868.7 2
ENSG00000155850.7 2
ENSG00000155659.13 2
ENSG00000155545.18 2
ENSG00000155508.12 2
ENSG00000155393.11 2
ENSG00000155366.15 2
ENSG00000155313.14 2
ENSG00000155254.11 2
ENSG00000155111.13 2
ENSG00000154889.15 2
ENSG00000154864.10 2
ENSG00000154845.14 2
ENSG00000154813.8 2
ENSG00000154639.17 2
ENSG00000154380.15 2
ENSG00000154310.15 2
ENSG00000154065.15 2
ENSG00000153896.16 2
ENSG00000153832.10 2
ENSG00000153786.11 2
ENSG00000153561.11 2
ENSG00000153234.12 2
ENSG00000153208.15 2
ENSG00000153187.15 2
ENSG00000153179.10 2
ENSG00000153107.10 2
ENSG00000153094.20 2
ENSG00000152904.10 2
ENSG00000152818.17 2
ENSG00000152749.7 2
ENSG00000152684.10 2
ENSG00000152683.13 2
ENSG00000152642.9 2
ENSG00000152601.16 2
ENSG00000152520.12 2
ENSG00000152492.12 2
ENSG00000152455.14 2
ENSG00000152409.8 2
ENSG00000152348.14 2
ENSG00000152223.11 2
ENSG00000152219.4 2
ENSG00000152104.10 2
ENSG00000152102.16 2
ENSG00000152082.12 2
ENSG00000152061.20 2
ENSG00000151914.16 2
ENSG00000151849.13 2
ENSG00000151806.12 2
ENSG00000151746.12 2
ENSG00000151694.11 2
ENSG00000151651.14 2
ENSG00000151623.13 2
ENSG00000151611.12 2
ENSG00000151576.9 2
ENSG00000151553.13 2
ENSG00000151458.10 2
ENSG00000151445.14 2
ENSG00000151422.11 2
ENSG00000151414.13 2
ENSG00000151353.13 2
ENSG00000151332.17 2
ENSG00000151233.9 2
ENSG00000150938.8 2
ENSG00000150893.10 2
ENSG00000150867.12 2
ENSG00000150787.6 2
ENSG00000150760.11 2
ENSG00000150753.10 2
ENSG00000150687.10 2
ENSG00000150593.14 2
ENSG00000150316.10 2
ENSG00000149925.15 2
ENSG00000149923.12 2
ENSG00000149798.4 2
ENSG00000149782.10 2
ENSG00000149761.7 2
ENSG00000149679.10 2
ENSG00000149658.16 2
ENSG00000149657.18 2
ENSG00000149591.15 2
ENSG00000149547.13 2
ENSG00000149346.13 2
ENSG00000149292.15 2
ENSG00000149256.13 2
ENSG00000149231.10 2
ENSG00000149131.14 2
ENSG00000149090.10 2
ENSG00000149089.11 2
ENSG00000148835.10 2
ENSG00000148834.11 2
ENSG00000148814.16 2
ENSG00000148773.11 2
ENSG00000148516.20 2
ENSG00000148400.9 2
ENSG00000148396.17 2
ENSG00000148337.18 2
ENSG00000148297.14 2
ENSG00000148290.8 2
ENSG00000148180.15 2
ENSG00000148158.15 2
ENSG00000148143.11 2
ENSG00000148110.14 2
ENSG00000148090.10 2
ENSG00000148057.14 2
ENSG00000147874.9 2
ENSG00000147862.13 2
ENSG00000147853.15 2
ENSG00000147684.6 2
ENSG00000147601.12 2
ENSG00000147548.15 2
ENSG00000147526.18 2
ENSG00000147274.13 2
ENSG00000147180.15 2
ENSG00000147133.14 2
ENSG00000147124.11 2
ENSG00000147044.19 2
ENSG00000146963.16 2
ENSG00000146950.11 2
ENSG00000146859.6 2
ENSG00000146757.12 2
ENSG00000146676.6 2
ENSG00000146648.14 2
ENSG00000146535.12 2
ENSG00000146063.17 2
ENSG00000145945.5 2
ENSG00000145916.17 2
ENSG00000145882.9 2
ENSG00000145819.14 2
ENSG00000145817.15 2
ENSG00000145740.17 2
ENSG00000145725.18 2
ENSG00000145715.13 2
ENSG00000145675.13 2
ENSG00000145569.5 2
ENSG00000145495.13 2
ENSG00000145476.14 2
ENSG00000145375.7 2
ENSG00000145337.4 2
ENSG00000145332.12 2
ENSG00000145284.10 2
ENSG00000145041.14 2
ENSG00000145020.13 2
ENSG00000144959.8 2
ENSG00000144867.10 2
ENSG00000144730.15 2
ENSG00000144647.5 2
ENSG00000144535.18 2
ENSG00000144524.16 2
ENSG00000144118.12 2
ENSG00000144061.11 2
ENSG00000144028.13 2
ENSG00000143799.11 2
ENSG00000143776.17 2
ENSG00000143774.15 2
ENSG00000143772.8 2
ENSG00000143771.10 2
ENSG00000143569.17 2
ENSG00000143543.13 2
ENSG00000143515.15 2
ENSG00000143507.16 2
ENSG00000143486.14 2
ENSG00000143476.16 2
ENSG00000143457.9 2
ENSG00000143442.20 2
ENSG00000143401.13 2
ENSG00000143379.11 2
ENSG00000143373.16 2
ENSG00000143353.10 2
ENSG00000143222.10 2
ENSG00000143190.20 2
ENSG00000143183.15 2
ENSG00000143157.10 2
ENSG00000143119.11 2
ENSG00000142949.15 2
ENSG00000142875.18 2
ENSG00000142856.15 2
ENSG00000142751.13 2
ENSG00000142686.7 2
ENSG00000142634.11 2
ENSG00000142632.15 2
ENSG00000142544.6 2
ENSG00000142534.5 2
ENSG00000142396.9 2
ENSG00000142252.9 2
ENSG00000142166.11 2
ENSG00000141867.16 2
ENSG00000141664.8 2
ENSG00000141644.16 2
ENSG00000141570.9 2
ENSG00000141452.8 2
ENSG00000141425.16 2
ENSG00000141385.8 2
ENSG00000141380.12 2
ENSG00000141298.16 2
ENSG00000141127.13 2
ENSG00000141040.13 2
ENSG00000141034.8 2
ENSG00000140990.13 2
ENSG00000140961.11 2
ENSG00000140931.18 2
ENSG00000140859.14 2
ENSG00000140848.15 2
ENSG00000140836.13 2
ENSG00000140682.17 2
ENSG00000140632.15 2
ENSG00000140577.14 2
ENSG00000140563.13 2
ENSG00000140526.15 2
ENSG00000140463.12 2
ENSG00000140455.15 2
ENSG00000140365.14 2
ENSG00000140265.11 2
ENSG00000140262.16 2
ENSG00000140104.12 2
ENSG00000139998.13 2
ENSG00000139977.12 2
ENSG00000139974.14 2
ENSG00000139926.14 2
ENSG00000139921.11 2
ENSG00000139832.4 2
ENSG00000139746.14 2
ENSG00000139722.5 2
ENSG00000139718.9 2
ENSG00000139645.9 2
ENSG00000139613.10 2
ENSG00000139514.11 2
ENSG00000139437.16 2
ENSG00000139436.19 2
ENSG00000139372.13 2
ENSG00000139324.10 2
ENSG00000139239.7 2
ENSG00000139218.16 2
ENSG00000139163.14 2
ENSG00000139146.12 2
ENSG00000139131.11 2
ENSG00000139116.16 2
ENSG00000138867.15 2
ENSG00000138814.15 2
ENSG00000138794.8 2
ENSG00000138780.13 2
ENSG00000138769.9 2
ENSG00000138767.11 2
ENSG00000138750.13 2
ENSG00000138639.16 2
ENSG00000138463.8 2
ENSG00000138459.7 2
ENSG00000138443.14 2
ENSG00000138399.16 2
ENSG00000138279.14 2
ENSG00000138246.14 2
ENSG00000138231.11 2
ENSG00000138182.13 2
ENSG00000138175.8 2
ENSG00000138172.9 2
ENSG00000138162.16 2
ENSG00000138160.5 2
ENSG00000138119.15 2
ENSG00000138092.9 2
ENSG00000138085.15 2
ENSG00000138074.13 2
ENSG00000138050.13 2
ENSG00000138002.13 2
ENSG00000137962.11 2
ENSG00000137942.15 2
ENSG00000137936.15 2
ENSG00000137842.5 2
ENSG00000137817.15 2
ENSG00000137815.13 2
ENSG00000137812.18 2
ENSG00000137770.12 2
ENSG00000137767.12 2
ENSG00000137726.14 2
ENSG00000137601.14 2
ENSG00000137574.9 2
ENSG00000137509.9 2
ENSG00000137501.15 2
ENSG00000137491.13 2
ENSG00000137478.13 2
ENSG00000137413.14 2
ENSG00000137364.4 2
ENSG00000137343.16 2
ENSG00000137337.13 2
ENSG00000137331.11 2
ENSG00000137312.13 2
ENSG00000137267.5 2
ENSG00000137210.12 2
ENSG00000137124.6 2
ENSG00000137100.14 2
ENSG00000136982.5 2
ENSG00000136950.12 2
ENSG00000136942.13 2
ENSG00000136935.12 2
ENSG00000136932.12 2
ENSG00000136925.13 2
ENSG00000136870.9 2
ENSG00000136869.13 2
ENSG00000136856.16 2
ENSG00000136840.17 2
ENSG00000136827.11 2
ENSG00000136819.13 2
ENSG00000136816.14 2
ENSG00000136810.11 2
ENSG00000136783.9 2
ENSG00000136709.10 2
ENSG00000136504.10 2
ENSG00000136450.11 2
ENSG00000136295.13 2
ENSG00000136270.12 2
ENSG00000136169.15 2
ENSG00000136141.13 2
ENSG00000136111.11 2
ENSG00000136108.13 2
ENSG00000136100.11 2
ENSG00000136068.13 2
ENSG00000135974.8 2
ENSG00000135972.7 2
ENSG00000135953.9 2
ENSG00000135945.8 2
ENSG00000135940.5 2
ENSG00000135842.15 2
ENSG00000135837.14 2
ENSG00000135821.15 2
ENSG00000135776.4 2
ENSG00000135775.12 2
ENSG00000135749.17 2
ENSG00000135617.3 2
ENSG00000135521.8 2
ENSG00000135506.14 2
ENSG00000135486.16 2
ENSG00000135476.10 2
ENSG00000135469.12 2
ENSG00000135457.8 2
ENSG00000135441.6 2
ENSG00000135404.10 2
ENSG00000135387.18 2
ENSG00000135372.7 2
ENSG00000135365.14 2
ENSG00000135341.16 2
ENSG00000135218.16 2
ENSG00000135164.17 2
ENSG00000135108.13 2
ENSG00000135077.7 2
ENSG00000135047.13 2
ENSG00000134996.11 2
ENSG00000134987.10 2
ENSG00000134986.12 2
ENSG00000134900.10 2
ENSG00000134897.12 2
ENSG00000134851.11 2
ENSG00000134825.12 2
ENSG00000134824.12 2
ENSG00000134780.8 2
ENSG00000134779.13 2
ENSG00000134748.12 2
ENSG00000134744.12 2
ENSG00000134574.10 2
ENSG00000134533.5 2
ENSG00000134508.11 2
ENSG00000134490.12 2
ENSG00000134369.14 2
ENSG00000134318.12 2
ENSG00000134294.12 2
ENSG00000134287.8 2
ENSG00000134283.16 2
ENSG00000134265.11 2
ENSG00000134262.11 2
ENSG00000134247.9 2
ENSG00000134240.10 2
ENSG00000134186.10 2
ENSG00000133983.13 2
ENSG00000133943.19 2
ENSG00000133816.12 2
ENSG00000133812.13 2
ENSG00000133800.7 2
ENSG00000133731.8 2
ENSG00000133606.9 2
ENSG00000133398.3 2
ENSG00000133315.9 2
ENSG00000133121.19 2
ENSG00000133119.11 2
ENSG00000133112.15 2
ENSG00000133111.3 2
ENSG00000133056.12 2
ENSG00000133027.16 2
ENSG00000133026.11 2
ENSG00000132953.15 2
ENSG00000132879.12 2
ENSG00000132842.12 2
ENSG00000132694.17 2
ENSG00000132669.11 2
ENSG00000132612.15 2
ENSG00000132591.10 2
ENSG00000132561.12 2
ENSG00000132541.9 2
ENSG00000132470.12 2
ENSG00000132424.13 2
ENSG00000132406.10 2
ENSG00000132405.17 2
ENSG00000132386.9 2
ENSG00000132376.18 2
ENSG00000132357.12 2
ENSG00000132305.19 2
ENSG00000132294.12 2
ENSG00000132205.9 2
ENSG00000132199.17 2
ENSG00000132182.10 2
ENSG00000132128.15 2
ENSG00000132109.9 2
ENSG00000131981.14 2
ENSG00000131873.5 2
ENSG00000131849.10 2
ENSG00000131828.12 2
ENSG00000131747.13 2
ENSG00000131732.10 2
ENSG00000131711.13 2
ENSG00000131669.8 2
ENSG00000131507.10 2
ENSG00000131504.14 2
ENSG00000131437.14 2
ENSG00000131408.12 2
ENSG00000131351.13 2
ENSG00000131323.13 2
ENSG00000131174.4 2
ENSG00000131165.13 2
ENSG00000131143.7 2
ENSG00000131100.11 2
ENSG00000131043.10 2
ENSG00000131023.11 2
ENSG00000130921.6 2
ENSG00000130816.13 2
ENSG00000130775.14 2
ENSG00000130766.4 2
ENSG00000130755.11 2
ENSG00000130749.8 2
ENSG00000130748.6 2
ENSG00000130731.14 2
ENSG00000130714.14 2
ENSG00000130584.9 2
ENSG00000130560.7 2
ENSG00000130558.17 2
ENSG00000130449.5 2
ENSG00000130382.8 2
ENSG00000130348.10 2
ENSG00000130338.11 2
ENSG00000130312.5 2
ENSG00000130311.9 2
ENSG00000130244.11 2
ENSG00000130203.8 2
ENSG00000130024.13 2
ENSG00000129696.11 2
ENSG00000129675.14 2
ENSG00000129566.11 2
ENSG00000129562.9 2
ENSG00000129484.12 2
ENSG00000129472.11 2
ENSG00000129460.14 2
ENSG00000129422.12 2
ENSG00000129116.16 2
ENSG00000129084.16 2
ENSG00000128989.9 2
ENSG00000128928.7 2
ENSG00000128915.10 2
ENSG00000128607.12 2
ENSG00000128602.8 2
ENSG00000128590.4 2
ENSG00000128463.11 2
ENSG00000128284.18 2
ENSG00000128228.4 2
ENSG00000128191.12 2
ENSG00000128039.9 2
ENSG00000128016.5 2
ENSG00000127993.13 2
ENSG00000127989.12 2
ENSG00000127838.12 2
ENSG00000127824.12 2
ENSG00000127481.13 2
ENSG00000127445.12 2
ENSG00000127337.5 2
ENSG00000127314.16 2
ENSG00000127125.8 2
ENSG00000127081.12 2
ENSG00000126883.15 2
ENSG00000126860.10 2
ENSG00000126858.15 2
ENSG00000126822.14 2
ENSG00000126814.6 2
ENSG00000126778.8 2
ENSG00000126777.16 2
ENSG00000126775.8 2
ENSG00000126773.11 2
ENSG00000126767.16 2
ENSG00000126749.13 2
ENSG00000126603.7 2
ENSG00000126464.12 2
ENSG00000126432.12 2
ENSG00000126351.11 2
ENSG00000126267.7 2
ENSG00000126247.9 2
ENSG00000126214.19 2
ENSG00000126088.11 2
ENSG00000125898.11 2
ENSG00000125877.11 2
ENSG00000125875.12 2
ENSG00000125871.12 2
ENSG00000125870.9 2
ENSG00000125868.14 2
ENSG00000125834.11 2
ENSG00000125818.16 2
ENSG00000125743.9 2
ENSG00000125686.10 2
ENSG00000125676.18 2
ENSG00000125651.12 2
ENSG00000125611.14 2
ENSG00000125430.7 2
ENSG00000125386.13 2
ENSG00000125375.13 2
ENSG00000125249.6 2
ENSG00000125170.9 2
ENSG00000125149.10 2
ENSG00000125148.6 2
ENSG00000124795.13 2
ENSG00000124641.13 2
ENSG00000124570.16 2
ENSG00000124508.15 2
ENSG00000124486.11 2
ENSG00000124422.10 2
ENSG00000124207.15 2
ENSG00000124201.13 2
ENSG00000124172.8 2
ENSG00000123700.4 2
ENSG00000123684.11 2
ENSG00000123607.13 2
ENSG00000123473.14 2
ENSG00000123472.11 2
ENSG00000123416.14 2
ENSG00000123374.9 2
ENSG00000123146.18 2
ENSG00000123066.6 2
ENSG00000122877.12 2
