gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	meno	meno_coef	meno_exp.coef.	meno_se.coef.	meno_z	meno_Pr...z..
ENSG00000167578.15	0.0605141600501364	1.06238264085528	0.090152637552686	0.671241149375928	0.50206691847091	meno_status	-0.838072242782697	0.432543559193779	0.539714931674514	-1.55280536742332	0.120469640028592
ENSG00000078237.5	0.00909345381332958	1.0091349248742	0.0541388343335468	0.167965452623255	0.866610457713381	meno_status	-0.898212113648414	0.407297210281256	0.531247897732082	-1.69075890461481	0.0908828589549795
ENSG00000146083.10	-0.0498402955389236	0.951381352214758	0.0391670900456736	-1.27250442861095	0.203193951588694	meno_status	-0.932347349695024	0.393628640995314	0.528798647157986	-1.76314246397168	0.0778764648385868
ENSG00000198242.12	-0.00362084580327519	0.996385701554183	0.00318730276822952	-1.1360219177692	0.255947391472544	meno_status	-0.977689171267411	0.376179381361991	0.533510779200002	-1.8325574840933	0.0668684057233552
ENSG00000134108.11	0.0354964351871434	1.03613395449784	0.0222213443215068	1.59740268966484	0.110175973308878	meno_status	-0.971172217117918	0.378638930822953	0.531796404597743	-1.82621057367344	0.0678185492453602
ENSG00000172137.17	0.0205015020129867	1.02071310136638	0.0486289895201578	0.421590129987965	0.673324211741059	meno_status	-0.913036699552463	0.401303732972887	0.529491824693912	-1.72436411096672	0.0846421322211188
ENSG00000167700.7	0.0685307886029468	1.0709335969927	0.0408534138697731	1.67748009557781	0.0934486385082177	meno_status	-0.897990878485468	0.407387328714255	0.528477192098374	-1.69920460506517	0.0892806390171917
ENSG00000060642.9	0.196872729400993	1.21758906755438	0.0617055240841839	3.19052033546305	0.0014201684614014	meno_status	-0.895307692911721	0.408481892319535	0.533284734293668	-1.67885490683987	0.0931803246398003
ENSG00000182141.8	-0.215204040510834	0.806376889837903	0.123226298423966	-1.74641325158055	0.0807391689290013	meno_status	-0.860483817692989	0.422957398534132	0.529981751015186	-1.62361027723072	0.104459010661631
ENSG00000102174.8	0.249298154091567	1.28312454487629	0.212748791623219	1.17179586398346	0.241279023648637	meno_status	-1.02829248665259	0.357617075460862	0.540975804809147	-1.90081049376203	0.0573268390802541
ENSG00000070087.12	0.0027195675088253	1.00272326888717	0.00270924217831869	1.00381115080418	0.315469648605162	meno_status	-1.0159224012142	0.362068303514133	0.541569209334278	-1.87588656021088	0.0606708585122843
ENSG00000153561.11	-0.125917200906074	0.881687846716043	0.071264746690552	-1.76689326425078	0.0772461052948435	meno_status	-0.828128058474712	0.436866309558954	0.531522068625253	-1.55803137321581	0.11922581120327
ENSG00000179262.8	-0.0228255960267888	0.977432937096754	0.0154926980084799	-1.4733131707786	0.140666610898475	meno_status	-1.0443891788171	0.351906705813107	0.537294929768316	-1.9437912419301	0.0519206303328596
ENSG00000127511.8	-0.0773097542476087	0.925603099705435	0.0382622770847326	-2.02052151983544	0.0433293202539227	meno_status	-1.01735461167968	0.361550116665514	0.530930652807913	-1.91617230291609	0.0553431675739951
ENSG00000064601.15	0.019236840461634	1.0194230606565	0.0161672424791209	1.1898652776735	0.234099347688482	meno_status	-0.900772048518901	0.406255889375524	0.529088855889268	-1.70249673281235	0.0886622904212518
ENSG00000227766.1	0.0267912553265988	1.02715336758892	0.0194043690312636	1.38068160234603	0.167376880488239	meno_status	-1.26871810850071	0.281191848283388	0.622111714620512	-2.03937344159261	0.0414127709549636
ENSG00000008517.15	0.0507146390663578	1.05202264428159	0.0324628065755047	1.56223827870216	0.118231866092304	meno_status	-0.852181978335217	0.426483338554979	0.531814437216152	-1.60240474627968	0.109066135961372
ENSG00000088179.7	-0.553555959667314	0.574901843526495	0.369919093336122	-1.49642440641563	0.13454309336927	meno_status	-0.860568079371099	0.422921760935426	0.529247105673209	-1.62602321325205	0.103944717287963
ENSG00000070081.14	0.174585420804283	1.19075245307309	0.101683050369533	1.71695695762283	0.0859870367036552	meno_status	-0.979526126617525	0.375488990937126	0.536193262792455	-1.82681543127981	0.0677275249113202
ENSG00000275479.1	-0.00263566490707392	0.997367805408145	0.0392150947162981	-0.0672104689824583	0.946414150928921	meno_status	-0.909354244994445	0.402784240010437	0.530961462269928	-1.71265583213298	0.0867758752478826
ENSG00000161558.9	0.0755467810131893	1.07847367862935	0.285461113105139	0.264648239444665	0.791280454936482	meno_status	-0.895172196691052	0.408537243822031	0.530903319417828	-1.68613034417014	0.0917706965647088
ENSG00000179833.4	-0.0635542728495448	0.938423187018118	0.0680006993879967	-0.934612046957317	0.349988268316371	meno_status	-0.905991860999395	0.404140834710564	0.528825086130974	-1.71321649588879	0.086672717960875
ENSG00000064225.11	-0.0662247300381802	0.935920511203959	0.115388860606481	-0.573926544469759	0.566017509573801	meno_status	-0.867756923629773	0.419892344311155	0.533241391203579	-1.62732476875278	0.103668140085779
ENSG00000022567.8	-0.14173221486203	0.867853623674639	0.239495574766208	-0.591794712701421	0.553988064188513	meno_status	-0.870638578531275	0.418684101185029	0.533126346756064	-1.63308113326022	0.102451934035205
ENSG00000120662.14	-0.297556301129418	0.742630771092605	0.158869316235618	-1.87296268518028	0.0610735379438994	meno_status	-1.02636627170495	0.358306586677358	0.533149926414525	-1.92509877776284	0.0542170018503037
ENSG00000225630.1	-0.000149275252580005	0.999850735888416	0.000836997816515489	-0.178346047784753	0.858451217540041	meno_status	-0.909073663734695	0.402897269576154	0.529166806625829	-1.71793402827229	0.0858086491990295
