gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	meno	meno_coef	meno_exp.coef.	meno_se.coef.	meno_z	meno_Pr...z..	Interaction	Interaction_coef	Interaction_exp.coef.	Interaction_se.coef.	Interaction_z	Interaction_Pr...z..
ENSG00000167578.15	-0.113216907700946	0.892956949869113	0.196563939423552	-0.575980050221667	0.564628666140925	meno_status	-0.207748079166131	0.812411674361063	0.910661343724927	-0.228128799578082	0.81954611150744	Interaction	0.00676113821422659	1.00678404630836	0.253788724926372	0.0266408139927734	0.97874621994242
ENSG00000078237.5	-0.203704334108893	0.815703511242622	0.237620103859528	-0.857268938108517	0.391296270944661	meno_status	-0.783953327588761	0.456597359625755	0.869066394263005	-0.902063792552441	0.367022981315522	Interaction	0.225410877104773	1.25283737264677	0.312525894560239	0.721255041672477	0.470752612466513
ENSG00000146083.10	0.246107679032815	1.27903729162543	0.109482590819105	2.24791610420921	0.0245815400779257	meno_status	2.04440988277211	7.72459877382953	1.62064335435349	1.26148043447083	0.207135804852085	Interaction	-0.2177478679415	0.804328213030966	0.148984822187418	-1.46154396632149	0.143866218987391
ENSG00000198242.12	0.00147063604244915	1.00147171795794	0.00376207111302861	0.390911282180744	0.695862814250181	meno_status	0.394408747965795	1.48350680515211	1.07886073179062	0.365578926309776	0.714679302532445	Interaction	-0.00433374692119777	0.995675630209064	0.00746715587568645	-0.580374508493753	0.561662091724472
ENSG00000134108.11	-0.000737881882314205	0.999262390285575	0.0324293803898446	-0.0227534992480238	0.981846900634938	meno_status	-2.2041282517392	0.110346677912517	1.78462363991719	-1.23506615201033	0.216805885334686	Interaction	0.0524117742783626	1.05380958486601	0.045829475022059	1.14362589257536	0.25277881884216
ENSG00000167700.7	0.0102200296013613	1.01027243247137	0.0322594836896016	0.316806979916284	0.751390067618138	meno_status	0.972140186463416	2.64359619810742	0.818700908705897	1.18741798882336	0.235062787852575	Interaction	-0.0874372652414326	0.916276352223582	0.0551951501590633	-1.58414761060443	0.113160132016671
ENSG00000060642.9	-0.0137472484645118	0.986346813431571	0.132564492538901	-0.103702342921711	0.917405567299602	meno_status	0.807799276731141	2.24296640278768	1.48649759519791	0.543424543262441	0.586837531048513	Interaction	-0.130006466406243	0.878089752817144	0.189046735486664	-0.687694850014555	0.491644963786444
ENSG00000182141.8	0.175383963045363	1.19170369896	0.353131596933451	0.496653271948402	0.619433579627202	meno_status	-0.0424058065738316	0.958480743854248	1.00673436539446	-0.042122140687247	0.966401330116539	Interaction	-0.0921811556985225	0.911939931465149	0.531444132231436	-0.173454085025778	0.862294515606859
ENSG00000102174.8	0.0532448177979143	1.05468781986473	0.0182680274458298	2.91464516110462	0.00356093162217127	meno_status	0.383559398428836	1.46749871697811	0.407608223850517	0.941000146673929	0.346704784016749	Interaction	-0.113151960420893	0.893014946877565	0.0473418526852952	-2.39010418905806	0.0168435937512005
ENSG00000070087.12	-0.0339926724340929	0.96657858727986	0.0225073090910988	-1.51029482451709	0.130968211758304	meno_status	-1.67290915889043	0.187700220829039	1.18846498245668	-1.40762175039633	0.159243103413859	Interaction	0.0377081362709198	1.03842810914492	0.0296088173328058	1.27354415568433	0.202825014263436
ENSG00000153561.11	0.0269411944246686	1.0273073895851	0.0967628427076564	0.278424999419089	0.780686131137333	meno_status	0.00488858347505752	1.0049005520945	1.10731765131309	0.00441479774955316	0.996477512479039	Interaction	-0.026552688497628	0.973796734596903	0.131735017117263	-0.201561354594066	0.840259659643527
ENSG00000179262.8	0.0139561717764848	1.01405401377855	0.0307951133753039	0.453194362573023	0.65040879148487	meno_status	-1.34165080731956	0.261413768424093	1.71644420679516	-0.781645451689106	0.434422967456187	Interaction	0.0307963746833352	1.03127548870709	0.0450050689096005	0.684286802119875	0.493794079253663
ENSG00000127511.8	0.160477377687426	1.17407121263423	0.167803691943619	0.956339969810353	0.338900502517923	meno_status	1.40287329615757	4.06686851289408	1.46230130485482	0.959359942783378	0.337377447453303	Interaction	-0.259658253038595	0.771315135371168	0.226786139404871	-1.14494763092659	0.252230851519355
ENSG00000064601.15	-0.0188144668231955	0.981361420455295	0.0328989066775291	-0.571887297277461	0.567398330335641	meno_status	-1.87840990466594	0.152832931579012	1.04630512974072	-1.7952792653625	0.0726092168981472	Interaction	0.0693508583403014	1.07181219743388	0.040585441227478	1.70876196593738	0.0874950506058737
ENSG00000227766.1	0.0486985150836567	1.04990377286957	0.0238958157083461	2.03795156767332	0.0415547766909997	meno_status	0.223187839453775	1.25005536140037	0.481687329050611	0.463345880186781	0.643116464363853	Interaction	-0.045255881464113	0.955752891092213	0.0325107253950321	-1.39202927385399	0.163913533486207
