gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	meno	meno_coef	meno_exp.coef.	meno_se.coef.	meno_z	meno_Pr...z..
ENSG00000167578.15	-0.124294435407886	0.8831197808663	0.0877830325018684	-1.41592779225576	0.156796646832102	meno_status	-0.337774282046339	0.713356287048743	1.01249391901781	-0.333606232790023	0.738676714378624
ENSG00000078237.5	0.0361366003943533	1.03679746376063	0.0592652982320774	0.60974299416913	0.542032069118201	meno_status	-0.584128273145752	0.557591717688615	1.03993239314611	-0.561698315193923	0.574321582445634
ENSG00000146083.10	-0.0104323367245882	0.989621891361137	0.0317534593169879	-0.328541738411694	0.742502091322888	meno_status	-0.486412991629036	0.614827836123534	1.01971217067103	-0.4770100873749	0.63335493857181
ENSG00000198242.12	-0.000173261786852048	0.999826753222104	0.00144855702548315	-0.119609917872759	0.904792162806558	meno_status	-0.439383840473645	0.644433372539464	1.01298498024779	-0.43375158471369	0.664468842824767
ENSG00000134108.11	0.00362452719608173	1.003631103738	0.0215791883207318	0.167964018952443	0.866611585594467	meno_status	-0.44139838542411	0.643136439346632	1.01226982155597	-0.436048152404298	0.662801793451732
ENSG00000167700.7	-0.0200757819012715	0.980124394802187	0.0248569329821454	-0.807653217542641	0.419290241836681	meno_status	-0.455622888042102	0.634052900949686	1.01205736511843	-0.450194725858038	0.652570038884059
ENSG00000060642.9	-0.0377740181222708	0.962930521152968	0.094751229719307	-0.398665201857257	0.690139911589335	meno_status	-0.34896533379467	0.705417583996903	1.038560973016	-0.336008518384116	0.736864442826628
ENSG00000182141.8	-0.0990693809072224	0.905679868952697	0.208639221193271	-0.474835845056431	0.634903981701531	meno_status	-0.46917983824438	0.625515081506473	1.01353609610825	-0.462913792657139	0.643426160682845
ENSG00000269416.4	-0.0631623162045963	0.938791080316445	0.109268953960784	-0.578044484870468	0.563234086047645	meno_status	-0.523811514760756	0.592258837136257	1.02050704677123	-0.513285544100881	0.607751594502514
ENSG00000166391.13	-0.02834495890717	0.972052990621716	0.035573419759133	-0.796801631642199	0.425566247350132	meno_status	-0.140363849345973	0.869041977512041	1.06339265054919	-0.131996256766945	0.894987252510564
ENSG00000070087.12	0.00115807796338506	1.0011587487946	0.0103813796369869	0.111553377670445	0.911177540426147	meno_status	-0.436436589361836	0.646335481132144	1.01470998515713	-0.430109682318987	0.66711585717026
ENSG00000153561.11	-0.0192545634223264	0.980929621655195	0.0357328148448095	-0.538848212936779	0.589991593151062	meno_status	-0.488485283115865	0.613555052877298	1.01544254703479	-0.481056544796452	0.630476311554668
ENSG00000179262.8	-0.00867975818382988	0.991357802167089	0.0111315304487461	-0.779745267175515	0.435540828369568	meno_status	-0.487768222377004	0.613995166892228	1.01343540633785	-0.481301737956445	0.630302062038944
ENSG00000127511.8	0.0593036460976786	1.06109738990972	0.079529081880542	0.745685033642871	0.455857702130498	meno_status	-0.350133104204827	0.704594299012988	1.01912253721144	-0.34356330217451	0.731174727089143
ENSG00000064601.15	-0.00209995707095975	0.997902246296295	0.00324995037774311	-0.646150502894153	0.518181891287592	meno_status	-0.485819215435892	0.615193014661938	1.01374477747839	-0.479232274462937	0.631773396378787
ENSG00000227766.1	-0.0162614900667626	0.983870014179592	0.0170925435129714	-0.951379182063914	0.341411924344621	meno_status	-0.528012425663392	0.589776029208905	1.01550264872305	-0.519951795622931	0.60309717324399
ENSG00000008517.15	-0.00329395153300026	0.996711467573626	0.00299896689761268	-1.0983620844973	0.272046411766977	meno_status	-0.335742418006957	0.714807203569043	1.0159447150722	-0.330473118296693	0.741042501212629
ENSG00000088179.7	-0.0884185969367043	0.915377622245747	0.195195677012252	-0.452974155422277	0.650567351738554	meno_status	-0.46855205936772	0.625907889947195	1.01396417799855	-0.462099223556979	0.644010166972405
ENSG00000070081.14	0.0351936291158299	1.03582025434328	0.0514119898592888	0.68454127553033	0.493633434775906	meno_status	-0.378685371919818	0.684761023823611	1.01725203735968	-0.372263075434787	0.709696987704485
ENSG00000161558.9	-0.212296093122199	0.808725204141376	0.189159967066189	-1.12230984396352	0.26173072211806	meno_status	-0.304874134993026	0.737216158269286	1.01966030203292	-0.298995787504124	0.764943259707363
ENSG00000196167.8	-0.309922786965236	0.733503590076025	0.144409520736346	-2.1461381866302	0.0318619554362234	meno_status	-0.101535034352087	0.903449527018942	1.02316200382895	-0.099236517748035	0.920950480975952
ENSG00000179833.4	0.0438996803395509	1.04487752787162	0.0481514419040229	0.911700223371364	0.361926546369022	meno_status	-0.327439091380597	0.720767190873102	1.02063028672928	-0.320820473033296	0.748346443614335
ENSG00000057294.12	-0.00950435917812364	0.990540664490294	0.0172440772946296	-0.551166584081807	0.581519484714	meno_status	-0.477123116555686	0.620566122626478	1.01366073702888	-0.470693101869736	0.637859911169877
ENSG00000273055.1	0.171907414581744	1.18756787665523	0.151241472222632	1.13664203379805	0.255687960652856	meno_status	-0.439988129381189	0.644044066239373	1.01216568514884	-0.434699709580143	0.663780409226204
ENSG00000264091.1	0.085967872863697	1.08977131651109	0.111070634604682	0.773992812498736	0.438935041673509	meno_status	-0.442951441975427	0.642138387302354	1.01221050788989	-0.437608025724638	0.661670452300259
ENSG00000022567.8	-0.0335701434376304	0.9669870810545	0.0413141657520051	-0.812557698469346	0.41647169304846	meno_status	-0.446840287496575	0.639646059590645	1.01204314093316	-0.441522964213326	0.658834440307082
