gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	meno	meno_coef	meno_exp.coef.	meno_se.coef.	meno_z	meno_Pr...z..
ENSG00000167578.15	-0.109174876915601	0.896573613759774	0.124458922768069	-0.877196061860912	0.380380154748831	meno_status	-0.185306556737312	0.830849542282869	0.346692955841597	-0.534497611258011	0.59299730170259
ENSG00000078237.5	-0.0799395839614489	0.923172119104173	0.151203523612892	-0.528688631397959	0.597021464897336	meno_status	-0.2049178682674	0.814714227554696	0.346149119084904	-0.591993037015753	0.553855251057716
ENSG00000146083.10	0.12539792778663	1.13359945404964	0.0689563271772079	1.81851228045217	0.0689858714805836	meno_status	-0.254434259992999	0.775355023260019	0.347371699469167	-0.732455350800916	0.463890685354398
ENSG00000198242.12	0.000178384765705093	1.00017840067721	0.00343280019292637	0.0519647971567565	0.958556743297174	meno_status	-0.203656906326478	0.815742199168703	0.347108209786948	-0.586724544635463	0.557388720546076
ENSG00000134108.11	0.0258138379017968	1.0261499004725	0.0223469644328815	1.15513845199548	0.248033734084546	meno_status	-0.198571270092955	0.819901334213738	0.345944557215191	-0.573997381810046	0.565969573000549
ENSG00000167700.7	-0.0283233328044408	0.97207401256686	0.0263131086352773	-1.07639630106146	0.281750055947488	meno_status	-0.221141405362812	0.801603321267122	0.346291240863078	-0.638599477167401	0.523083521518263
ENSG00000060642.9	-0.0802701653839012	0.922866985990319	0.0962734037947069	-0.833773007081675	0.404408908842157	meno_status	-0.18457576967504	0.831456938290605	0.347045882916955	-0.531848319662121	0.594831053470279
ENSG00000182141.8	0.13411573426507	1.14352515703015	0.265819664308842	0.50453654214704	0.613884390055582	meno_status	-0.206378978220716	0.81352470970751	0.346145705939428	-0.596219957894928	0.551028294521819
ENSG00000102174.8	0.00273381381717412	1.0027375540938	0.0156304854999866	0.174902680865317	0.861156103720813	meno_status	-0.212144001849411	0.808848213541101	0.348907265733977	-0.608024030119107	0.543171536355051
ENSG00000070087.12	-0.0138352497680598	0.986260017445375	0.0143846921027206	-0.961803677775142	0.336148230277588	meno_status	-0.212080977099672	0.80889919260379	0.346097596734042	-0.612777953678325	0.540023170126622
ENSG00000153561.11	0.0124935603088691	1.01257193086916	0.0653045059639095	0.191312377675342	0.848280864211642	meno_status	-0.206862416213163	0.813131516005088	0.346338112771598	-0.597284585741172	0.550317393964488
ENSG00000179262.8	0.0281986464235763	1.02859999183795	0.0225869003693734	1.24845135731028	0.21186581136029	meno_status	-0.190565740098128	0.826491422315863	0.346556134922607	-0.549884191606318	0.582398807660196
ENSG00000127511.8	0.0168258181961903	1.0169681695471	0.115244896749224	0.14600054901176	0.883920955023159	meno_status	-0.215201012057657	0.806379331916254	0.353250239929867	-0.60920273430071	0.542390068161915
ENSG00000064601.15	0.0212277996063252	1.02145471211784	0.0201527093285747	1.05334718326067	0.292181901437577	meno_status	-0.158746928823232	0.853212255078863	0.349133840726302	-0.454687888441269	0.649333795442638
ENSG00000227766.1	0.0187617718025096	1.01893887972869	0.0137339244936139	1.36608962800353	0.171910833372616	meno_status	-0.224986725379939	0.798526818829149	0.346992843452458	-0.648390102635547	0.516732670148703
ENSG00000008517.15	0.00534485662439645	1.0053591658528	0.021892521728729	0.244140747723116	0.807121815047895	meno_status	-0.205325733427876	0.814382001761801	0.346172415681285	-0.593131411189378	0.553093210349158
ENSG00000088179.7	-0.0646245406071179	0.937419360215645	0.0915168898328648	-0.706148785488014	0.480095615705111	meno_status	-0.213659586083345	0.807623264432266	0.346164844104469	-0.617219194040586	0.537090157157682
ENSG00000070081.14	-0.112162534238442	0.893898956506344	0.0591556665484101	-1.89605731424991	0.057952466175333	meno_status	-0.196784266934465	0.821367810396161	0.345969548505339	-0.568790715207782	0.569498176384179
ENSG00000275479.1	0.00390330212741007	1.00391092993247	0.0583964993753754	0.066841371814421	0.946707987091566	meno_status	-0.2048869747656	0.81473939731894	0.346184218184953	-0.591843775663212	0.553955206425099
ENSG00000161558.9	-0.0472664533396031	0.953833211682856	0.324574521117567	-0.145625889477881	0.884216729008046	meno_status	-0.204192184949439	0.815305666651326	0.346191987798359	-0.589823543427502	0.555308956809134
ENSG00000179833.4	0.0868443974361979	1.09072694660387	0.0480888242240284	1.80591642315107	0.0709313953696766	meno_status	-0.208690802202728	0.811646156053009	0.346006034763303	-0.60314208781211	0.546414169673274
ENSG00000267108.1	0.0780860387722049	1.08121568113795	0.0483116421217139	1.61629858441737	0.106029772750344	meno_status	-0.278799134960545	0.756691880895546	0.352050922594019	-0.791928431564013	0.428402407853555
ENSG00000022567.8	-0.072168294245746	0.930374305992904	0.13140428335687	-0.549208080605333	0.582862659607123	meno_status	-0.207624930956839	0.812511727564529	0.346121642706095	-0.599861162490613	0.548598767501734
ENSG00000120662.14	-0.0808522249815569	0.922329978704048	0.405577836866669	-0.199350698268398	0.841988423456346	meno_status	-0.198882199654818	0.819646442279892	0.347615301947204	-0.572133040578932	0.567231846481907
ENSG00000225630.1	-0.000638397340799218	0.999361806391427	0.00103539687004069	-0.616572600585639	0.537516671547417	meno_status	-0.224587547560158	0.798845636651995	0.347128440399631	-0.646986882727331	0.517640433045109
ENSG00000164283.11	-0.00936591207038091	0.990677811473977	0.0191562278046873	-0.488922566899585	0.624896518297665	meno_status	-0.205264387278672	0.814431962494024	0.346122354896798	-0.593039959351585	0.553154410264296
