gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	meno	meno_coef	meno_exp.coef.	meno_se.coef.	meno_z	meno_Pr...z..	Interaction	Interaction_coef	Interaction_exp.coef.	Interaction_se.coef.	Interaction_z	Interaction_Pr...z..
ENSG00000167578.15	0.217620756411038	1.24311553461494	0.0578208454564721	3.76370761605111	0.000167412612417643	meno_status	-0.858564700046537	0.42376988291855	1.94563232000564	-0.441277980026591	0.659011765469226	Interaction	-0.188697784644313	0.828036714294672	0.639298910704486	-0.295163626098431	0.767868886930842
ENSG00000078237.5	-0.126682182298299	0.881013629834119	0.109528340781395	-1.15661555168758	0.24742946558622	meno_status	-156.997931012455	6.55639168846308e-69	30841.537389229	-0.00509047033003241	0.995938409857705	Interaction	28.3401465683235	2032213214068.47	5491.76585165446	0.00516047976804869	0.995882551141736
ENSG00000146083.10	0.0198909790129761	1.02009012273232	0.0309404185289936	0.642880088850016	0.520301910178431	meno_status	4.02068280882136	55.7391520208741	3.26205461251272	1.23256146399226	0.217739421766702	Interaction	-0.536308041017624	0.584903711503811	0.366108646698034	-1.46488766614674	0.142951568399263
ENSG00000198242.12	0.00305879875369147	1.00306348165206	0.00286601943417024	1.06726378656851	0.285852735910745	meno_status	3.61403974410211	37.1156882495939	2.69028849373845	1.34336512701655	0.179153773121106	Interaction	-0.0458211561686242	0.955212780828832	0.0307725685122245	-1.48902605092654	0.136480508908536
ENSG00000134108.11	-0.0387529038009727	0.961988383454008	0.0314189828186349	-1.23342324685279	0.217417896244211	meno_status	-5.82516870260111	0.00295230604864926	3.60720908268817	-1.61486860591404	0.106339152132747	Interaction	0.151197102675622	1.16322591042725	0.0931229267906548	1.62362919515536	0.104454970648309
ENSG00000167700.7	0.0763303566542213	1.07931907550637	0.0338045042271816	2.25799367271434	0.0239460539115606	meno_status	-0.912600611983895	0.401478774706044	1.42799110304391	-0.639080040511871	0.522770863633458	Interaction	-0.0971094350650402	0.907456693116976	0.164339888197811	-0.590906055309912	0.554583368523694
ENSG00000060642.9	-0.385801613980485	0.679905396026848	0.084794053601579	-4.54986638324011	5.36799910948346e-06	meno_status	-4.64625679005158	0.00959746008444277	4.81118839787992	-0.965719154148895	0.334184732291015	Interaction	0.505128291951868	1.65719811200409	0.569393847879747	0.887133385499009	0.375007091583982
ENSG00000182141.8	-0.219047301884081	0.803283720421524	0.204959689099081	-1.06873357803636	0.285189736647846	meno_status	-3.11184392304747	0.0445187903869896	2.63385419912947	-1.18147918896801	0.237412415994141	Interaction	0.985170200283712	2.67826768755132	1.32239917261175	0.74498700595675	0.456279575211986
ENSG00000070087.12	0.000251325600770091	1.00025135718569	0.00623560380567717	0.0403049341494841	0.967850020094766	meno_status	-52.4791271766821	1.61660773361199e-23	11377.7913690682	-0.00461241777726322	0.996319836116432	Interaction	0.900829056732372	2.4616431071946	188.707727995108	0.00477367337471057	0.996191174181902
ENSG00000153561.11	-0.18577056239652	0.830464112820941	0.0356282550459793	-5.21413586370642	1.84676082497941e-07	meno_status	-16.4605960262017	7.09992852965394e-08	11.3661760790595	-1.44820878294574	0.147558668998554	Interaction	0.95369095770156	2.59527103876577	0.578475252715437	1.64862879306386	0.0992237062274076
