gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	meno	meno_coef	meno_exp.coef.	meno_se.coef.	meno_z	meno_Pr...z..
ENSG00000167578.15	0.0757563687281222	1.07869973715199	0.140423681937877	0.53948427845409	0.589552742089577	meno_status	0.99572094603736	2.70667500465247	0.68012690347325	1.46402228900584	0.143187858408984
ENSG00000078237.5	0.198438755242063	1.21949733730786	0.148934624755094	1.33238832520224	0.18273261648606	meno_status	1.21399646332664	3.36691354714824	0.635148975367052	1.91135703655205	0.0559587139295258
ENSG00000146083.10	-0.0920668734014997	0.91204415601066	0.0684548759005766	-1.34492791331938	0.178648515017859	meno_status	1.13448374420569	3.10956779606021	0.628421263974133	1.80529178314435	0.0710290347686524
ENSG00000198242.12	0.00450130709060207	1.00451145319122	0.00217137991839501	2.07301681869161	0.0381707143594266	meno_status	1.21742459266087	3.37847556897497	0.638778359087346	1.90586386552021	0.0566678702712302
ENSG00000134108.11	0.0120580823023386	1.01213107406192	0.0349625785327712	0.34488538341176	0.73018053955713	meno_status	1.16233159284199	3.19737957920933	0.641152322572452	1.81287901785717	0.0698504830851865
ENSG00000167700.7	-0.0848260518037019	0.918672071853573	0.0480819598042244	-1.76419705330416	0.0776988086872176	meno_status	0.997680800006851	2.71198489400871	0.631136200572055	1.58076941094896	0.113930771057416
ENSG00000060642.9	-0.182424307056508	0.833247712513395	0.144204906891844	-1.26503536522047	0.205858650700402	meno_status	1.07905481640078	2.94189760318175	0.627767156342128	1.71887746196887	0.0856366868321256
ENSG00000182141.8	-0.500359580532604	0.606312602301923	0.47876712510988	-1.04510012131215	0.29597669801421	meno_status	1.26379129194417	3.53881275851906	0.655087636166817	1.92919423626909	0.0537067534474262
ENSG00000070087.12	0.0115032321273615	1.01156964872625	0.0166520699442745	0.690798931655742	0.489691907050279	meno_status	1.22597185152184	3.40747603490947	0.651406571457037	1.88203789344594	0.0598308708234746
ENSG00000153561.11	0.0934188122114747	1.09792146190728	0.0583364730778832	1.60137915925692	0.109292965824445	meno_status	1.09225194735468	2.98097952852602	0.629497578150694	1.73511699689687	0.0827200843266376
ENSG00000179262.8	0.0503930982453001	1.05168443043447	0.0187561183949939	2.68675517951253	0.00721498136183515	meno_status	1.07352342398126	2.92566973580785	0.670479964993823	1.60112677489349	0.109348843017219
ENSG00000127511.8	-0.102100149623878	0.902939118127445	0.112825582156301	-0.904937937589678	0.365498267197017	meno_status	1.27438931411269	3.57651661483526	0.654267093435246	1.94781202799224	0.0514374590454177
ENSG00000064601.15	0.00153367788511649	1.00153485457052	0.00890607577867654	0.172205797842919	0.863275739955231	meno_status	1.14480241206242	3.14182050967048	0.644736225083869	1.77561360370825	0.0757966262367776
ENSG00000227766.1	0.00170468495794496	1.00170613875932	0.0207483196909163	0.0821601451750947	0.934519365797352	meno_status	1.13117236990043	3.09928788287352	0.64078259962892	1.76529820028743	0.0775136618382079
ENSG00000008517.15	-0.00205965867097705	0.997942460970448	0.0049634460917151	-0.414965456039705	0.678167191277022	meno_status	1.09902692323147	3.00124416160846	0.629166535650141	1.74679812252857	0.0806723623859819
ENSG00000088179.7	-0.035440854548705	0.965179818537793	0.35057736798949	-0.101092819402328	0.919476778131743	meno_status	1.11472087667243	3.04871709234949	0.631346089073664	1.76562569399614	0.0774586664374992
ENSG00000070081.14	0.166145833855488	1.18074528180492	0.0763225273275773	2.17689114437194	0.0294886903232941	meno_status	1.00751481756578	2.73878616718054	0.632640349708612	1.5925554195679	0.111259961215201
ENSG00000275479.1	-0.0717066571470116	0.930803900438997	0.0674438986142221	-1.06320450953128	0.287689217815062	meno_status	1.28332312838308	3.60861170231552	0.630704678404442	2.03474490094102	0.0418765477208974
ENSG00000161558.9	-0.668548926569011	0.51245164349925	0.205248185314344	-3.2572708282176	0.00112489050356774	meno_status	0.808614878409464	2.24479651617054	0.631302882225547	1.28086676170214	0.200240469349206
ENSG00000179833.4	0.0720346730009541	1.07469260623558	0.0747670374512573	0.963454958983972	0.335319257105777	meno_status	1.07983522518801	2.94419438201904	0.629768514094938	1.71465419597847	0.0864086460158614
ENSG00000064225.11	-0.326472553324445	0.721464176570047	0.422179906626446	-0.773301969611061	0.439343690398924	meno_status	1.06911201795307	2.91279184438693	0.629090978479746	1.69945533241738	0.0892334239253663
ENSG00000057294.12	0.274787821884254	1.31625136550242	0.197210421652667	1.39337373543179	0.16350680377053	meno_status	1.10840380177125	3.02951882042836	0.629343291613776	1.76120698598226	0.0782033760774291
ENSG00000273055.1	-0.174323061547586	0.840025473887894	0.0864895621284687	-2.01553872233337	0.0438482330264685	meno_status	1.20548631469147	3.33838218766802	0.628217420863467	1.91889985004645	0.0549970096245769
ENSG00000022567.8	-0.0939023960725617	0.910371613749499	0.115321714054979	-0.814264658152709	0.415493351502687	meno_status	1.17736093473801	3.24579701983233	0.636348378753741	1.85018297216976	0.064287182321425
ENSG00000120662.14	-0.790175200698083	0.453765288322442	0.408222643389024	-1.93564765084594	0.0529108700400812	meno_status	0.985501969089061	2.67915640063791	0.643356487962621	1.53181321324658	0.125568534496522
ENSG00000225630.1	-0.00162259512138958	0.998378720574364	0.00217496596014286	-0.74603242125362	0.455647830257726	meno_status	1.06912617947691	2.91283309425013	0.635025970240547	1.68359441909427	0.0922600780351222
ENSG00000164283.11	0.0452895396966285	1.04633077034812	0.0171078205747746	2.64730036761127	0.00811372497793145	meno_status	0.809571546662206	2.24694506929384	0.65636060337055	1.23342495345529	0.217417259860964
