gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	meno	meno_coef	meno_exp.coef.	meno_se.coef.	meno_z	meno_Pr...z..	Interaction	Interaction_coef	Interaction_exp.coef.	Interaction_se.coef.	Interaction_z	Interaction_Pr...z..
ENSG00000167578.15	-0.0998731883784106	0.904952169211953	0.0851775644568311	-1.17252928063032	0.240984623450064	meno_status	2.59583157179322	13.4077322188154	1.0552107523369	2.46001243452496	0.0138932202123986	Interaction	NA	NA	0	NA	NA
ENSG00000078237.5	0.167739093584998	1.18262801515657	0.0735820840211801	2.27961868457973	0.0226303138113233	meno_status	2.61054948146764	13.6065253316075	1.05553159614482	2.47320827818163	0.0133906077633997	Interaction	NA	NA	0	NA	NA
ENSG00000146083.10	0.0119498558326876	1.01202154061627	0.0173651388159787	0.688152047577751	0.491357037381488	meno_status	2.57728347853547	13.1613365005815	1.0548049020029	2.44337457442759	0.0145506263695686	Interaction	NA	NA	0	NA	NA
ENSG00000198242.12	-0.0012709853525829	0.998729822007217	0.00301086923188244	-0.422132366003906	0.67292840481123	meno_status	2.63909548860549	14.0005342360561	1.07221058435453	2.46135929556619	0.0138411676733078	Interaction	NA	NA	0	NA	NA
ENSG00000134108.11	-0.00165429535068509	0.998347072241631	0.0107067520166609	-0.154509542026454	0.877207988116123	meno_status	2.54182929205224	12.7028870201591	1.05964812040014	2.39874845537631	0.0164512116140247	Interaction	NA	NA	0	NA	NA
ENSG00000172137.17	0.00376491743994218	1.00377201364435	0.00973767550149394	0.386634103730872	0.699027106612609	meno_status	2.53325905275522	12.5944854159756	1.05606167912745	2.39877944898851	0.0164498193161581	Interaction	NA	NA	0	NA	NA
ENSG00000167700.7	0.00320095794600708	1.00320608648251	0.0202784480898616	0.157850242376655	0.874574807210947	meno_status	2.53091604222744	12.5650109470334	1.06848020322937	2.36870653717123	0.0178504107061853	Interaction	NA	NA	0	NA	NA
ENSG00000060642.9	0.00261408741935569	1.00261750712503	0.0882610212136694	0.0296176883454282	0.976371958242099	meno_status	2.559214708089	12.9256629104509	1.0544499277781	2.42706139065483	0.015221679881727	Interaction	NA	NA	0	NA	NA
ENSG00000182141.8	-0.0707045703953905	0.931737114198464	0.173398926797504	-0.407756678205741	0.68345232177834	meno_status	2.50967568648932	12.3009400524856	1.06057157332795	2.36634259262131	0.0179648117678458	Interaction	NA	NA	0	NA	NA
ENSG00000070087.12	-0.00077525868894106	0.999225041746433	0.00202689590628144	-0.382485694770264	0.702101137693729	meno_status	2.54058323542819	12.6870683611622	1.05513674455021	2.40782367645742	0.0160479296019127	Interaction	NA	NA	0	NA	NA
ENSG00000153561.11	-0.00118648851425097	0.998814215084948	0.0228095350615974	-0.0520172160917285	0.95851497552693	meno_status	2.54657631790909	12.7633313050866	1.07922554754625	2.35963309402658	0.0182930176081144	Interaction	NA	NA	0	NA	NA
ENSG00000179262.8	-0.000850764206166607	0.999149597591092	0.00613992695684015	-0.138562594009171	0.889795803754921	meno_status	2.55027180198196	12.8105852519681	1.05589654904227	2.41526672692997	0.0157236906705046	Interaction	NA	NA	0	NA	NA
ENSG00000127511.8	0.073887180146501	1.07668532716289	0.0576845696173183	1.28088292305328	0.200234791848462	meno_status	2.59767349999314	13.4324510570601	1.05528075023119	2.46159469830567	0.0138320876933245	Interaction	NA	NA	0	NA	NA
ENSG00000064601.15	0.00700245740361843	1.00702703193568	0.00973067905549229	0.719626797234262	0.471754808311503	meno_status	2.0466086074817	7.7416017255804	1.26688951113364	1.61545942996272	0.106211239237875	Interaction	NA	NA	0	NA	NA
ENSG00000227766.1	0.000620285670436821	1.00062047808738	0.0174067001677542	0.0356348799289309	0.971573495813387	meno_status	2.53519953717017	12.6189485461248	1.24191495339864	2.04136324329802	0.0412147351297036	Interaction	NA	NA	0	NA	NA
ENSG00000008517.15	0.00194103049985864	1.00194291551899	0.00472683278235436	0.410640822138803	0.681335925706809	meno_status	2.5101337487266	12.3065759393016	1.06040238209042	2.36715212179952	0.0179255631957527	Interaction	NA	NA	0	NA	NA
ENSG00000088179.7	-0.218297351377473	0.803886369404814	0.316873420904442	-0.688910261878049	0.490879741248086	meno_status	2.44247201973723	11.5014374100573	1.066587365131	2.28998776807865	0.0220220257349322	Interaction	NA	NA	0	NA	NA
ENSG00000070081.14	0.0154016636992329	1.01552088058134	0.042532847740194	0.362112214853607	0.717268176062762	meno_status	2.58500549994213	13.2633620374911	1.05702412855438	2.44555013467617	0.0144631338741488	Interaction	NA	NA	0	NA	NA
ENSG00000275479.1	0.100105461890687	1.10528747763639	0.114877702327271	0.871408984186512	0.383530882040526	meno_status	2.57750325490888	13.1642293692672	1.05484193457051	2.44349714439287	0.0145456847097866	Interaction	NA	NA	0	NA	NA
ENSG00000161558.9	-0.0139079728905785	0.986188296145221	0.18116038848927	-0.0767716000531888	0.938805243915531	meno_status	2.55527426019862	12.8748302268479	1.05510844430338	2.42181197012949	0.0154433389810053	Interaction	NA	NA	0	NA	NA
ENSG00000196167.8	0.0160598006747958	1.0161894524041	0.0215349247580002	0.745756061619374	0.455814786637008	meno_status	2.61631169333042	13.6851553370967	1.05767464187728	2.47364509816243	0.0133742482422014	Interaction	NA	NA	0	NA	NA
ENSG00000179833.4	0.0015139040879838	1.00151505061928	0.01584476261488	0.095546025193339	0.92388113462972	meno_status	2.56413969708871	12.989478675078	1.05589354508278	2.4284073986717	0.0151652972965406	Interaction	NA	NA	0	NA	NA
