gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	meno	meno_coef	meno_exp.coef.	meno_se.coef.	meno_z	meno_Pr...z..
ENSG00000167578.15	0.215470741127051	1.24044568834935	0.0576043089303461	3.74053165688688	0.000183631414858991	meno_status	-1.40386413641	0.245645918303065	1.00906911430611	-1.39124676051092	0.16415061202177
ENSG00000078237.5	-0.096254342472972	0.908232984466073	0.106390348294664	-0.904728145135696	0.365609426680505	meno_status	-1.50263377889643	0.222543257866165	1.00875759150098	-1.48958857068979	0.136332449026762
ENSG00000146083.10	0.0167261864433128	1.01686685227304	0.0309954001858723	0.539634472954364	0.589449137916531	meno_status	-1.47098513416178	0.229699089270088	1.01006930237286	-1.45632099768415	0.145303903556326
ENSG00000198242.12	0.00254666805471312	1.0025499135683	0.00288024230105485	0.884185352663015	0.376596163941325	meno_status	-1.47813292348651	0.22806310238204	1.0088610873176	-1.46515010051247	0.142879970230202
ENSG00000134108.11	-0.0246113389427884	0.975689050683293	0.0293897651069454	-0.837411896734494	0.402361080876125	meno_status	-1.35021439708633	0.259184686247058	1.02118694702912	-1.3222009946508	0.186101229966107
ENSG00000167700.7	0.0699227326900276	1.07242531463361	0.0328497165552679	2.12856426241567	0.0332903279022394	meno_status	-1.72801799953093	0.177636136199231	1.02348980777794	-1.6883587764128	0.0913423787347419
ENSG00000060642.9	-0.377650484651431	0.685470041102252	0.0839130183959926	-4.50049934885272	6.77940124603279e-06	meno_status	-0.804138999547364	0.447473035232072	1.02347090584149	-0.785697956783838	0.432044460538959
ENSG00000182141.8	-0.203655078190004	0.815743690458134	0.202969655138511	-1.00337697303089	0.315679010057021	meno_status	-1.49951067627779	0.223239369746176	1.0085196361092	-1.48684331230555	0.137056199123913
ENSG00000070087.12	0.0015756325168758	1.001576874478	0.00572479722914086	0.275229401812763	0.783139999540822	meno_status	-1.50023980207656	0.223076659487725	1.00866854036017	-1.48734667737417	0.136923272325649
ENSG00000153561.11	-0.171478919245952	0.842418026640066	0.0348560646185293	-4.91962937074643	8.67082421893575e-07	meno_status	-1.38955737927956	0.249185574924605	1.0087413842556	-1.37751598275606	0.168352776819285
ENSG00000179262.8	0.00406568223903193	1.00407395833726	0.0176072861920265	0.230909079042123	0.817385437270385	meno_status	-1.48308505206871	0.226936496425335	1.01075246818597	-1.46730787086817	0.142292323554285
ENSG00000127511.8	0.0481301704272348	1.04930723520605	0.0473001228056545	1.0175485299476	0.308892558143813	meno_status	-1.47976850868532	0.227690390631388	1.00899006862	-1.46658381951093	0.142489304291129
ENSG00000064601.15	0.0126171052351731	1.01269703672167	0.0060541260380245	2.08405063851134	0.0371555613545746	meno_status	-1.61568713915172	0.198754051817625	1.01102649678265	-1.59806606878579	0.110028274111443
ENSG00000227766.1	-0.0120721076055767	0.988000467945259	0.00847249853600576	-1.42485803382245	0.15419824270222	meno_status	-1.51775415543602	0.219203631839206	1.00878683646754	-1.50453406068494	0.132443910102479
ENSG00000008517.15	-2.145617806618e-05	0.999978544052116	0.00186562969863831	-0.0115007699983767	0.990823915464679	meno_status	-1.49878482606559	0.223401466912091	1.01173576437593	-1.48139947092815	0.138500155640785
ENSG00000088179.7	-0.763340388518348	0.466106845700634	0.221719644795629	-3.44281802012609	0.000575686555474116	meno_status	-1.47204823867162	0.229455024888338	1.00831076822826	-1.45991522163173	0.144313375273756
ENSG00000070081.14	0.0355037797432524	1.03614156446975	0.0326400656115814	1.08773616345473	0.276711598058078	meno_status	-1.44562345537766	0.235599145204002	1.00987160293826	-1.43149233147221	0.152289163209878
ENSG00000275479.1	-0.0689882603296317	0.933337637090088	0.0807164890638559	-0.854698477718155	0.392718093506291	meno_status	-1.47748131310966	0.228211759093996	1.00888289778188	-1.46447255311596	0.143064877058234
ENSG00000161558.9	0.214776607876278	1.23958495251853	0.0928502658087453	2.31315016715923	0.0207143843027382	meno_status	-1.45100114555441	0.234335566607468	1.00879102400135	-1.43835651887449	0.150332923065189
ENSG00000179833.4	-0.0871078190866282	0.916578265673942	0.0356722191302806	-2.44189515568114	0.0146103890330228	meno_status	-1.59750595063689	0.202400686325787	1.00907003897199	-1.58314674793474	0.113388020657649
ENSG00000064225.11	-0.0859462758612275	0.917643529504208	0.120495743068866	-0.713272300516933	0.475677274388194	meno_status	-1.48748411636321	0.225940380781553	1.00878996438177	-1.47452311073972	0.140340799919375
ENSG00000057294.12	-0.248047618289045	0.780322784757416	0.106719147309462	-2.32430285045064	0.0201092681550513	meno_status	-1.59468907409846	0.202971627828798	1.00908482646366	-1.58033203183429	0.114030847940973
ENSG00000273055.1	0.159318727249431	1.17271166228338	0.0470150545809873	3.38867472704922	0.000702312676772951	meno_status	-1.44699778281272	0.235275577230174	1.00901272974931	-1.43407287158034	0.151551468587523
ENSG00000022567.8	0.0172828217029422	1.01743303378104	0.0446241393222174	0.387297591963584	0.698535908042163	meno_status	-1.59993556972955	0.201909526660985	1.05769870448026	-1.51265720847766	0.130366754416757
ENSG00000120662.14	-0.020624642999565	0.97958659025389	0.181990914133841	-0.113327871876049	0.90977062101629	meno_status	-1.50422759671766	0.222188846964013	1.01018971364708	-1.48905455717517	0.136473002842886
ENSG00000225630.1	0.000463814308818516	1.00046392188731	0.000553593850335069	0.83782417116409	0.402129461390101	meno_status	-1.46140681508152	0.231909790940998	1.00986383470476	-1.44713253892171	0.147859806215799
