gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	age	age_coef	age_exp.coef.	age_se.coef.	age_z	age_Pr...z..	gender	gender_coef	gender_exp.coef.	gender_se.coef.	gender_z	gender_Pr...z..	p_adjusted_new
ENSG00000078237.5	0.0734829260433094	1.07625016066639	0.0153334539904508	4.79232703140937	1.64857886107422e-06	age	0.0559623025261619	1.05755781572706	0.00738031597209896	7.58264317377813	3.38585114256965e-14	gender	-0.0461955576544954	0.954855214685191	0.183109146997753	-0.252284270949404	0.800821344979477	6.54866249122098e-06
ENSG00000146083.10	-0.0649411605393277	0.937122601543696	0.0327799178923192	-1.98112639429595	0.0475771010043746	age	0.0579252270820762	1.05963576069024	0.00734606097336609	7.88520913345127	3.14009182851138e-15	gender	-0.0321653048752657	0.968346496451285	0.182869613030308	-0.175892015859052	0.860378777983512	0.047960077780602
ENSG00000198242.12	-0.00870175997082184	0.991335990763839	0.00274288578822162	-3.17248352380859	0.00151141135116878	age	0.0595740433900541	1.0613843465653	0.00736791361532383	8.08560557308268	6.1856069085227e-16	gender	-0.10423900278274	0.901009927805239	0.184153396043846	-0.566044422867561	0.571363582615012	0.00244719739259059
ENSG00000167700.7	-0.0560662375972954	0.945476507724079	0.0214694511768231	-2.61144251595124	0.00901611440957443	age	0.0574753576910566	1.05915917020565	0.0073230453629376	7.84855955992613	4.2084275233846e-15	gender	-0.0627230047915088	0.939203592556566	0.182595777278866	-0.34350742238533	0.731216757908203	0.0115069023160743
ENSG00000060642.9	0.300010839714397	1.34987343973926	0.0664699500005057	4.51348074900184	6.37722406850406e-06	age	0.0602648605387708	1.06211782239296	0.00732395208910598	8.22846187489563	1.89632638281756e-16	gender	-0.0784474034605927	0.924550686819372	0.182364805938799	-0.430167449562168	0.667073838210372	2.10025415113233e-05
ENSG00000070087.12	-0.00940564750315897	0.990638447244477	0.00227702830408498	-4.1306678034196	3.61710954806103e-05	age	0.0541238967462061	1.05561538136435	0.00748403331250819	7.23191553086061	4.7622839265449e-13	gender	-0.0576005205690711	0.944026991486454	0.182489693235552	-0.31563711652867	0.752277961880863	9.50411484371803e-05
ENSG00000127511.8	0.0685543348961372	1.07095881380604	0.0245420558142938	2.79334116974054	0.00521666402358706	age	0.0566453770344287	1.05828045329156	0.00717232931393231	7.89776578222567	2.83947071291083e-15	gender	-0.0863973807035791	0.917229669418659	0.182601372641353	-0.473147487632921	0.636107959158097	0.0071734918385772
ENSG00000064601.15	0.0699515310899791	1.07245619921145	0.0102240046216683	6.84189157560892	7.8154234333214e-12	age	0.0566059495832491	1.0582387288132	0.00737584951781894	7.67449897757508	1.66066447657487e-14	gender	-0.160069811514672	0.852084301594061	0.184978707209216	-0.865341821929962	0.386851202633992	1.71496515338548e-10
ENSG00000227766.1	0.0500074927568421	1.05127897332423	0.0160877491590793	3.10842071581032	0.0018809010461567	age	0.0546153875877061	1.05613433417627	0.00732519302189171	7.45582913985819	8.93044152313779e-14	gender	-0.102042859593621	0.90299084901866	0.183936067088637	-0.554773521086801	0.579049580750732	0.00296909803373266
ENSG00000275479.1	-0.095953422805697	0.908506330759142	0.0473121790550078	-2.02809138623981	0.0425509218860764	age	0.0553990873488363	1.05696235081752	0.00721012431606257	7.68351347637922	1.54783674534771e-14	gender	-0.0897309804399757	0.914177083710844	0.183238984090188	-0.489693723666418	0.624350643806254	0.0436902758390175
ENSG00000179833.4	0.258870687951322	1.29546627459848	0.0359296231028033	7.20493747486944	5.80704900929157e-13	age	0.0578174845119641	1.05952159896015	0.00735719411486413	7.8586324635845	3.88349894110531e-15	gender	-0.179420460952292	0.8357544234105	0.184220075186425	-0.973946301838843	0.330083202189833	1.97610589651796e-11
ENSG00000120662.14	0.449531288461323	1.56757727171732	0.130563325481432	3.44301347107809	0.000575270657909511	age	0.0565212338616817	1.05814908315295	0.00733071493980765	7.7101939341219	1.25626688077975e-14	gender	-0.0921047046996249	0.912009652848945	0.183235822275752	-0.502656650624878	0.615205692361603	0.0010541865427412
ENSG00000272905.1	-0.420683296196098	0.656598015572997	0.11541443216797	-3.64497999334998	0.000267412603681794	age	0.0536259253367066	1.05508984594667	0.0073608428714852	7.2852968434424	3.20962800491507e-13	gender	-0.0106765357139603	0.989380256200138	0.183625578417872	-0.0581429657346756	0.953634750553157	0.000543907807453933
ENSG00000013392.7	-0.471777417411188	0.623892365041897	0.0787040829467562	-5.9943194780676	2.04339311156763e-09	age	0.0563146801732283	1.057930541128	0.00746139677082925	7.54747159317323	4.43789297468679e-14	gender	0.0371691194336259	1.03786852973468	0.183577193710933	0.20247133471358	0.839548265899852	2.01119733700163e-08
ENSG00000130204.11	0.0623051319060445	1.06428704312164	0.0178214352022118	3.49607824505133	0.000472150228380553	age	0.0544930453411776	1.05600513223278	0.00723603025312521	7.53079291198959	5.04331200766155e-14	gender	-0.0842923960570848	0.919162457320848	0.182938809034506	-0.460768256347321	0.644964878494076	0.000889848094655903
ENSG00000164182.9	-0.0976033153102088	0.907008628837055	0.0256707490074813	-3.80212183453487	0.000143462143951143	age	0.0618448476202365	1.0637972812436	0.00738123607261577	8.37865731590398	5.35348932783299e-17	gender	0.000836014991119674	1.00083636454906	0.183513551227366	0.00455560358092513	0.996365166810246	0.000314999913135452
