gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	age	age_coef	age_exp.coef.	age_se.coef.	age_z	age_Pr...z..	gender	gender_coef	gender_exp.coef.	gender_se.coef.	gender_z	gender_Pr...z..	Interaction	Interaction_coef	Interaction_exp.coef.	Interaction_se.coef.	Interaction_z	Interaction_Pr...z..	p_adjusted_new
ENSG00000088179.7	-0.281366431142294	0.754751720268082	0.183109846496838	-1.53659913175206	0.12439150532671	age	0.0356572111949534	1.03630055337079	0.00798232750960185	4.46701931887182	7.93169696040172e-06	gender	-1.21377663437803	0.297073221247378	0.476662242878222	-2.54640818003311	0.0108837840225517	Interaction	1.0399968297976	2.8292080451752	0.34410153287736	3.02235453908384	0.00250816595249311	0.040096351442532
ENSG00000013392.7	-0.315095694590548	0.729719040762944	0.129847164235838	-2.42666596875576	0.0152382786470268	age	0.0326090324414412	1.03314653349205	0.0078230723488184	4.16831533538949	3.06859220477954e-05	gender	-0.892327444877638	0.409701085522759	0.416750892316271	-2.1411530516903	0.0322616976409186	Interaction	0.625119642522022	1.86846949246221	0.237717765574437	2.62967153932077	0.00854674007360044	0.0423313435718295
ENSG00000184178.14	0.0880881123578091	1.09208434391544	0.0375036817564144	2.3487857253573	0.0188347422085485	age	0.0353166601978523	1.03594770026969	0.00798700613724094	4.42176449986455	9.78981265861771e-06	gender	1.19572908381522	3.3059672192431	0.471121414705371	2.53804867809502	0.011147247825545	Interaction	-0.183622278179677	0.832250103488068	0.0733799597508318	-2.50234912642611	0.0123372196866916	0.043273263021662
ENSG00000001460.16	-0.0101499766101115	0.989901360565292	0.0352033299256334	-0.288324332713787	0.77309848283152	age	0.0318967142363815	1.03241086645337	0.00774081512501924	4.12058855834026	3.77905771875655e-05	gender	-0.316993029716753	0.728335831815055	0.279639669818272	-1.13357675583996	0.256972127762197	Interaction	0.19192019503701	1.2115738235025	0.097697386463957	1.96443530357707	0.0494796321159517	0.0498237756399298
ENSG00000270015.1	-0.146479319946681	0.863743594413654	0.0770546438636808	-1.90097978008724	0.057304661120252	age	0.0317923943039421	1.03230317103901	0.00786106793704323	4.04428438458454	5.2483183028234e-05	gender	-0.414029978126017	0.660981135993112	0.295214752321483	-1.40247048926317	0.160774796919821	Interaction	0.222953429332393	1.24976237011278	0.105620770484858	2.11088622350428	0.0347820924951719	0.0487285481204343
ENSG00000115221.9	-0.00420316542172674	0.995805655515108	0.00386637690438992	-1.08710700629171	0.276989521833218	age	0.032067283378396	1.03258697890831	0.00786414911207932	4.07765454614037	4.54922907412597e-05	gender	-0.244434339280413	0.783147408699596	0.215054296452763	-1.13661686054295	0.255698488538609	Interaction	0.0126045142156196	1.01268428591375	0.00495936273226088	2.54155924784986	0.0110359240349185	0.0423313435718295
ENSG00000214176.8	-0.178613320946103	0.836429266550796	0.0713262277627739	-2.50417450282326	0.0122737481850588	age	0.0321895769661356	1.03271326539647	0.00778801265269859	4.13322093858973	3.57714557328392e-05	gender	-0.529270148901289	0.589034720470149	0.294162712160152	-1.7992428238598	0.0719802780777621	Interaction	0.237754678734404	1.26839798965399	0.0950024274081202	2.50261688275643	0.0123278911755869	0.043273263021662
ENSG00000168172.7	-0.0125579039644642	0.987520617479594	0.0593326467377144	-0.211652516025075	0.832378135475397	age	0.0349282548496907	1.03554541077325	0.0078862400392728	4.42901239066411	9.46655848181795e-06	gender	-0.643780755939453	0.525302623923532	0.366707904421591	-1.75556825521634	0.079162156596445	Interaction	0.242100189864284	1.27392182047689	0.0993475876465732	2.43690053879868	0.0148137533128026	0.045727510915105
ENSG00000165029.14	-0.0149996638815824	0.985112270717385	0.0263471851136697	-0.569308023489769	0.569147122743462	age	0.033547240371047	1.03411629460987	0.00787068278003667	4.26230370459558	2.02330205567024e-05	gender	-0.245179020430736	0.782564430679725	0.221914679794504	-1.10483461778092	0.269231257304249	Interaction	0.0737037263257252	1.07648782324283	0.0319802185102378	2.30466612672238	0.021185279379884	0.0472234086124281
ENSG00000140854.11	-0.0213943762761907	0.978832859980887	0.0350124115201957	-0.611051205765993	0.541165681345324	age	0.0317660812908622	1.03227600838954	0.00774327417380402	4.10240946889481	4.08869855559524e-05	gender	-0.849264029221096	0.427729612632798	0.445628814757923	-1.90576551851217	0.0566806344913173	Interaction	0.138435456727945	1.14847555280789	0.0593331349082603	2.33318965771809	0.0196381934125131	0.0464659627184208
ENSG00000198105.10	-0.28021129844526	0.755624062396766	0.104646906914694	-2.67768352363901	0.00741332273531421	age	0.0315478165899977	1.03205072356212	0.00789901939607047	3.99389025499694	6.49979571828083e-05	gender	-0.781659745057677	0.457645805242193	0.373769545590042	-2.0912879454203	0.0365022597599457	Interaction	0.48466411702527	1.6236295677181	0.189014452150764	2.56416433510961	0.010342456306671	0.0423313435718295
ENSG00000147439.10	-0.147936556043846	0.862485832719625	0.0932718052220954	-1.58608012026341	0.112721135851281	age	0.0332390821772419	1.03379767229589	0.00784732817080105	4.23571965563012	2.27820872313423e-05	gender	-1.40287930535125	0.245887957197012	0.488549531145879	-2.87151909052259	0.0040850410722543	Interaction	0.523733533636291	1.68831929423104	0.155555125535614	3.36686773793502	0.000760271420221491	0.0294816361841445
