gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	age	age_coef	age_exp.coef.	age_se.coef.	age_z	age_Pr...z..	gender	gender_coef	gender_exp.coef.	gender_se.coef.	gender_z	gender_Pr...z..	Interaction	Interaction_coef	Interaction_exp.coef.	Interaction_se.coef.	Interaction_z	Interaction_Pr...z..	p_adjusted_new
ENSG00000146083.10	0.48173701008772	1.61888397915735	0.156168867890451	3.08471859081189	0.00203744829199075	age	0.013376551715095	1.01346641803642	0.01367516822158	0.978163595383515	0.327993418499626	gender	0.478207215474697	1.61317972455485	0.375415691316578	1.27380721300602	0.202731748253109	Interaction	-0.974707821080239	0.377302577319308	0.338191935713696	-2.882114320743	0.00395016387679986	0.0417469814779341
ENSG00000273055.1	0.141345492655842	1.1518225254723	0.155331183106401	0.909962119834118	0.362842487221461	age	0.00140691987169441	1.00140791004777	0.0135576648754027	0.103773023203055	0.917349475225459	gender	0.203405911375906	1.22556984003627	0.467685282613428	0.434920488066832	0.663620142637055	Interaction	-1.5215554547467	0.218371954952453	0.700196136237193	-2.17304177501384	0.0297771732806561	0.0759593676511343
ENSG00000120662.14	0.00202296566500654	1.00202501324054	0.181025664265531	0.0111750213607239	0.991083808567325	age	0.00345352911707172	1.00345949941965	0.0130193624796473	0.265261000488349	0.790808405743355	gender	0.031275103764323	1.03176930846755	0.45848447124193	0.0682140960621979	0.945615206074046	Interaction	-1.09551754936517	0.334366510984126	0.49319970337433	-2.22124535329188	0.0263343479047276	0.0716683563730115
ENSG00000013392.7	0.246854013199567	1.27999223716663	0.163031374421828	1.51415035342128	0.129987710095798	age	0.00119194140020616	1.00119265204468	0.013577609743759	0.087787277930421	0.930045749465061	gender	0.375000287919442	1.45499183353858	0.376858816289091	0.995068369667055	0.319703013133088	Interaction	-0.973981779237934	0.377576614246751	0.435787172501208	-2.23499414553152	0.0254177330983763	0.0713441950486614
ENSG00000109618.10	-0.316790778647485	0.7284831534133	0.214450683512671	-1.47721971997709	0.139616749368388	age	0.00720116219279865	1.0072271529116	0.0131740666672679	0.546616498509952	0.584642231898797	gender	-0.692286364932402	0.500430593117825	0.64110225263404	-1.07983767345703	0.280214471659307	Interaction	-1.37006251806261	0.254091073774573	0.549884542174745	-2.4915457936754	0.0127188570122301	0.0587562879793735
ENSG00000164114.17	0.144691041827188	1.15568245756398	0.21206867161243	0.68228390703376	0.495059447011127	age	0.00552084186029987	1.00553610979207	0.0136918834056277	0.403220046267021	0.686786353830055	gender	0.649304994307815	1.91420997976159	0.337866060223256	1.92178224080502	0.0546331638558097	Interaction	-0.832491937284891	0.434964031601848	0.394922880818233	-2.10798608467574	0.0350321931106872	0.0799813752843852
ENSG00000149089.11	0.231092555437741	1.25997585166909	0.164507933794561	1.40475021542931	0.160095567833141	age	0.00435128221131151	1.00436076278565	0.0135619911130522	0.320843906697727	0.748328684202144	gender	0.563984212709754	1.75766146543907	0.341259722447777	1.65265390437648	0.0984013207585878	Interaction	-0.680342439504602	0.506443536394484	0.331365875645654	-2.05314575068715	0.0400584439477025	0.0840359978886846
ENSG00000152942.17	-0.0989861789835352	0.905755226394937	0.205037902357937	-0.482770150519458	0.629258947297643	age	0.010870180012193	1.01092947507351	0.0133228649903637	0.815904088201395	0.41455499375427	gender	0.339408042247784	1.40411616705398	0.39531581203448	0.858574415480706	0.390575358364302	Interaction	-0.968651395494585	0.379594616077156	0.404981127856778	-2.391843295565	0.016763998193611	0.0628289674419576
ENSG00000142507.8	-0.760215854241233	0.467565490122377	0.256268656065464	-2.96648004446956	0.0030122990870284	age	0.00695853272611876	1.00698279956952	0.0132681967289306	0.52445203129571	0.599964175219092	gender	0.700838382705166	2.01544171082957	0.357331185022493	1.96131323567813	0.0498424942464065	Interaction	0.824222570743207	2.28010745386325	0.411148927800898	2.00468130891574	0.0449971279625917	0.0879719889982417
ENSG00000150773.9	-0.139775313320463	0.869553590560076	0.213754970762807	-0.653904387915095	0.513173406801062	age	0.00778784648641107	1.00781825063923	0.0132241607307742	0.588910452992896	0.555921345271285	gender	-0.311138734683773	0.732612230092528	0.521663757755632	-0.596435405101542	0.550884394150704	Interaction	-1.35558127480523	0.25779739975771	0.456887105263687	-2.96699394486712	0.00300726881530588	0.036854534531171
ENSG00000251615.3	-0.0396012939993716	0.961172588043859	0.194481947416368	-0.203624524154876	0.838646927136303	age	0.0015145156547163	1.00151566311276	0.013240044664812	0.114389014014538	0.908929422378297	gender	0.0451296969454083	1.04616353532511	0.468710274908567	0.0962848466554568	0.923294345784095	Interaction	-0.958773023323942	0.383362974950761	0.486960252502652	-1.96889380272104	0.0489652873641993	0.0913646160804175
ENSG00000272734.1	-0.162684678383177	0.849859125122657	0.206156409495278	-0.789132284470175	0.430034694420071	age	0.0102660967514349	1.01031897391514	0.0133159677670753	0.77096136991399	0.440729829247071	gender	-1.34496167486965	0.260549693269587	0.885342115003244	-1.51914344983432	0.128726391943336	Interaction	-3.13363746662664	0.0435590640925591	1.16024785933604	-2.70083451687632	0.00691657429624223	0.0487861520401236
ENSG00000255153.1	-0.354723041409952	0.701367666111392	0.24148350531019	-1.46893279917527	0.141851017299157	age	0.000886976135473614	1.00088736961513	0.013236075932451	0.0670120162501489	0.946572137120425	gender	-0.432587833974377	0.648827861501827	0.616738437640458	-0.701412150715608	0.48304584124566	Interaction	-1.38446235019562	0.250458422520386	0.725932970881915	-1.907149014755	0.0565012936231801	0.0973698182597096
