gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	age	age_coef	age_exp.coef.	age_se.coef.	age_z	age_Pr...z..	gender	gender_coef	gender_exp.coef.	gender_se.coef.	gender_z	gender_Pr...z..	Interaction	Interaction_coef	Interaction_exp.coef.	Interaction_se.coef.	Interaction_z	Interaction_Pr...z..	p_adjusted_new
ENSG00000146083.10	0.45590878211454	1.57760643228004	0.0918992198617313	4.9609646610764	7.01439536009781e-07	age	0.0116886497904647	1.0117572289964	0.00711413483973254	1.64301774618938	0.100379261613614	gender	0.0832677284785555	1.08683274567787	0.187910456069001	0.443124508451939	0.657675678844029	Interaction	-0.367124036186056	0.692723716907567	0.148227353400147	-2.47676307891018	0.0132579876728924	0.0416841723695504
ENSG00000166391.13	-0.629210818121549	0.533012278699728	0.180993689062111	-3.47642407523737	0.000508148084566454	age	0.0156328979907709	1.01575573098439	0.00712957633026198	2.19268260365149	0.0283302549805549	gender	0.168988374079833	1.18410637251779	0.190998384600431	0.884763368199983	0.376284270390584	Interaction	0.574782798072845	1.77674457265531	0.209450976483756	2.74423546608493	0.00606520157871275	0.032774697162247
ENSG00000161558.9	0.0387842622212958	1.03954619007082	0.14936412548834	0.259662499910819	0.795124121357126	age	0.0136421699101189	1.01373564891183	0.00719770964945984	1.89534873932331	0.0580462150373338	gender	0.128472301537798	1.13708992521271	0.187207264318166	0.686257031775506	0.492551039400732	Interaction	-0.539370339167276	0.583115301670003	0.263850146999296	-2.04422982250116	0.0409308483263647	0.061662057218939
ENSG00000184178.14	0.278911085399571	1.32168982112254	0.103929922264732	2.68364566548144	0.00728242432346243	age	0.0121131439585304	1.01218680520945	0.00696189892107257	1.7399195385997	0.0818731473362167	gender	0.109759052347287	1.11600913827861	0.188086447499598	0.583556411460859	0.559518793422281	Interaction	-0.352196204247836	0.703142148964878	0.202511387292584	-1.73914271664631	0.0820096624871356	0.0911952325147919
ENSG00000166913.11	0.590747206378295	1.8053368707727	0.0941387299528764	6.27528336821634	3.48998088725301e-10	age	0.014874303793565	1.01498547677322	0.00731154564188502	2.03435833161676	0.041915479845823	gender	0.107190569675092	1.11314636620899	0.190279146538644	0.563333248151407	0.573207982047834	Interaction	-0.454092707758005	0.635023858878679	0.154256522885412	-2.94375044415673	0.00324261349667762	0.0266921902446396
ENSG00000106069.19	-0.298905521078684	0.741629474477889	0.131147444976856	-2.27915626668466	0.0226577777567683	age	0.0116187736436049	1.01168653376966	0.00711926326771059	1.63201910179413	0.102675462242437	gender	0.159745456357352	1.17321219927413	0.186571634291083	0.856215131331926	0.391878794467043	Interaction	0.476885467229632	1.61104891559166	0.184629685236265	2.58292953605687	0.00979653291718568	0.0376875436112892
ENSG00000143033.16	0.536399770178715	1.70983995091613	0.0864439885693908	6.20517145328311	5.46373026792884e-10	age	0.0190820283239916	1.01926525380884	0.0074102966800877	2.57506941324862	0.0100219971558438	gender	0.0233751056348884	1.02365044459017	0.190613365762583	0.122630989392438	0.902399313661607	Interaction	-0.473970355445761	0.622525706791232	0.15478655573706	-3.06208994178349	0.00219797397997282	0.0247159931217352
ENSG00000143183.15	0.443942159028833	1.55884031817636	0.0976544218206657	4.54605281309326	5.46613259772299e-06	age	0.0122144394351744	1.01228934034742	0.00715515604225389	1.70708218843077	0.0878067772268704	gender	0.158521155468258	1.17177671344805	0.188841555870601	0.839439998984548	0.401222446003111	Interaction	-0.412519460344653	0.661980314200417	0.16485841217409	-2.50226515532028	0.0123401464902646	0.0406701162156003
ENSG00000166126.9	-0.138659731157571	0.870524190326615	0.128995419796972	-1.0749198023915	0.28241063535487	age	0.0101459552479573	1.01019759996579	0.00709689503057323	1.4296329879826	0.152822382506691	gender	0.121047593107246	1.12867862841209	0.189374032157833	0.639198477890357	0.522693822188752	Interaction	0.362821918655648	1.4373798659092	0.166765646481022	2.17563944560331	0.0295822313844596	0.0553944247844936
ENSG00000076984.16	0.322101071134619	1.38002424952545	0.115499438701912	2.78876741527652	0.00529090470197489	age	0.01079551233716	1.01085399413801	0.00702921792298269	1.53580561243706	0.124586062817182	gender	0.114159384876677	1.12093077005965	0.190866062641657	0.598112536595919	0.549764845779388	Interaction	-0.359991378105977	0.697682341388308	0.184860069151398	-1.9473723003487	0.0514901164356589	0.067429718730952
ENSG00000125843.9	0.30230702070721	1.35297655476775	0.105387668110342	2.86852367196027	0.00412392337648552	age	0.0106328010595999	1.01068953017363	0.00712406362396846	1.49251910438117	0.135563112765686	gender	0.166385244379859	1.18102799849331	0.186179254685377	0.893683051105946	0.371491496267821	Interaction	-0.439827040517844	0.644147822922746	0.163853039974956	-2.68427757327584	0.00726867310752524	0.0329749061690489
ENSG00000105053.9	0.241867174656357	1.27362501190081	0.115303021568197	2.09766553700679	0.035934701282405	age	0.011760231137464	1.01182965453381	0.0071175582463159	1.65228449567676	0.0984765684366714	gender	0.141474342096047	1.15197094672171	0.187632892294508	0.75399542354221	0.450851969756342	Interaction	-0.354665090637819	0.701408312086913	0.176961663819468	-2.0041916592717	0.0450495336954648	0.0634435605525907
ENSG00000143224.16	0.324682367438367	1.38359110259163	0.114099623154673	2.8456042050045	0.00443272533308286	age	0.0128152086929401	1.01289767537927	0.00718355460580797	1.78396481911322	0.0744293819923665	gender	0.130450572969237	1.1393416242283	0.18696452426989	0.697729012916518	0.48534668041113	Interaction	-0.33072893597297	0.718399875013625	0.162335779934579	-2.03731386947629	0.0416185988390907	0.0618943264786477
