gene	coef	exp.coef.	se.coef.	z	Pr...z..
ENSG00000167578.15	-0.121030913786895	0.886006569351237	0.0417543809748006	-2.8986398782906	0.0037478509090753
ENSG00000078237.5	0.00174131097941169	1.00174282794175	0.0287794752547886	0.0605053067853261	0.951753189392127
ENSG00000146083.10	-0.0447091681828815	0.956275556752459	0.0180474746015927	-2.47730882962074	0.013237730327785
ENSG00000198242.12	0.000687360393198915	1.00068759667949	0.000936024057012433	0.734340520469962	0.462741227799293
ENSG00000134108.11	0.000315158129913271	1.00031520779745	0.00618068749528971	0.0509907886709128	0.959332860576813
ENSG00000167700.7	0.00616803448380762	1.00618709597901	0.00811760520549766	0.759834252549053	0.447353665793961
ENSG00000060642.9	0.0463058437748523	1.04739470112422	0.0385957688137081	1.19976477210128	0.230230709292816
ENSG00000182141.8	-0.215838074617317	0.805865781434268	0.0870783559696977	-2.47866501628058	0.0131875094134621
ENSG00000070087.12	0.00490120670744984	1.00491323726777	0.00330175421237693	1.48442506382735	0.137696189576796
ENSG00000153561.11	0.00258904359803794	1.00259239806574	0.0198267285956002	0.130583499216935	0.896104796659165
ENSG00000179262.8	0.0063788990216247	1.00639928752701	0.00512246670466095	1.24527876693088	0.213029297797722
ENSG00000127511.8	-0.0426870522347039	0.958211213207948	0.0312511749961343	-1.36593431254934	0.171959581780289
ENSG00000064601.15	0.00457603183772163	1.0045865178601	0.00290637176548875	1.57448262196151	0.115375915997272
ENSG00000227766.1	-0.000308046703206754	0.999692000738307	0.00529195286825191	-0.0582104018829841	0.953581035268951
ENSG00000008517.15	-0.0040595830386742	0.995948645929391	0.00354335170414156	-1.14569011987414	0.251923393370575
ENSG00000088179.7	-0.292393254112272	0.746474923911529	0.182457656069145	-1.60252663775021	0.109039201903859
ENSG00000070081.14	0.0136077757271911	1.01370078290207	0.0353842230357787	0.38457183907731	0.700554661579172
ENSG00000275479.1	-0.058910333792272	0.942791301887898	0.05006342674045	-1.17671397321019	0.239309688741021
ENSG00000161558.9	-0.052319876847361	0.94902524708091	0.122490541168142	-0.427134016622083	0.669281717750034
ENSG00000179833.4	-0.0290897536310777	0.97132928022424	0.0214445255718787	-1.35651187682252	0.174936359075205
ENSG00000057294.12	0.017165614280294	1.0173137900657	0.0232968965247692	0.736819784645715	0.461231949993321
ENSG00000022567.8	-0.00349440745671641	0.996511690879595	0.0388794477966863	-0.0898780115136882	0.928384154691006
ENSG00000120662.14	-0.200375388265617	0.818423468839633	0.0822989247374302	-2.43472668573621	0.0149030417608811
ENSG00000225630.1	9.39523193868708e-05	1.00009395673304	0.000210274538116342	0.446807874260498	0.655013785390191
ENSG00000164283.11	-0.0187383865080101	0.981436085581711	0.0125006221185927	-1.4989963163625	0.133874587685661
ENSG00000013392.7	-0.317885154277069	0.727686355281395	0.129816765239899	-2.44872188649612	0.0143364097148821
ENSG00000184178.14	0.0638270022138582	1.06590798308891	0.0376295797781978	1.69619226656469	0.0898494745441723
ENSG00000166913.11	-0.00264784115000986	0.997355661289385	0.00176297880431148	-1.501913207087	0.133119525317596
ENSG00000130204.11	-0.00336087333506723	0.996644768077925	0.00566029016923413	-0.59376343519187	0.552670348263784
ENSG00000164182.9	0.00921901466115684	1.00926164066604	0.0121085130987735	0.761366369756059	0.446438268618423
ENSG00000109618.10	-0.227742712719885	0.796329118833577	0.11026536133286	-2.06540576267097	0.0388846237812466
ENSG00000153015.14	0.0366696268648669	1.03735025156555	0.0357772588479721	1.02494232497483	0.305390402166937
ENSG00000149089.11	-0.0770486941895624	0.925844769248132	0.0626355575664359	-1.23011109317322	0.21865550654014
ENSG00000179632.8	-0.00210057767891873	0.997901626990411	0.00451867831075125	-0.464865505898227	0.642027773875931
ENSG00000114861.17	-0.0164561800019962	0.983678483235432	0.0406073374382489	-0.405251391500881	0.685292732647041
ENSG00000138193.13	-0.0602263665490763	0.94155137372378	0.0455842580895834	-1.32120975690156	0.186431433931916
ENSG00000152942.17	-0.0357331382686153	0.964897753413579	0.0453519224259535	-0.787907906813809	0.430750575892086
ENSG00000118363.10	-0.0139872198322964	0.986110146835381	0.0190580702380303	-0.733926344986646	0.462993629647279
ENSG00000136169.15	-0.130415813052047	0.877730383280488	0.104926090366286	-1.24293026259512	0.213893532780875
ENSG00000121644.17	0.000519317548733488	1.00051945241744	0.0161941685459929	0.0320681822755258	0.974417677219503
ENSG00000138495.5	-0.013676270811821	0.986416824497709	0.0132325632639965	-1.03353148887123	0.301355242299324
ENSG00000169992.8	0.0069825693206275	1.00700700429765	0.0167978711197549	0.415681801035831	0.677642860016825
ENSG00000127564.15	0.0330974916518413	1.03365130670255	0.0227894908026751	1.45231378526265	0.146414376165433
ENSG00000176973.7	-0.0123924386969943	0.987684031361985	0.0091610796288554	-1.35272688362633	0.176142898644679
ENSG00000159479.15	0.0144237834865003	1.01452830819415	0.00908561403717153	1.58754085607081	0.112390201313404
ENSG00000112511.16	-0.041633827080144	0.959220957011526	0.017209592806076	-2.41922209021963	0.015553740671414
ENSG00000211950.2	-0.000690228235870241	0.999310009916842	0.00124000208475164	-0.556634738246014	0.577777014326199
ENSG00000154511.10	0.0616923829103233	1.06363510206332	0.034500359857852	1.78816636013385	0.0737491718661083
ENSG00000144504.14	-0.342366807048264	0.710087691762881	0.17967256210539	-1.90550411836084	0.0567145726159979
ENSG00000142507.8	0.0034776864567687	1.00348374062445	0.0026538030916682	1.31045384176661	0.190042349496952
ENSG00000164116.15	0.111635106501137	1.11810479702821	0.0566838325842082	1.96943469436888	0.0489031949553266
