gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	age	age_coef	age_exp.coef.	age_se.coef.	age_z	age_Pr...z..	gender	gender_coef	gender_exp.coef.	gender_se.coef.	gender_z	gender_Pr...z..	Interaction	Interaction_coef	Interaction_exp.coef.	Interaction_se.coef.	Interaction_z	Interaction_Pr...z..
hsa-let-7a-1	4.45179945406394e-06	1.00000445180936	1.48781787428688e-05	0.299216693857621	0.764774712605707	age	0.00642554458590767	1.00644623268455	0.00823970003276999	0.779827488907694	0.43549242376725	gender	-0.142568704256962	0.867127976862325	0.30043648539192	-0.474538583657645	0.635115890619699	Interaction	5.84460927827839e-06	1.00000584462636	2.34375447563411e-05	0.249369519676207	0.8030749603085
hsa-let-7a-2	4.40595469534104e-06	1.0000044059644	1.48803667501419e-05	0.296091808039544	0.767159969889398	age	0.00642731176151111	1.00644801125335	0.00823893413338691	0.78011447323817	0.43532349808014	gender	-0.140894749681756	0.868580725284686	0.300648608955548	-0.468635960669247	0.639329868504297	Interaction	5.68997249084807e-06	1.00000568998868	2.34589337798059e-05	0.242550345393197	0.808353751204213
hsa-let-7a-3	4.40145476613721e-06	1.00000440146445	1.49009787420558e-05	0.295380245977719	0.767703421880453	age	0.00643322594919805	1.00645396359339	0.00823849602714003	0.780873830369659	0.434876705136856	gender	-0.143812362185106	0.866050236588214	0.301253649920364	-0.477379650746548	0.633091801941646	Interaction	5.93572005023918e-06	1.00000593573767	2.34463560818739e-05	0.253161729247472	0.800143238998008
hsa-let-7b	-6.23714713124976e-06	0.99999376287232	1.16231715673593e-05	-0.536613186435724	0.591534833659651	age	0.00811299226164737	1.00814599176457	0.00813881201699088	0.996827576888419	0.318848210154724	gender	0.0580059657473362	1.05972131772106	0.31437728181331	0.184510679056582	0.853612850306311	Interaction	-8.98126236968868e-06	0.999991018777962	1.8022492526499e-05	-0.498336307060927	0.618247021479086
hsa-let-7c	-0.000197937380862604	0.999802082207448	0.000140752298441974	-1.40628169524497	0.15964049342541	age	0.00857021126796655	1.00860704066528	0.00810926954620065	1.05684133683556	0.290584005186836	gender	-0.104246756952758	0.901002941248159	0.263005037857956	-0.396367909154119	0.691833636343574	Interaction	5.44550748915893e-05	1.0000544565576	0.000178941065852116	0.304318489622684	0.760885260073748
hsa-let-7d	-0.000110634041888663	0.999889372077831	0.000420063922606862	-0.263374300754233	0.792262096583684	age	0.00760428913428948	1.00763327516705	0.00817590881136703	0.930084876156786	0.352327140653194	gender	-0.29066438918218	0.747766594468906	0.35922611068899	-0.809140484316941	0.418434343831802	Interaction	0.00035634474887096	1.0003564082472	0.000560265647066912	0.63602819615389	0.52475804434332
hsa-let-7e	3.06043046127134e-05	1.00003060477293	0.000102157678764734	0.299579091682322	0.76449823449148	age	0.00784431633204844	1.0078751635872	0.00825038699575362	0.950781622254305	0.341715243648495	gender	-0.267835177962686	0.765033865152132	0.273911194671876	-0.977817567053188	0.328164560993998	Interaction	0.000126717416974147	1.00012672544597	0.000148749595095967	0.851884113650157	0.394278414971852
hsa-let-7f-1	9.81393075466383e-06	1.00000981397891	2.80639264782478e-05	0.349699132880445	0.726564504498907	age	0.00649008452815877	1.00651119076246	0.00818657563820046	0.792771583013847	0.427910915704036	gender	-0.131647478177414	0.876649978862729	0.261868010162026	-0.502724552326797	0.61515794514252	Interaction	9.14766913828387e-06	1.00000914771098	3.80935071184238e-05	0.240137226269188	0.8102238759926
hsa-let-7f-2	9.23384654351096e-06	1.00000923388918	2.78369737394353e-05	0.331711580071285	0.740107055697304	age	0.00652241716404516	1.00654373444841	0.00818518336033359	0.796856573263049	0.425534334411718	gender	-0.135115429406356	0.873615064999473	0.262260919699541	-0.515194675444404	0.606416989412936	Interaction	9.71110851657387e-06	1.00000971115567	3.78105671638269e-05	0.256835833075374	0.797305506892257
hsa-let-7g	-0.000517193077225615	0.99948294064406	0.000373602990379394	-1.38433869787928	0.166254770018821	age	0.0081914528952347	1.00822509464102	0.00817640569470753	1.00184031970636	0.316420720377855	gender	-0.601962623899138	0.547735581551488	0.390389649378044	-1.54195334035665	0.123084932528669	Interaction	0.000737116298140194	1.00073738803512	0.000516281123533664	1.42774210510551	0.153366102219001
hsa-let-7i	0.000943061493554503	1.00094350631587	0.000495733525769523	1.90235569016761	0.0571246696550706	age	0.00704775934123922	1.00707265324482	0.00801358980740267	0.879475929093444	0.379143278870727	gender	0.619191306225439	1.85742534600383	0.414874642920535	1.49247806968053	0.135573862173833	Interaction	-0.00113157155772603	0.99886906842795	0.000605337801469598	-1.86932247577943	0.061577962979243
hsa-mir-1-1	-0.0375462095238791	0.963149909993724	0.023642510548794	-1.58808048097897	0.112268141452206	age	0.00798597029152841	1.00801794320719	0.00815897063080978	0.978796303221379	0.327680636673897	gender	-0.225240373779967	0.798324299464616	0.197279981315007	-1.14172949672129	0.253566476051008	Interaction	0.0325923145424796	1.03312926159706	0.0257176114421497	1.26731499213269	0.205042681948508
hsa-mir-1-2	-0.0391317905817003	0.961623967812798	0.0237758393989817	-1.64586368224612	0.0997918276121253	age	0.00762377671223876	1.00765291169038	0.00815160018968153	0.935249096476677	0.349659941846214	gender	-0.237974885611332	0.788222486571078	0.1986030822075	-1.19824366755143	0.230822169944008	Interaction	0.034915403231887	1.03553210242493	0.0255962207741689	1.3640843130687	0.172541031322124
