gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	age	age_coef	age_exp.coef.	age_se.coef.	age_z	age_Pr...z..	gender	gender_coef	gender_exp.coef.	gender_se.coef.	gender_z	gender_Pr...z..	Interaction	Interaction_coef	Interaction_exp.coef.	Interaction_se.coef.	Interaction_z	Interaction_Pr...z..
hsa-let-7a-1	2.25922824901646e-05	1.0000225925377	2.73061542577295e-05	0.827369620669651	0.408027593990106	age	0.0129674813472656	1.01305192374046	0.00730985136777794	1.77397332652025	0.0760675624696316	gender	0.130054242886375	1.13889015833863	0.494263371312437	0.263127414319692	0.792452374665318	Interaction	-1.3798921411876e-06	0.999998620108811	4.40301289244819e-05	-0.0313397252039466	0.974998609824411
hsa-let-7a-2	2.30198971666316e-05	1.00002302016213	2.72739076474192e-05	0.844026366306551	0.398654672212681	age	0.012957050411139	1.01304135671566	0.00730861701335174	1.77284572272269	0.0762542746366123	gender	0.14228212948832	1.15290187027227	0.493972283786528	0.288036665534474	0.773318672395248	Interaction	-2.56167806814916e-06	0.999997438325213	4.41625975613237e-05	-0.0580056022427586	0.95374416609817
hsa-let-7a-3	2.23691167015129e-05	1.00002236936689	2.71802420999628e-05	0.822991812186379	0.410512649601334	age	0.0129661111428765	1.01305053565322	0.00731230061551931	1.77319175245036	0.0761969382394498	gender	0.132254832082229	1.14139914733087	0.494538071005094	0.267431042899156	0.789137300758939	Interaction	-1.61149483516268e-06	0.999998388506463	4.39941223277322e-05	-0.0366297757495404	0.970780201840799
hsa-let-7b	6.63850875483223e-05	1.00006638729109	1.9635432533412e-05	3.38088236331745	0.000722534689043772	age	0.0165668603445286	1.01670485175029	0.00738168406000424	2.24431988823416	0.024811826823938	gender	0.425893810315642	1.53095819453377	0.338088349029108	1.25971158585821	0.207773424336681	Interaction	-4.22629265704006e-05	0.999957737966494	3.2733195868551e-05	-1.29113352512596	0.196657380770371
hsa-let-7c	-0.00013536806051928	0.999864641101323	7.84975737412586e-05	-1.72448719199241	0.0846199291721837	age	0.0124488022336838	1.01252661111276	0.00721006970740742	1.72658555865198	0.0842421213502346	gender	-0.080712016558535	0.922459306202058	0.307982656256605	-0.262066759016739	0.793269973827872	Interaction	7.54275618442858e-05	1.00007543040657	0.000114169944685621	0.660660404557287	0.508830121883676
hsa-let-7d	0.00065673644516039	1.00065695214376	0.000321196309703245	2.04465750483607	0.0408886359086463	age	0.0155524388404677	1.01567400742911	0.00741610077833077	2.09711805507156	0.0359831260777415	gender	0.0837009315685036	1.08730366697647	0.339341869942195	0.246656658026791	0.805173952142483	Interaction	-9.64287827464956e-05	0.999903575866359	0.000470907089066903	-0.204772416863735	0.837749938493746
hsa-let-7e	0.000268284582265217	1.00026832057379	0.000133611269354826	2.00794875732185	0.0446487372307964	age	0.0141811224168091	1.01428215153718	0.00736566855823522	1.9253001006886	0.0541918250631278	gender	0.322312061023632	1.38031545140794	0.285546108117284	1.12875662410095	0.259000515251493	Interaction	-0.000256665917091915	0.999743367018787	0.000215859649114296	-1.18904074080104	0.234423635455205
hsa-let-7f-1	1.59771592911229e-05	1.00001597728693	2.94258348884126e-05	0.542963669568281	0.587154816785266	age	0.0125814894888502	1.01266096940319	0.00725716149937026	1.73366535799734	0.0829774765077108	gender	0.067264932806656	1.06957880715669	0.34323884013332	0.195971215788193	0.844632695608089	Interaction	5.93827894892376e-06	1.00000593829658	4.19733613243543e-05	0.141477326608059	0.887492870615515
hsa-let-7f-2	1.56067359867038e-05	1.00001560685777	2.86943149446129e-05	0.543896448367164	0.586512733133321	age	0.0125772759996513	1.01265670257613	0.00725677113013099	1.73317798978515	0.0830640378426722	gender	0.0647954914967295	1.06694080360413	0.34434912024163	0.188168018118537	0.850744942479596	Interaction	6.31550149880648e-06	1.00000631552144	4.10833859380025e-05	0.153723977579087	0.877827378123743
hsa-let-7g	4.01371838751787e-05	1.00004013798938	0.000328295449554275	0.122259336611801	0.90269363503165	age	0.0119950564382384	1.01206728563658	0.00721793075614678	1.66184143953216	0.0965445709253505	gender	-0.0114938787679891	0.988571923507496	0.406463407980176	-0.0282777700091264	0.977440610471846	Interaction	0.000148534024962206	1.00014854505669	0.000420018654605801	0.353636733353212	0.723611141754952
hsa-let-7i	0.00258196363549312	1.00258529977425	0.00104757713796856	2.4647002515729	0.0137127914181438	age	0.0127140938458979	1.01279526156362	0.00717274221808672	1.77255691886405	0.0763021557644687	gender	0.814968692322881	2.25910494391437	0.420300803895793	1.93901292781001	0.0524997640076915	Interaction	-0.00265917466419944	0.9973443578089	0.00128784127658658	-2.06483105685786	0.0389389882041737
hsa-mir-1-1	0.00244262814707358	1.00244561379365	0.0141228666041317	0.172955549007238	0.862686367726822	age	0.0120555450569424	1.01212850604027	0.00727706920598397	1.65664840002195	0.0975905809386148	gender	0.0951654525219487	1.09984081150912	0.224795823830446	0.423341728063987	0.67204595354196	Interaction	0.00213849069135873	1.00214077889339	0.0210723797182839	0.101483112963422	0.91916696224982
hsa-mir-1-2	0.000956398119321879	1.00095685561384	0.0134457941820564	0.0711299092022548	0.943294364349851	age	0.0120755295985427	1.01214873316662	0.0072918717067451	1.65602606356508	0.0977165407673698	gender	0.0863237819465108	1.09015924505038	0.226812035692252	0.380596125258708	0.703502956889571	Interaction	0.00420879075310957	1.00421766015169	0.0218052618995026	0.193017207154277	0.84694549212396
