gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	age	age_coef	age_exp.coef.	age_se.coef.	age_z	age_Pr...z..	gender	gender_coef	gender_exp.coef.	gender_se.coef.	gender_z	gender_Pr...z..	Interaction	Interaction_coef	Interaction_exp.coef.	Interaction_se.coef.	Interaction_z	Interaction_Pr...z..
hsa-let-7a-1	7.35370708646839e-05	1.00007353977478	4.20612362286691e-05	1.74833355978636	0.0804062852790443	age	0.0201300403121812	1.02033401595392	0.00868429148664887	2.31798303213669	0.0204502432404255	gender	0.936219177781513	2.55032085764301	0.522099474577264	1.79318161264107	0.0729438892058	Interaction	-0.000146087716966804	0.999853922953324	7.54189545464707e-05	-1.9370159377745	0.0527433951764226
hsa-let-7a-2	7.43859958457072e-05	1.00007438876255	4.21460080167867e-05	1.76495946700526	0.0775705781387561	age	0.0201677984919872	1.0203725426365	0.00867873977350308	2.32381647777494	0.0201353322105721	gender	0.931617461803151	2.53861196656012	0.52210410448033	1.78435192102239	0.0743664983478814	Interaction	-0.000145517996384403	0.999854492590846	7.55055134705539e-05	-1.9272499410411	0.0539484888387457
hsa-let-7a-3	7.38421126558045e-05	1.00007384483905	4.20831160608016e-05	1.75467312233052	0.07931523597237	age	0.0201896376218075	1.02039482692826	0.00868156640510686	2.32557544107836	0.0200412109981377	gender	0.923195337756973	2.51732124407516	0.522336025042315	1.76743569942774	0.077155288692939	Interaction	-0.000143431783918109	0.999856578501928	7.51243953483593e-05	-1.90925708290897	0.056228935742606
hsa-let-7b	7.08567358184596e-06	1.00000708569869	2.77479001962712e-05	0.255358911187021	0.798445903093792	age	0.0216874466716747	1.02192432869933	0.00866071271743994	2.50411800728629	0.0122757082861676	gender	0.31837592512912	1.37489302092642	0.472149199911985	0.674312114027662	0.500112903988568	Interaction	-3.71838716141564e-05	0.999962816819697	4.77724767440381e-05	-0.778353440065192	0.436360679109131
hsa-let-7c	0.000246613906659934	1.00024664431837	0.000218488326032276	1.12872807045766	0.259012564033097	age	0.0219850562355808	1.02222850841429	0.00864482042399012	2.5431478223157	0.0109858741200985	gender	-0.0350998120935825	0.965509041969135	0.284014316836381	-0.123584657578383	0.90164414082976	Interaction	4.90457903531913e-05	1.00004904699312	0.000405997256454526	0.120803255621716	0.903846871379767
hsa-let-7d	-0.00031942906281102	0.99968062194922	0.000496128107316956	-0.643843914706791	0.519676653704535	age	0.0219729428986387	1.02221612589093	0.00865645198250384	2.5383312866576	0.0111382492414586	gender	-0.287397036614875	0.75021380734761	0.463385220791081	-0.620211918119091	0.535118276012725	Interaction	0.000453755479634015	1.00045385844222	0.000695867576136644	0.652071594071389	0.514354987836346
hsa-let-7e	0.00053525702132764	1.00053540029693	0.000355284741124933	1.50655786576385	0.131924024256393	age	0.0220585075436235	1.02230359519292	0.00859159953469102	2.56745061900942	0.0102449380267534	gender	0.185253856502103	1.20352392372503	0.36251261902137	0.511027331964912	0.609331918348782	Interaction	-0.00035373939424128	0.999646323164162	0.000478111997972519	-0.739867218855303	0.45938056704051
hsa-let-7f-1	3.06699508975853e-05	1.00003067042123	4.14828957192223e-05	0.739339681230919	0.45970075948341	age	0.0212957058039309	1.02152407757851	0.00868954155982577	2.45072834479405	0.0142567503725993	gender	0.325859921893617	1.38522131610295	0.3651519199999	0.892395477185787	0.372180994486905	Interaction	-8.32043850299988e-05	0.999916799076359	7.46758093906076e-05	-1.11420801071979	0.265189959588927
hsa-let-7f-2	3.1095185068737e-05	1.00003109566853	4.08348146262828e-05	0.761487112242772	0.446366173713505	age	0.0212685427887641	1.02149633028135	0.00868908959128701	2.44772971498546	0.0143759452564008	gender	0.339796504225801	1.40466171875378	0.364964172241055	0.931040715967508	0.351832503029786	Interaction	-8.55282232107509e-05	0.999914475434224	7.37183117598699e-05	-1.1602032272436	0.245966073351262
hsa-let-7g	0.000484995592069306	1.00048511322145	0.000552728709498674	0.877456849507957	0.380238546525338	age	0.0213329733683256	1.02156214800224	0.00868406162383113	2.4565663271876	0.014027190543775	gender	0.202167069660966	1.22405249306429	0.534072065499321	0.378538932703687	0.705030277488753	Interaction	-0.000319662754892077	0.999680388331803	0.000708819885204721	-0.45097881925216	0.652004814639432
hsa-let-7i	0.00120854232178025	1.00120927290334	0.000901111714062378	1.34116814033181	0.179865867859681	age	0.0224074281018014	1.02266036017168	0.00869989216380599	2.57559837293417	0.0100066803813076	gender	0.105337967587061	1.1110860579816	0.581573766889716	0.181125720560633	0.856268896394458	Interaction	-0.000339783400360245	0.999660274319482	0.00135839874315992	-0.250135243477801	0.802482761720826
hsa-mir-1-1	-0.00167264985794203	0.998328748241213	0.00474189770606265	-0.352738494506852	0.724284497564342	age	0.0220095665716167	1.02225356388559	0.00861195113198216	2.55570035573935	0.0105974332527715	gender	-0.196709376448003	0.821429325334459	0.254802266098342	-0.772007955267094	0.44010971580296	Interaction	0.00781503301963963	1.00784565009604	0.00658461627591169	1.18686233064623	0.23528192791702
hsa-mir-1-2	-0.00139274886946777	0.998608220555132	0.00415118942628605	-0.335505978274238	0.737243435786933	age	0.0219516354242654	1.02219434527907	0.00861812877678775	2.54714636933604	0.0108607868372963	gender	-0.169429597624285	0.844146182285092	0.252203035142773	-0.671798408486126	0.501712042072935	Interaction	0.00634169994259612	1.00636185109668	0.00605988493480094	1.04650500972003	0.295327933176362
hsa-mir-100	8.61857978822866e-05	1.00008618951198	9.35421228762787e-05	0.921358156434809	0.356863467327919	age	0.0247094369925123	1.02501724515726	0.00881067400235215	2.80448884908416	0.00503964308153894	gender	-0.320993888321636	0.725427684557277	0.333202236019104	-0.963360546905912	0.335366618167507	Interaction	0.000181179017301009	1.00018119543121	0.000140430794866631	1.29016586050857	0.196993076746078
hsa-mir-101-1	5.16012418440252e-05	1.00005160257321	0.000103155483626414	0.500227811745843	0.616914677355309	age	0.0210634783114157	1.0212868791465	0.00873730619008712	2.41075199302425	0.0159196696068738	gender	-0.504718500954353	0.603675485584218	0.556864036378647	-0.906358586624837	0.364746085165315	Interaction	0.000152355003836338	1.00015236661045	0.000153434758549396	0.99296277634047	0.320728094978149
