gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	age	age_coef	age_exp.coef.	age_se.coef.	age_z	age_Pr...z..	gender	gender_coef	gender_exp.coef.	gender_se.coef.	gender_z	gender_Pr...z..	Interaction	Interaction_coef	Interaction_exp.coef.	Interaction_se.coef.	Interaction_z	Interaction_Pr...z..
hsa-let-7a-1	-2.57908550985133e-05	0.999974209477483	2.67233428636338e-05	-0.965105871302146	0.334491786475863	age	0.031090795434082	1.03157916231241	0.00782033948124176	3.97563245286958	7.01924632674709e-05	gender	-0.430375700389084	0.650264744107511	0.402985686910423	-1.06796770795671	0.285535078447135	Interaction	6.69747305563757e-05	1.00006697697341	4.52782659655197e-05	1.47918055447129	0.139092065231075
hsa-let-7a-2	-2.61375229286787e-05	0.999973862818653	2.67493824946517e-05	-0.97712621717173	0.328506669868502	age	0.031160659402484	1.03165123504403	0.00782107354330737	3.98419209715126	6.77100851883095e-05	gender	-0.447287609121556	0.639359996061828	0.40229572448918	-1.11183783941404	0.266207879172857	Interaction	6.92163596974081e-05	1.0000692187552	4.52032413645707e-05	1.53122558489043	0.125713649641789
hsa-let-7a-3	-2.54042790313832e-05	0.999974596043655	2.65743064485597e-05	-0.955971478712289	0.339086644237438	age	0.0311421748569388	1.03163216561603	0.0078180380350423	3.98337469290277	6.794350370231e-05	gender	-0.438785054288291	0.644819365892532	0.403709570576221	-1.08688296307171	0.277088536558476	Interaction	6.75996717379376e-05	1.00006760195665	4.50388888568216e-05	1.50091783908872	0.133376813536011
hsa-let-7b	-4.04636941939781e-06	0.999995953638767	1.50922293888011e-05	-0.268109456539293	0.788615066965979	age	0.0304338653582037	1.03090170947897	0.00778002886248728	3.9117933745652	9.16132789429267e-05	gender	-0.0608073787762188	0.94100447975459	0.330729182324548	-0.183858522398389	0.854124444363255	Interaction	1.65838507758202e-05	1.00001658398829	2.81430321407739e-05	0.589270221235096	0.555680017758854
hsa-let-7c	0.000210295722302051	1.000210317836	7.7029330757319e-05	2.73007334004482	0.00633202371662884	age	0.0302583120116326	1.03072074711863	0.00772981421266067	3.9144940847443	9.05939585545199e-05	gender	0.248422687717738	1.28200170406022	0.183470654673722	1.35401864761165	0.175730428520231	Interaction	-0.000194575724976059	0.999805443203653	7.89751349219175e-05	-2.46375932334191	0.0137488397820824
hsa-let-7d	-0.000158399994588068	0.999841612550029	0.000278400197324901	-0.568965094529767	0.569379828252549	age	0.0301860465644847	1.03064626431425	0.00774389016823464	3.89804683546618	9.69716642807316e-05	gender	-0.0727869495108492	0.929798903036371	0.341829815746147	-0.212933296505952	0.831378991023352	Interaction	0.000293849941803868	1.00029389311993	0.000495159496174015	0.593445029479148	0.552883361019109
hsa-let-7e	-0.000168013434982251	0.999832000678484	8.86269293667468e-05	-1.89573796793744	0.0579947020875097	age	0.0307859482688818	1.03126473625748	0.00775687025730064	3.96886208582728	7.22166606531459e-05	gender	-0.424705088511397	0.653962617783268	0.298369552314633	-1.42341966603731	0.1546145348413	Interaction	0.000326758854500027	1.00032681224599	0.000152663516884215	2.14038600163948	0.0323235848615525
hsa-let-7f-1	-0.00010581301701281	0.999894192580987	4.02162962821003e-05	-2.6310980073992	0.00851094880699496	age	0.0319575489445999	1.03247367477763	0.00784643015133669	4.0728775160454	4.64358474502783e-05	gender	-0.660063182364354	0.516818679633983	0.391948469230342	-1.68405602823377	0.0921708412372845	Interaction	0.000168387252032483	1.00016840142996	7.96816432649588e-05	2.11325024350412	0.034579354966465
hsa-let-7f-2	-0.000105281300513831	0.999894724241368	3.96026743323481e-05	-2.65843916575694	0.00785035218768967	age	0.0319348135385021	1.03245020133619	0.00784357947346834	4.07145916561752	4.67195531803581e-05	gender	-0.657179136855412	0.518311359669855	0.39197079518647	-1.67660230028815	0.0936202766659811	Interaction	0.000165187941667475	1.00016520158595	7.85997001922789e-05	2.10163577295302	0.0355851937009414
hsa-let-7g	-0.000656474361974533	0.999343741070175	0.000306481624685907	-2.14196972705072	0.0321959181688493	age	0.0316641562281567	1.03217079895449	0.00775942200618746	4.08073645213617	4.48932343894502e-05	gender	-0.247778560002436	0.780532765316122	0.376144597548252	-0.6587322046295	0.51006774888869	Interaction	0.000528332071518151	1.00052847166349	0.000584371927912611	0.904102415400693	0.365941097738785
hsa-let-7i	0.000328204659614473	1.00032825852466	0.000473209020664313	0.693572280498211	0.487950482331333	age	0.0300064862141184	1.03046121772394	0.00776737592425758	3.8631432940445	0.000111937301102915	gender	0.680685770023262	1.97523182265304	0.425474488843472	1.59982745821849	0.109636865639756	Interaction	-0.00119816450940759	0.998802553003094	0.00083924962848137	-1.42766165005719	0.153389269499146
hsa-mir-1-1	0.00397651202696044	1.0039844288412	0.0017983929287798	2.21114749914997	0.0270256246097404	age	0.0309658560863435	1.03145028553579	0.00774602383934607	3.99764533760558	6.39757104716817e-05	gender	0.191880237142986	1.21152541253126	0.206178462370987	0.930651218058495	0.352034011221911	Interaction	-0.0034124303644896	0.996593385358876	0.00520268240996425	-0.655898264701698	0.511889584813471
hsa-mir-1-2	0.00371980448275645	1.00372673154189	0.00168043236252396	2.21359964596815	0.0268563317042995	age	0.0311139397292618	1.03160303776133	0.00774561137241017	4.01697661208378	5.89495720349842e-05	gender	0.225825872514378	1.2533574023029	0.204373191131027	1.10496817740443	0.269173378392804	Interaction	-0.00471527265079927	0.995295826794796	0.00487497830100558	-0.967239720805861	0.333424209762561
