gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	age	age_coef	age_exp.coef.	age_se.coef.	age_z	age_Pr...z..
ENSG00000121644.17	0.219438486868734	1.24537723854595	0.1699827714367	1.29094545884876	0.196722590690227	age	0.00524787172445781	1.00526166592278	0.0111620878882815	0.470151442721329	0.63824682306535
ENSG00000174013.7	0.379750393520672	1.46191963927494	0.150323514218241	2.52622083441548	0.0115296981006185	age	0.00578732751692921	1.0058041064496	0.0110992516841043	0.52141600908262	0.602077001560919
ENSG00000200693.2	-0.393766700833517	0.674511400833147	0.28154567501518	-1.3985890595275	0.161936248982834	age	0.00442520156917465	1.00443500723232	0.0112717487871601	0.392592281174283	0.694620641487581
ENSG00000255153.1	-0.290762400824445	0.747693308228463	0.223208841682733	-1.30264732629961	0.192695192588836	age	0.00416010910859492	1.00416877437448	0.0111846346579853	0.371948591599709	0.709931125530999
ENSG00000110395.4	0.293348103340393	1.34090948426877	0.167239685802927	1.75405796735393	0.079420574967864	age	0.00601767287342955	1.00603581544059	0.0113013185287327	0.532475291102546	0.594396850745817
ENSG00000167880.6	0.35128471876029	1.42089182288384	0.166297749485505	2.11238408124644	0.0346535192611286	age	0.00682495601670094	1.00684829910398	0.0114599655378925	0.59554769114568	0.55147743022624
ENSG00000181991.14	-0.400228809040485	0.670166688294576	0.251922670511566	-1.58869707211249	0.11212880028664	age	0.00560844835765171	1.00562420514742	0.0113144758848647	0.495687861702376	0.620114652384126
ENSG00000143793.11	-0.15341030980444	0.857777694998018	0.179591958413897	-0.854215919016168	0.392985364384259	age	0.00396016020563317	1.00396801200143	0.0112587725133563	0.351739961077926	0.725033288639032
ENSG00000138735.14	0.193405971602239	1.21337528945305	0.157113230972652	1.23099735397781	0.218323853923821	age	0.00541995251340928	1.00543466702801	0.0113436910164892	0.477794441468024	0.632796517808516
ENSG00000146535.12	0.262987273165068	1.30081016365015	0.157831795197441	1.66625028142195	0.0956635749204704	age	0.00401693402488191	1.00402501271793	0.0111822726590951	0.359223401838153	0.719427971273459
ENSG00000075914.11	-0.51760044424715	0.595948846126463	0.232364158567234	-2.2275399417823	0.0259112094620013	age	0.00699340043979289	1.00701791136958	0.0110659864853147	0.631972617088736	0.527404770489822
ENSG00000145982.10	-0.25538076737438	0.774621491208826	0.186216616662069	-1.37141771745227	0.170244777477316	age	0.00530200623112551	1.00531608674015	0.0112931035815955	0.469490622557137	0.638718986161401
ENSG00000181381.12	0.26791623427559	1.3072376337212	0.140709053247929	1.90404404046072	0.0569044487253683	age	0.00573296673683009	1.00574943163984	0.0113965139399474	0.503045647733971	0.614932178879466
ENSG00000101236.15	0.106092370874408	1.11192458120884	0.106139789134433	0.999553247086592	0.317526758409682	age	0.00498961909228654	1.00500208797132	0.0112980052835479	0.441637171081199	0.65875178131601
ENSG00000173846.11	0.119743005453189	1.12720712826722	0.157762315189557	0.759008926240165	0.447847217138057	age	0.00629056056553323	1.00631038769443	0.0115537359608014	0.544461167095675	0.586124163988797
ENSG00000113441.14	0.0427388821863921	1.04366533965602	0.160127413517843	0.266905467636432	0.789541946754398	age	0.00435558477839866	1.00436508412451	0.0112579213715747	0.386890673210434	0.698837146222775
ENSG00000082515.15	-0.229932923045465	0.794586899185135	0.202724494989861	-1.13421381593263	0.256704870057074	age	0.00462155304968044	1.00463224889677	0.0112949477786822	0.40916993511055	0.682414956259939
ENSG00000143157.10	0.417628994857813	1.51835725154431	0.137545006037953	3.03630794667002	0.0023949462592814	age	0.00562793403656716	1.0056438006087	0.0112028846919035	0.502364720457631	0.615410990810883
ENSG00000184014.6	0.0416152851372811	1.04249333891172	0.178459589408054	0.233191644535988	0.815612593718935	age	0.00458500789211707	1.0045955351238	0.0113218796252319	0.404968789978913	0.685500452312324
ENSG00000102921.6	0.22886723839196	1.25717512333913	0.164850277792464	1.38833395646496	0.165035376817615	age	0.0051961826091317	1.00520970617949	0.0113252462866405	0.458814093540839	0.646367673149499
ENSG00000088356.5	-0.236700769213827	0.789227413827301	0.173102165049825	-1.36740501856633	0.171498390175009	age	0.00500326886618198	1.00501580611621	0.011298762875166	0.442815635787777	0.657899092833105
ENSG00000258999.1	-0.317983271448298	0.727614960257268	0.226418181834961	-1.40440696445518	0.16019769819218	age	0.00308217651128104	1.00308693130108	0.011168875497207	0.275961220272516	0.782577851790426
ENSG00000009844.14	0.00776452031179292	1.00779474236892	0.166008911813816	0.0467717077773575	0.962695178269975	age	0.00426813469256284	1.00427725615203	0.0112494068229944	0.379409755529378	0.704383607316174
ENSG00000121766.13	-0.470682469499219	0.62457586881652	0.175654111900836	-2.67959835614289	0.00737105447823108	age	0.0021666605609273	1.00216900946604	0.0113028809825832	0.191691000220734	0.847984256040248
ENSG00000249042.4	-0.272597126500952	0.761399473517047	0.206148274389371	-1.32233523326066	0.186056545270969	age	0.00576748999390119	1.00578415398538	0.0112194741686472	0.514060633074804	0.607209599687075
ENSG00000124486.11	0.114185645717813	1.12096020703105	0.160777467508887	0.710209256850628	0.477574381342732	age	0.00428518933286913	1.00429438388545	0.0112153421187297	0.382082801175794	0.702399948468265
ENSG00000021762.18	-0.0331228015352263	0.967419751663571	0.170507366726734	-0.194260237379133	0.84597211848534	age	0.00384524056478195	1.00385264298727	0.0114434293498892	0.33602169832238	0.736854503975674
ENSG00000272654.1	-0.0641324848313711	0.937880736328218	0.182276945679547	-0.35184090117529	0.724957582622285	age	0.00414511620315052	1.00415371907985	0.0112306207482608	0.369090569084744	0.712060218241313
