gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	age	age_coef	age_exp.coef.	age_se.coef.	age_z	age_Pr...z..
ENSG00000167578.15	-0.0728388989359568	0.929750601772515	0.149684724413619	-0.486615446040328	0.626530875440763	age	0.0623968293428968	1.06438463999019	0.0119972256225829	5.20093822570482	1.98285004222271e-07
ENSG00000070087.12	-0.202823029230665	0.816422711597108	0.129912447213555	-1.56122860881264	0.118469821132278	age	0.0621747080413494	1.0641482437439	0.0122943798611877	5.05716504153491	4.25534947069854e-07
ENSG00000121644.17	0.0897049064094806	1.09385144752296	0.0743808898760331	1.20602088196292	0.227809438886615	age	0.062297366152842	1.06427877816322	0.0120884797628062	5.15344918262745	2.55738399526458e-07
ENSG00000138495.5	-0.369855729941079	0.6908339901087	0.174162483257039	-2.12362457760334	0.0337015486995355	age	0.07287549693658	1.07559661350455	0.0128990793471199	5.64966653630604	1.60759377859863e-08
ENSG00000231982.1	-0.226548115251089	0.797280980015547	0.133250534349588	-1.70016665491735	0.0890995824749572	age	0.0641598894385519	1.06626286930444	0.0123761473642827	5.18415687451461	2.16994234804329e-07
ENSG00000105053.9	0.214319242342803	1.23901813871587	0.115113515943727	1.861807804112	0.0626301860851003	age	0.0615846754196663	1.06352054676485	0.0122048399134076	5.04592242557908	4.51338516536244e-07
ENSG00000255153.1	-0.818491070044552	0.441096736677825	0.234880974786738	-3.48470569311843	0.000492678619631503	age	0.068548872353301	1.07095296366362	0.0125433446738357	5.46495963682541	4.6301214656607e-08
ENSG00000188186.9	-0.570320104224567	0.565344440588185	0.266493547903975	-2.14008972716319	0.0323475161301119	age	0.0629707094670962	1.06499564448449	0.0119806175643876	5.25604870772912	1.47183324505011e-07
ENSG00000128973.10	-0.266556531798218	0.766012698426842	0.172107699272431	-1.54877749760796	0.12143521668754	age	0.0698398260802337	1.07233640717207	0.0129260010065325	5.40304971699586	6.55172905574198e-08
ENSG00000104998.3	-0.0209227516597439	0.979294610530945	0.100007876918259	-0.209211037215048	0.834283496622385	age	0.0634707984674432	1.06552837028576	0.0130343793039798	4.86949144161117	1.11885829106852e-06
ENSG00000079819.15	0.246020260984348	1.27892548556848	0.126972075583117	1.93759344213682	0.0526728431817614	age	0.0693116619382441	1.0717701870754	0.0128256665604068	5.40413721281445	6.51210813608741e-08
ENSG00000197927.11	-0.355278558600578	0.700978152516683	0.154287780522693	-2.30270055993399	0.0212956966763166	age	0.0657046984206481	1.06791131470102	0.0121968994886081	5.38700007178187	7.16434055883184e-08
ENSG00000266392.1	-0.459928320071427	0.631328897495356	0.182919372614319	-2.51437731005767	0.0119242784324826	age	0.0636101294428634	1.06567684173603	0.0123460759571387	5.15225482685315	2.57372979332035e-07
ENSG00000166896.6	0.0768339979720461	1.079862802098	0.0414415891374267	1.85403116944316	0.0637347008356102	age	0.0636222521553697	1.06568976070831	0.0122033490855707	5.21350751414603	1.85303020697545e-07
ENSG00000228929.1	-0.22770409113103	0.796359874923319	0.151947296480955	-1.49857283679654	0.133984483889154	age	0.0671550435902905	1.06946127843742	0.012571400472838	5.34189040714969	9.1982261710954e-08
ENSG00000132300.17	-0.253136449740315	0.776361940210917	0.12993445081285	-1.94818578257523	0.0513927373749106	age	0.0670250284481899	1.06932224131599	0.0123463935956649	5.42871308361044	5.67618488215857e-08
ENSG00000149923.12	0.197452720777825	1.21829546354608	0.118091277911056	1.67203475371435	0.0945174691585589	age	0.0634663862686524	1.06552366897315	0.01215526248061	5.22130940157757	1.7766242262188e-07
ENSG00000139613.10	-0.0237738905482402	0.976506482142924	0.144255134650708	-0.164804466792846	0.869097888128256	age	0.0626043177826923	1.06460551041172	0.0121105049093609	5.16942260056406	2.34818360455068e-07
ENSG00000228502.1	0.261598257117335	1.29900457174615	0.1461245663362	1.79024146094268	0.0734151024715242	age	0.0636619313776721	1.06573204728818	0.0118889566523246	5.35471137118029	8.56930942335516e-08
ENSG00000168172.7	0.146708360829306	1.15801619089689	0.141548276476247	1.03645458978036	0.299990114042908	age	0.0627002930508243	1.06470769111437	0.0119709130834665	5.23772018171466	1.62572293799557e-07
ENSG00000232573.1	-0.135561477613727	0.873225477459669	0.173202664229087	-0.782675475675281	0.433817707222895	age	0.062795494648952	1.06480905781316	0.0121159172204433	5.1828923478444	2.18471149297919e-07
ENSG00000166140.16	-0.528680383101698	0.589382215463313	0.204699991699988	-2.58270837585837	0.00980281448184025	age	0.0720831694367635	1.07474472626038	0.0128106754231331	5.62680475899017	1.83578309087297e-08
ENSG00000157500.9	0.0662902269665789	1.06853679035936	0.108460532782653	0.611192156868894	0.541072375119525	age	0.0613337465211015	1.0632537122051	0.0121728115724952	5.0385850594851	4.68985988237998e-07
ENSG00000150593.14	-0.0104843730704629	0.989570396393929	0.169327172947955	-0.0619178415840288	0.950628259229451	age	0.06230264181379	1.06428439295202	0.0121710247415989	5.11893148987267	3.07271547754591e-07
ENSG00000170419.9	0.0722682743402337	1.07494368519275	0.0641901366398044	1.12584702453212	0.260230275841086	age	0.0619196444322883	1.06387685286472	0.0120815077251307	5.12515870047323	2.97287231408297e-07
ENSG00000155926.12	0.269365478455199	1.30913351371793	0.0905735081039967	2.97399851340541	0.00293946499218064	age	0.0631640871650263	1.06520161080453	0.0121075303949158	5.21692575651514	1.81917132801496e-07
ENSG00000160949.15	0.431368992831412	1.53936345925459	0.1432003375408	3.01234620140828	0.00259236761243737	age	0.0615085055009212	1.06343954157633	0.0117509685768701	5.23433494852424	1.65579953537595e-07
