gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	age	age_coef	age_exp.coef.	age_se.coef.	age_z	age_Pr...z..	gender	gender_coef	gender_exp.coef.	gender_se.coef.	gender_z	gender_Pr...z..	Interaction	Interaction_coef	Interaction_exp.coef.	Interaction_se.coef.	Interaction_z	Interaction_Pr...z..	p_adjusted_new	gene_ensembl	gene_name
ENSG00000078237.5	0.25264721452787303	1.28742901045877	0.0903929638956247	2.79498761451833	0.00519017035844378	age	0.0279919435556645	1.02838739924221	0.00649633703540399	4.30888105144682	1.64082581403986e-05	gender	-0.0425791969106124	0.958314566962423	0.162789190681658	-0.261560345206691	0.7936604198026429	Interaction	-0.36924668158471896	0.6912548695698559	0.18133471809060198	-2.03627129692963	0.0417231203939603	0.0892392583065042	ENSG00000078237	TIGAR
ENSG00000167700.7	-0.0035325451957651	0.996473686901467	0.0813667402581353	-0.043415100378338	0.9653706406895072	age	0.0299299651079925	1.03038236870858	0.00647887872403481	4.6196211386023895	3.84441374896254e-06	gender	-0.0834366025001019	0.9199494073149821	0.161754098509115	-0.5158237303977821	0.605977526914697	Interaction	0.293640528140093	1.34130165679381	0.156047926378203	1.8817329711156499	0.0598722806975435	0.0984209681353977	ENSG00000167700	MFSD3
ENSG00000060642.9	-0.282434107703591	0.7539463195769829	0.105755067289806	-2.67064373312367	0.00757059515921818	age	0.0247807379219513	1.0250903324451	0.00656622003005575	3.77397312434273	0.000160668077054557	gender	-0.0391049623011924	0.9616497668764201	0.17398081415423497	-0.224765946126253	0.822161359294758	Interaction	-0.433067496693402	0.6485167175936322	0.18955540272773103	-2.2846486592389	0.0223334373015155	0.0744685912063796	ENSG00000060642	PIGV
ENSG00000088179.7	-0.13847155991653398	0.870688013356769	0.11624032675105801	-1.19125232857515	0.23355454228792102	age	0.0273560153454658	1.02773362658229	0.00645981836575815	4.23479636679463	2.28758906624124e-05	gender	-0.132849876095354	0.875596530212534	0.169439866692619	-0.784053237815376	0.433008872511978	Interaction	-0.449686107831445	0.637828329520512	0.218735236066879	-2.05584667526521	0.039797297406185	0.0879433658069163	ENSG00000088179	PTPN4
ENSG00000022567.8	-0.5469712105483711	0.5786999188974999	0.18593326351818804	-2.94176093184567	0.0032635176781388	age	0.0283743959748493	1.0287807837115401	0.00659340279087039	4.30345253806398	1.68156884226598e-05	gender	0.0470181974369785	1.0481410823874	0.168562329556863	0.27893656643560605	0.7802935058285551	Interaction	0.577585400406777	1.78173106545571	0.227503727030562	2.5387953329186	0.0111234874659332	0.0638228275310192	ENSG00000022567	SLC45A4
ENSG00000184178.14	-0.164322192312806	0.848468607773529	0.108901701802009	-1.50890380585195	0.13132336711370599	age	0.0272266438197876	1.0276006757152498	0.0065058493643914105	4.18494838949204	2.85230898924042e-05	gender	-0.14951411996827302	0.8611262788581221	0.171068454990321	-0.8740016970208331	0.382117329555452	Interaction	-0.41993928484249604	0.65708671372728	0.210202555878046	-1.99778391413153	0.0457400920232262	0.0916018517118098	ENSG00000184178	SCFD2
ENSG00000166913.11	-0.0444643485498322	0.956509700443674	0.105634791659656	-0.42092522597187	0.673809684079213	age	0.0253883267551919	1.0257133551358002	0.00658237530655613	3.85701598173912	0.00011477966046831599	gender	-0.150519005154684	0.8602613804514471	0.169858583642217	-0.886143060463348	0.37554044174847295	Interaction	-0.444258739394932	0.6412994699224089	0.164672525571655	-2.69783157726344	0.00697927411259949	0.0569997537947062	ENSG00000166913	YWHAB
ENSG00000138495.5	-0.0359539296528384	0.964684735820059	0.0866463386536295	-0.414950362721788	0.6781782405622199	age	0.0290494981688524	1.02947555036863	0.00649331358336692	4.47375562505787	7.68575766081073e-06	gender	-0.10320951905450801	0.9019379804904941	0.163668528586365	-0.630600885496731	0.52830151973575	Interaction	0.408795123440604	1.5050033489895702	0.16279610514367598	2.51108663244628	0.0120360155389734	0.0644203455331414	ENSG00000138495	COX17
ENSG00000112511.16	-0.0505685266380196	0.9506887789342829	0.0956479779246801	-0.528694152612832	0.5970176341907429	age	0.029291518971290998	1.02972473502014	0.00650536393576315	4.50267183520068	6.71044591858327e-06	gender	-0.104514613333188	0.9007616341808209	0.16426340890219002	-0.6362622937858371	0.524605476935248	Interaction	0.305381577726601	1.3571427596666399	0.163452018540308	1.86832552117606	0.0617167114065219	0.0997422898110254	ENSG00000112511	PHF1
ENSG00000174013.7	0.193036163208968	1.2129266560461398	0.0760260988264677	2.53907758241784	0.0111145173291378	age	0.0291620183393902	1.02959139365035	0.00648874140502476	4.494248810225	6.9815959952925205e-06	gender	-0.0571023627295471	0.9444973830878891	0.161992556000522	-0.352499918140454	0.724463379846256	Interaction	-0.42871063410249605	0.651348379922653	0.17550332423522302	-2.4427493665470696	0.0145758559475515	0.0675019524606115	ENSG00000174013	FBXO45
ENSG00000203780.9	-0.0107345021175932	0.9893229070470391	0.0961769322546226	-0.11161202448394099	0.9111310374394581	age	0.0297235034038024	1.03016965616803	0.00642069426591962	4.62932856989807	3.66853283985383e-06	gender	-0.11947388912830699	0.8873871779692991	0.16470316628212803	-0.725389145972178	0.468213329936121	Interaction	0.34734421630148704	1.4153038121777202	0.13437339798452902	2.58491800841025	0.009740215687966841	0.0612944215844801	ENSG00000203780	FANK1
