gene	gene_coef	gene_exp.coef.	gene_se.coef.	gene_z	gene_Pr...z..	age	age_coef	age_exp.coef.	age_se.coef.	age_z	age_Pr...z..	gender	gender_coef	gender_exp.coef.	gender_se.coef.	gender_z	gender_Pr...z..	Interaction	Interaction_coef	Interaction_exp.coef.	Interaction_se.coef.	Interaction_z	Interaction_Pr...z..	p_adjusted_new	gene_ensembl	gene_name
ENSG00000121644.17	-0.41398052151833103	0.6610138266862211	0.257679729468464	-1.60656999435803	0.108148729119386	age	0.0179796629569629	1.01814227017608	0.008537944672026341	2.1058537678126896	0.0352170566463418	gender	-0.309274393076602	0.7339793435422741	0.309633711690383	-0.9988395365226249	0.31787243009568	Interaction	0.648501510524045	1.9126725608124298	0.308896792886185	2.0994116010877097	0.035780632914066	0.0972217960869712	ENSG00000121644	DESI2
ENSG00000174013.7	-0.34740919921946506	0.7065161632361979	0.257043471835274	-1.35155814982962	0.17651670586784898	age	0.0181042896267849	1.01826916576374	0.00852417820954585	2.1238750741403702	0.0336805911887687	gender	-0.348635070475632	0.705650596025047	0.32146103984298496	-1.08453288972723	0.278128592369185	Interaction	0.735111104457562	2.08571371172284	0.29752117863076394	2.4707858036885	0.0134816542325678	0.09650935714499799	ENSG00000174013	FBXO45
ENSG00000200693.2	0.38861515263216706	1.47493681654288	0.154284071291441	2.51882873830881	0.0117745912091946	age	0.0187401999152121	1.01891689953109	0.00855257916672331	2.19117526419716	0.0284391118839464	gender	-0.364700024759124	0.6944049239223579	0.305780526034861	-1.1926855823301998	0.232992534234492	Interaction	-0.772737671822177	0.461747224004567	0.314921453451453	-2.45374731811118	0.0141376284591314	0.09650935714499799	ENSG00000200693	
ENSG00000255153.1	0.299076755996021	1.34861313364467	0.17467668791676	1.7121732703023502	0.0868647418086525	age	0.0172099058574197	1.01735884949576	0.00853632577268861	2.01607885121742	0.0437917311450282	gender	-0.33714041126531197	0.7138086060963349	0.30738033430517997	-1.09681841561986	0.27272077827200897	Interaction	-0.589739340542529	0.554471794216871	0.283710450188647	-2.07866626044404	0.0376480361409752	0.0974557991964048	ENSG00000255153	
ENSG00000110395.4	-0.636975869407459	0.5288894387672469	0.265211061984112	-2.40176961187848	0.0163159807085009	age	0.0180558073678642	1.01821979897111	0.00866764524984603	2.08312717553651	0.0372396328948191	gender	-0.162871112588456	0.849700697080729	0.34543486194888	-0.471495875284755	0.6372866644963261	Interaction	0.945848156730607	2.5749964532358303	0.312083560437607	3.0307529028582203	0.00243944795807485	0.09650935714499799	ENSG00000110395	CBL
ENSG00000167880.6	-0.223998700489088	0.799316173088779	0.24503527507085604	-0.9141487911253381	0.360638667868707	age	0.0184409331992197	1.01861201723953	0.00872046817407297	2.11467238124288	0.034457879879896	gender	-0.388895639042707	0.677805002701981	0.29918624238261	-1.2998446584498202	0.19365421587273496	Interaction	0.603934450468789	1.8293019581819498	0.293927969315927	2.05470221794256	0.03990777559857	0.0982431946575632	ENSG00000167880	EVPL
ENSG00000181991.14	0.161519270681649	1.17529510667799	0.11184839071377	1.4440911456204297	0.148713338425863	age	0.017336568694666	1.0174877192154699	0.00864204288208689	2.0060729773282002	0.0448484624721961	gender	-0.382278948283954	0.682304698932225	0.30867233381961	-1.2384619753688701	0.215544812922526	Interaction	-0.581249126319099	0.5591994194072321	0.273333433741811	-2.12652041267715	0.0334599514399332	0.09650935714499799	ENSG00000181991	MRPS11
ENSG00000143793.11	0.40860778729931707	1.5047214338768202	0.18028929607670102	2.26640070259902	0.0234268606218346	age	0.0173385130912768	1.01748969761706	0.00852989800627087	2.03267531200609	0.0420853371218115	gender	-0.23705919883305	0.7889445820365558	0.315553043154676	-0.751249921290886	0.452502261514503	Interaction	-0.5541440605009891	0.574563842672069	0.25223817656412306	-2.1969079702735503	0.0280270195138426	0.09650935714499799	ENSG00000143793	MMTAG2
ENSG00000138735.14	-0.6928973978718361	0.500124906943201	0.31661189924225	-2.18847554223374	0.028634980913997004	age	0.0161429828902918	1.01627398480986	0.00853231579152672	1.89198141333718	0.0584934572858931	gender	-0.17730397810757897	0.8375251565121579	0.33945501310770304	-0.522319515874476	0.6014478832899871	Interaction	0.903378749590102	2.4679275493373503	0.35137933435452096	2.57095014210098	0.0101419926848523	0.09650935714499799	ENSG00000138735	PDE5A
ENSG00000146535.12	-0.525454635305416	0.591286483539056	0.230113092795119	-2.2834625745231	0.0224031349703072	age	0.0182851886498377	1.01845338632319	0.00855724017705703	2.13680909633254	0.0326135219839931	gender	-0.244322399691314	0.783235078805516	0.321949671479838	-0.7588838297870849	0.447922052753139	Interaction	0.7707838658937609	2.16145988459275	0.275373975054388	2.7990439755301	0.00512541566428236	0.09650935714499799	ENSG00000146535	GNA12
ENSG00000075914.11	0.0912827759984262	1.0955787648392	0.21831684051185396	0.418120635056871	0.6758589186015269	age	0.0195229021042747	1.0197147202060899	0.00846233696969621	2.30703435400724	0.0210529050205864	gender	-0.45061911548306705	0.637233508338154	0.308438770646707	-1.4609678106881598	0.14402427541375698	Interaction	-0.6301904145196021	0.532490397449626	0.318273365670213	-1.98002875041888	0.04770029819724	0.0989189041911256	ENSG00000075914	EXOSC7
